 v-sweep         v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.75000000e+00  3.10738739e-09  4.58279295e-01  4.58279295e-01  4.58279295e-01  3.10738739e-09  4.58279295e-01  4.58279295e-01  1.58922906e-07  1.64034617e-07  8.00000000e-01 
 1.75500000e+00  3.12632029e-09  4.58279332e-01  4.58279332e-01  4.58279332e-01  3.12632029e-09  4.58279332e-01  4.58279332e-01  1.58923039e-07  1.64195463e-07  8.00000000e-01 
 1.76000000e+00  3.14646701e-09  4.58279475e-01  4.58279475e-01  4.58279475e-01  3.14646701e-09  4.58279475e-01  4.58279475e-01  1.58923277e-07  1.64319466e-07  8.00000000e-01 
 1.76500000e+00  3.16693418e-09  4.58279512e-01  4.58279512e-01  4.58279512e-01  3.16693418e-09  4.58279512e-01  4.58279512e-01  1.58923367e-07  1.64435775e-07  8.00000000e-01 
 1.77000000e+00  3.18803522e-09  4.58279548e-01  4.58279548e-01  4.58279548e-01  3.18803522e-09  4.58279548e-01  4.58279548e-01  1.58923468e-07  1.64536843e-07  8.00000000e-01 
 1.77500000e+00  3.20978179e-09  4.58279598e-01  4.58279598e-01  4.58279598e-01  3.20978179e-09  4.58279598e-01  4.58279598e-01  1.58923607e-07  1.64624097e-07  8.00000000e-01 
 1.78000000e+00  3.23218612e-09  4.58279654e-01  4.58279654e-01  4.58279654e-01  3.23218612e-09  4.58279654e-01  4.58279654e-01  1.58923749e-07  1.64698271e-07  8.00000000e-01 
 1.78500000e+00  3.25526035e-09  4.58279723e-01  4.58279723e-01  4.58279723e-01  3.25526035e-09  4.58279723e-01  4.58279723e-01  1.58923889e-07  1.64760877e-07  8.00000000e-01 
 1.79000000e+00  3.27901709e-09  4.58279831e-01  4.58279831e-01  4.58279831e-01  3.27901709e-09  4.58279831e-01  4.58279831e-01  1.58924118e-07  1.64812860e-07  8.00000000e-01 
 1.79500000e+00  3.30346902e-09  4.58279837e-01  4.58279837e-01  4.58279837e-01  3.30346902e-09  4.58279837e-01  4.58279837e-01  1.58924164e-07  1.64855145e-07  8.00000000e-01 
 1.80000000e+00  3.32862909e-09  4.58279892e-01  4.58279892e-01  4.58279892e-01  3.32862909e-09  4.58279892e-01  4.58279892e-01  1.58924308e-07  1.64889485e-07  8.00000000e-01 
 1.80500000e+00  3.35451053e-09  4.58280027e-01  4.58280027e-01  4.58280027e-01  3.35451053e-09  4.58280027e-01  4.58280027e-01  1.58924553e-07  1.64917182e-07  8.00000000e-01 
 1.81000000e+00  3.38112653e-09  4.58280005e-01  4.58280005e-01  4.58280005e-01  3.38112653e-09  4.58280005e-01  4.58280005e-01  1.58924573e-07  1.64938598e-07  8.00000000e-01 
 1.81500000e+00  3.40849090e-09  4.58280086e-01  4.58280086e-01  4.58280086e-01  3.40849090e-09  4.58280086e-01  4.58280086e-01  1.58924744e-07  1.64955566e-07  8.00000000e-01 
 1.82000000e+00  3.43661738e-09  4.58280129e-01  4.58280129e-01  4.58280129e-01  3.43661738e-09  4.58280129e-01  4.58280129e-01  1.58924835e-07  1.64968796e-07  8.00000000e-01 
 1.82500000e+00  3.46552012e-09  4.58280228e-01  4.58280228e-01  4.58280228e-01  3.46552012e-09  4.58280228e-01  4.58280228e-01  1.58925040e-07  1.64979440e-07  8.00000000e-01 
 1.83000000e+00  3.49521338e-09  4.58280253e-01  4.58280253e-01  4.58280253e-01  3.49521338e-09  4.58280253e-01  4.58280253e-01  1.58925124e-07  1.64987554e-07  8.00000000e-01 
 1.83500000e+00  3.52571168e-09  4.58280321e-01  4.58280321e-01  4.58280321e-01  3.52571168e-09  4.58280321e-01  4.58280321e-01  1.58925287e-07  1.64994205e-07  8.00000000e-01 
 1.84000000e+00  3.55702976e-09  4.58280380e-01  4.58280380e-01  4.58280380e-01  3.55702976e-09  4.58280380e-01  4.58280380e-01  1.58925385e-07  1.64999150e-07  8.00000000e-01 
 1.84500000e+00  3.58918272e-09  4.58280419e-01  4.58280419e-01  4.58280419e-01  3.58918272e-09  4.58280419e-01  4.58280419e-01  1.58925535e-07  1.65003236e-07  8.00000000e-01 
 1.85000000e+00  3.62218571e-09  4.58280537e-01  4.58280537e-01  4.58280537e-01  3.62218571e-09  4.58280537e-01  4.58280537e-01  1.58925734e-07  1.65006725e-07  8.00000000e-01 
