 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.08273213e-09  3.26084348e-09  3.07640953e-09  3.43455450e-09  3.41815789e-09  3.43406659e-09  3.29688764e-09  3.39962520e-09  1.61430746e-07  1.08273213e-09  1.00000000e+00 
 1.79681336e-09  4.59759892e-01  3.07640959e-09  3.43455447e-09  3.41815793e-09  3.43406665e-09  3.29688763e-09  3.39962525e-09  1.61431719e-07  1.79681336e-09  1.00000000e+00 
 3.14753379e-09  3.26084348e-09  4.59759868e-01  3.43455447e-09  3.41815793e-09  3.43406659e-09  3.29688763e-09  3.39962526e-09  1.61431676e-07  3.14753379e-09  1.00000000e+00 
 4.95144548e-09  4.59760604e-01  4.59760604e-01  3.43455456e-09  3.41815797e-09  3.43406667e-09  3.29688775e-09  3.39962531e-09  1.61432683e-07  4.95144548e-09  1.00000000e+00 
 6.63000321e-09  3.26084348e-09  3.07640953e-09  4.59759902e-01  3.41815793e-09  3.43406665e-09  3.29688769e-09  3.39962526e-09  1.61431732e-07  6.63000321e-09  1.00000000e+00 
 8.47848014e-09  4.59760610e-01  3.07640954e-09  4.59760610e-01  3.41815797e-09  3.43406672e-09  3.29688775e-09  3.39962531e-09  1.61432691e-07  8.47848014e-09  1.00000000e+00 
 1.02294777e-08  3.26084358e-09  4.59760589e-01  4.59760589e-01  3.41815797e-09  3.43406666e-09  3.29688769e-09  3.39962531e-09  1.61432670e-07  1.02294777e-08  1.00000000e+00 
 1.20722703e-08  4.59761284e-01  4.59761284e-01  4.59761284e-01  3.41815802e-09  3.43406674e-09  3.29688775e-09  3.39962537e-09  1.61433587e-07  1.20722703e-08  1.00000000e+00 
 1.26347999e-08  3.26084353e-09  3.07640959e-09  3.43455452e-09  4.59759873e-01  3.43406659e-09  3.29688769e-09  3.39962525e-09  1.61431680e-07  1.26347999e-08  1.00000000e+00 
 1.44554448e-08  4.59760571e-01  3.07640954e-09  3.43455456e-09  4.59760571e-01  3.43406672e-09  3.29688774e-09  3.39962531e-09  1.61432631e-07  1.44554448e-08  1.00000000e+00 
 1.62005307e-08  3.26084358e-09  4.59760574e-01  3.43455456e-09  4.59760574e-01  3.43406672e-09  3.29688774e-09  3.39962531e-09  1.61432639e-07  1.62005307e-08  1.00000000e+00 
 1.80407937e-08  4.59761265e-01  4.59761265e-01  3.43455454e-09  4.59761265e-01  3.43406674e-09  3.29688775e-09  3.39962537e-09  1.61433591e-07  1.80407937e-08  1.00000000e+00 
 1.96735570e-08  3.26084358e-09  3.07640954e-09  4.59760584e-01  4.59760584e-01  3.43406672e-09  3.29688774e-09  3.39962531e-09  1.61432649e-07  1.96735570e-08  1.00000000e+00 
 2.14949551e-08  4.59761284e-01  3.07640956e-09  4.59761284e-01  4.59761284e-01  3.43406674e-09  3.29688775e-09  3.39962537e-09  1.61433598e-07  2.14949551e-08  1.00000000e+00 
 2.32343424e-08  3.26084358e-09  4.59761262e-01  4.59761262e-01  4.59761262e-01  3.43406674e-09  3.29688775e-09  3.39962537e-09  1.61433578e-07  2.32343424e-08  1.00000000e+00 
 2.50650984e-08  4.59761989e-01  4.59761989e-01  4.59761989e-01  4.59761989e-01  3.43406681e-09  3.29688780e-09  3.39962549e-09  1.61434551e-07  2.50650984e-08  1.00000000e+00 
 2.71456742e-08  3.26084353e-09  3.07640959e-09  3.43455452e-09  3.41815793e-09  4.59759880e-01  3.29688769e-09  3.39962525e-09  1.61431694e-07  2.71456742e-08  1.00000000e+00 
 2.89370732e-08  4.59760605e-01  3.07640954e-09  3.43455456e-09  3.41815797e-09  4.59760605e-01  3.29688775e-09  3.39962531e-09  1.61432671e-07  2.89370732e-08  1.00000000e+00 
 3.06670245e-08  3.26084358e-09  4.59760583e-01  3.43455456e-09  3.41815797e-09  4.59760583e-01  3.29688774e-09  3.39962531e-09  1.61432648e-07  3.06670245e-08  1.00000000e+00 
