 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.50173273e-10  3.20735704e-09  3.41445547e-09  3.41390725e-09  3.41583938e-09  3.33168150e-09  3.09983060e-09  3.36094425e-09  1.61204190e-07  9.50173273e-10  1.00000000e+00 
 1.63948499e-09  4.58147133e-01  3.41445551e-09  3.41390729e-09  3.41583947e-09  3.33168151e-09  3.09983059e-09  3.36094427e-09  1.61205143e-07  1.63948499e-09  1.00000000e+00 
 2.91518631e-09  3.20735709e-09  4.58147124e-01  3.41390729e-09  3.41583952e-09  3.33168152e-09  3.09983059e-09  3.36094421e-09  1.61205114e-07  2.91518631e-09  1.00000000e+00 
 4.60045868e-09  4.58147832e-01  4.58147831e-01  3.41390732e-09  3.41583955e-09  3.33168154e-09  3.09983069e-09  3.36094429e-09  1.61206068e-07  4.60045868e-09  1.00000000e+00 
 6.59289867e-09  3.20735709e-09  3.41445551e-09  4.58147139e-01  3.41583947e-09  3.33168151e-09  3.09983059e-09  3.36094422e-09  1.61205139e-07  6.59289867e-09  1.00000000e+00 
 8.30191738e-09  4.58147872e-01  3.41445561e-09  4.58147872e-01  3.41583962e-09  3.33168154e-09  3.09983064e-09  3.36094430e-09  1.61206132e-07  8.30191738e-09  1.00000000e+00 
 9.89929561e-09  3.20735708e-09  4.58147841e-01  4.58147841e-01  3.41583961e-09  3.33168154e-09  3.09983064e-09  3.36094430e-09  1.61206081e-07  9.89929561e-09  1.00000000e+00 
 1.16123786e-08  4.58148527e-01  4.58148527e-01  4.58148527e-01  3.41583964e-09  3.33168157e-09  3.09983075e-09  3.36094432e-09  1.61207008e-07  1.16123786e-08  1.00000000e+00 
 1.24119950e-08  3.20735709e-09  3.41445551e-09  3.41390723e-09  4.58147160e-01  3.33168152e-09  3.09983059e-09  3.36094427e-09  1.61205176e-07  1.24119950e-08  1.00000000e+00 
 1.40923149e-08  4.58147867e-01  3.41445561e-09  3.41390732e-09  4.58147866e-01  3.33168154e-09  3.09983064e-09  3.36094430e-09  1.61206124e-07  1.40923149e-08  1.00000000e+00 
 1.56825379e-08  3.20735708e-09  4.58147865e-01  3.41390732e-09  4.58147865e-01  3.33168154e-09  3.09983064e-09  3.36094430e-09  1.61206121e-07  1.56825379e-08  1.00000000e+00 
 1.73942425e-08  4.58148567e-01  4.58148566e-01  3.41390736e-09  4.58148566e-01  3.33168151e-09  3.09983075e-09  3.36094432e-09  1.61207066e-07  1.73942425e-08  1.00000000e+00 
 1.93329370e-08  3.20735708e-09  3.41445561e-09  4.58147872e-01  4.58147872e-01  3.33168154e-09  3.09983064e-09  3.36094430e-09  1.61206134e-07  1.93329370e-08  1.00000000e+00 
 2.10194742e-08  4.58148599e-01  3.41445559e-09  4.58148599e-01  4.58148599e-01  3.33168157e-09  3.09983075e-09  3.36094433e-09  1.61207107e-07  2.10194742e-08  1.00000000e+00 
 2.26089867e-08  3.20735718e-09  4.58148555e-01  4.58148555e-01  4.58148555e-01  3.33168152e-09  3.09983069e-09  3.36094427e-09  1.61207050e-07  2.26089867e-08  1.00000000e+00 
