 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.77458114e-10  3.37770861e-09  3.48832772e-09  3.35399951e-09  3.46456537e-09  3.28808885e-09  3.25995459e-09  3.29824910e-09  1.57067165e-07  9.77458114e-10  1.00000000e+00 
 1.58793512e-09  4.58470666e-01  3.48832785e-09  3.35399953e-09  3.46456543e-09  3.28808898e-09  3.25995463e-09  3.29824912e-09  1.57068171e-07  1.58793512e-09  1.00000000e+00 
 2.95673175e-09  3.37770870e-09  4.58470677e-01  3.35399953e-09  3.46456543e-09  3.28808893e-09  3.25995463e-09  3.29824912e-09  1.57068164e-07  2.95673175e-09  1.00000000e+00 
 4.48183357e-09  4.58471391e-01  4.58471391e-01  3.35399955e-09  3.46456549e-09  3.28808900e-09  3.25995468e-09  3.29824913e-09  1.57069107e-07  4.48183357e-09  1.00000000e+00 
 6.32885389e-09  3.37770870e-09  3.48832780e-09  4.58470648e-01  3.46456543e-09  3.28808893e-09  3.25995463e-09  3.29824912e-09  1.57068148e-07  6.32885389e-09  1.00000000e+00 
 7.87969157e-09  4.58471371e-01  3.48832787e-09  4.58471371e-01  3.46456548e-09  3.28808900e-09  3.25995468e-09  3.29824913e-09  1.57069093e-07  7.87969157e-09  1.00000000e+00 
 9.62592850e-09  3.37770879e-09  4.58471353e-01  4.58471353e-01  3.46456543e-09  3.28808900e-09  3.25995467e-09  3.29824913e-09  1.57069072e-07  9.62592850e-09  1.00000000e+00 
 1.11799210e-08  4.58472103e-01  4.58472103e-01  4.58472103e-01  3.46456555e-09  3.28808914e-09  3.25995473e-09  3.29824915e-09  1.57070067e-07  1.11799210e-08  1.00000000e+00 
 1.24359261e-08  3.37770870e-09  3.48832785e-09  3.35399953e-09  4.58470613e-01  3.28808898e-09  3.25995463e-09  3.29824912e-09  1.57068101e-07  1.24359261e-08  1.00000000e+00 
 1.39573046e-08  4.58471375e-01  3.48832787e-09  3.35399955e-09  4.58471375e-01  3.28808900e-09  3.25995468e-09  3.29824913e-09  1.57069114e-07  1.39573046e-08  1.00000000e+00 
 1.56934519e-08  3.37770879e-09  4.58471349e-01  3.35399955e-09  4.58471349e-01  3.28808900e-09  3.25995467e-09  3.29824913e-09  1.57069070e-07  1.56934519e-08  1.00000000e+00 
 1.72458030e-08  4.58472103e-01  4.58472103e-01  3.35399958e-09  4.58472103e-01  3.28808908e-09  3.25995473e-09  3.29824920e-09  1.57070068e-07  1.72458030e-08  1.00000000e+00 
 1.90470999e-08  3.37770879e-09  3.48832786e-09  4.58471318e-01  4.58471318e-01  3.28808900e-09  3.25995467e-09  3.29824913e-09  1.57069032e-07  1.90470999e-08  1.00000000e+00 
 2.05774739e-08  4.58472087e-01  3.48832795e-09  4.58472087e-01  4.58472087e-01  3.28808908e-09  3.25995473e-09  3.29824920e-09  1.57070059e-07  2.05774739e-08  1.00000000e+00 
 2.23137633e-08  3.37770889e-09  4.58472066e-01  4.58472066e-01  4.58472066e-01  3.28808914e-09  3.25995473e-09  3.29824915e-09  1.57070026e-07  2.23137633e-08  1.00000000e+00 
 2.38606859e-08  4.58472833e-01  4.58472833e-01  4.58472833e-01  4.58472833e-01  3.28808916e-09  3.25995477e-09  3.29824922e-09  1.57071055e-07  2.38606859e-08  1.00000000e+00 
 2.37885232e-08  3.37770870e-09  3.48832780e-09  3.35399958e-09  3.46456543e-09  4.58470648e-01  3.25995463e-09  3.29824917e-09  1.57068136e-07  2.37885232e-08  1.00000000e+00 
 2.52923726e-08  4.58471361e-01  3.48832792e-09  3.35399955e-09  3.46456548e-09  4.58471361e-01  3.25995468e-09  3.29824913e-09  1.57069071e-07  2.52923726e-08  1.00000000e+00 
 2.70179257e-08  3.37770880e-09  4.58471373e-01  3.35399955e-09  3.46456543e-09  4.58471373e-01  3.25995468e-09  3.29824913e-09  1.57069104e-07  2.70179257e-08  1.00000000e+00 
 2.85619350e-08  4.58472124e-01  4.58472124e-01  3.35399958e-09  3.46456549e-09  4.58472124e-01  3.25995473e-09  3.29824921e-09  1.57070109e-07  2.85619350e-08  1.00000000e+00 
 3.03743661e-08  3.37770879e-09  3.48832787e-09  4.58471353e-01  3.46456543e-09  4.58471353e-01  3.25995467e-09  3.29824913e-09  1.57069081e-07  3.03743661e-08  1.00000000e+00 
 3.19105240e-08  4.58472104e-01  3.48832801e-09  4.58472104e-01  3.46456555e-09  4.58472104e-01  3.25995473e-09  3.29824915e-09  1.57070068e-07  3.19105240e-08  1.00000000e+00 
