 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.02370024e-09  3.25190489e-09  3.17073159e-09  3.58598772e-09  3.31245021e-09  3.41730137e-09  3.41755156e-09  3.25791919e-09  1.62020912e-07  1.02370024e-09  1.00000000e+00 
 1.58364344e-09  4.59001605e-01  3.17073161e-09  3.58598774e-09  3.31245024e-09  3.41730139e-09  3.41755159e-09  3.25791924e-09  1.62021883e-07  1.58364344e-09  1.00000000e+00 
 2.91526447e-09  3.25190495e-09  4.59001630e-01  3.58598774e-09  3.31245024e-09  3.41730139e-09  3.41755159e-09  3.25791924e-09  1.62021915e-07  2.91526447e-09  1.00000000e+00 
 4.45358239e-09  4.59002329e-01  4.59002330e-01  3.58598776e-09  3.31245026e-09  3.41730152e-09  3.41755162e-09  3.25791929e-09  1.62022866e-07  4.45358239e-09  1.00000000e+00 
 5.76356740e-09  3.25190501e-09  3.17073162e-09  4.59001621e-01  3.31245018e-09  3.41730139e-09  3.41755159e-09  3.25791924e-09  1.62021909e-07  5.76356740e-09  1.00000000e+00 
 7.36002193e-09  4.59002300e-01  3.17073164e-09  4.59002300e-01  3.31245026e-09  3.41730146e-09  3.41755161e-09  3.25791928e-09  1.62022806e-07  7.36002193e-09  1.00000000e+00 
 9.20859833e-09  3.25190500e-09  4.59002309e-01  4.59002309e-01  3.31245026e-09  3.41730146e-09  3.41755161e-09  3.25791929e-09  1.62022837e-07  9.20859833e-09  1.00000000e+00 
 1.08032197e-08  4.59003021e-01  4.59003021e-01  4.59003021e-01  3.31245029e-09  3.41730159e-09  3.41755165e-09  3.25791933e-09  1.62023794e-07  1.08032197e-08  1.00000000e+00 
 1.21650103e-08  3.25190501e-09  3.17073162e-09  3.58598774e-09  4.59001617e-01  3.41730139e-09  3.41755159e-09  3.25791924e-09  1.62021884e-07  1.21650103e-08  1.00000000e+00 
 1.37293696e-08  4.59002311e-01  3.17073164e-09  3.58598776e-09  4.59002311e-01  3.41730146e-09  3.41755162e-09  3.25791929e-09  1.62022839e-07  1.37293696e-08  1.00000000e+00 
