 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.64440972e-10  3.34411960e-09  3.17022337e-09  3.34038703e-09  3.42272307e-09  3.41510586e-09  3.27437325e-09  3.52815913e-09  1.55357686e-07  9.64440972e-10  1.00000000e+00 
 1.59027991e-09  4.56350615e-01  3.17022340e-09  3.34038708e-09  3.42272312e-09  3.41510594e-09  3.27437335e-09  3.52815925e-09  1.55358672e-07  1.59027991e-09  1.00000000e+00 
 2.74481238e-09  3.34411962e-09  4.56350648e-01  3.34038708e-09  3.42272307e-09  3.41510595e-09  3.27437334e-09  3.52815920e-09  1.55358704e-07  2.74481238e-09  1.00000000e+00 
 4.35504433e-09  4.56351373e-01  4.56351373e-01  3.34038712e-09  3.42272317e-09  3.41510608e-09  3.27437338e-09  3.52815926e-09  1.55359669e-07  4.35504433e-09  1.00000000e+00 
 5.64287461e-09  3.34411962e-09  3.17022340e-09  4.56350628e-01  3.42272307e-09  3.41510594e-09  3.27437334e-09  3.52815920e-09  1.55358681e-07  5.64287461e-09  1.00000000e+00 
 7.30465644e-09  4.56351362e-01  3.17022343e-09  4.56351362e-01  3.42272317e-09  3.41510613e-09  3.27437338e-09  3.52815926e-09  1.55359657e-07  7.30465644e-09  1.00000000e+00 
 8.84114826e-09  3.34411962e-09  4.56351389e-01  4.56351389e-01  3.42272317e-09  3.41510614e-09  3.27437338e-09  3.52815927e-09  1.55359688e-07  8.84114826e-09  1.00000000e+00 
 1.04994911e-08  4.56352143e-01  4.56352143e-01  4.56352143e-01  3.42272317e-09  3.41510629e-09  3.27437342e-09  3.52815934e-09  1.55360700e-07  1.04994911e-08  1.00000000e+00 
 1.14826548e-08  3.34411961e-09  3.17022340e-09  3.34038708e-09  4.56350655e-01  3.41510600e-09  3.27437334e-09  3.52815920e-09  1.55358726e-07  1.14826548e-08  1.00000000e+00 
 1.31175852e-08  4.56351379e-01  3.17022343e-09  3.34038712e-09  4.56351379e-01  3.41510614e-09  3.27437338e-09  3.52815927e-09  1.55359687e-07  1.31175852e-08  1.00000000e+00 
 1.46477817e-08  3.34411963e-09  4.56351418e-01  3.34038712e-09  4.56351418e-01  3.41510614e-09  3.27437338e-09  3.52815927e-09  1.55359753e-07  1.46477817e-08  1.00000000e+00 
