 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.10964749e-09  3.30945584e-09  3.46019359e-09  3.55659272e-09  3.15517877e-09  3.33378869e-09  3.48627317e-09  3.19861041e-09  1.60111306e-07  1.10964749e-09  1.00000000e+00 
 1.70553704e-09  4.58354105e-01  3.46019363e-09  3.55659276e-09  3.15517887e-09  3.33378878e-09  3.48627322e-09  3.19861043e-09  1.60112334e-07  1.70553704e-09  1.00000000e+00 
 2.85493940e-09  3.30945594e-09  4.58354084e-01  3.55659276e-09  3.15517881e-09  3.33378872e-09  3.48627322e-09  3.19861043e-09  1.60112310e-07  2.85493940e-09  1.00000000e+00 
 4.40243753e-09  4.58354833e-01  4.58354833e-01  3.55659280e-09  3.15517886e-09  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113321e-07  4.40243753e-09  1.00000000e+00 
 5.69096414e-09  3.30945594e-09  3.46019363e-09  4.58354090e-01  3.15517887e-09  3.33378872e-09  3.48627322e-09  3.19861043e-09  1.60112325e-07  5.69096414e-09  1.00000000e+00 
 7.32780592e-09  4.58354844e-01  3.46019367e-09  4.58354844e-01  3.15517886e-09  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113333e-07  7.32780592e-09  1.00000000e+00 
 8.96963570e-09  3.30945604e-09  4.58354823e-01  4.58354823e-01  3.15517886e-09  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113293e-07  8.96963570e-09  1.00000000e+00 
 1.06106555e-08  4.58355597e-01  4.58355597e-01  4.58355597e-01  3.15517898e-09  3.33378881e-09  3.48627334e-09  3.19861048e-09  1.60114337e-07  1.06106555e-08  1.00000000e+00 
 1.19695329e-08  3.30945594e-09  3.46019363e-09  3.55659276e-09  4.58354093e-01  3.33378872e-09  3.48627322e-09  3.19861043e-09  1.60112319e-07  1.19695329e-08  1.00000000e+00 
 1.35869982e-08  4.58354830e-01  3.46019366e-09  3.55659280e-09  4.58354830e-01  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113301e-07  1.35869982e-08  1.00000000e+00 
 1.52248703e-08  3.30945604e-09  4.58354822e-01  3.55659280e-09  4.58354822e-01  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113299e-07  1.52248703e-08  1.00000000e+00 
 1.68648455e-08  4.58355559e-01  4.58355559e-01  3.55659284e-09  4.58355559e-01  3.33378881e-09  3.48627334e-09  3.19861048e-09  1.60114276e-07  1.68648455e-08  1.00000000e+00 
 1.81310185e-08  3.30945604e-09  3.46019366e-09  4.58354813e-01  4.58354813e-01  3.33378876e-09  3.48627328e-09  3.19861045e-09  1.60113285e-07  1.81310185e-08  1.00000000e+00 
 1.97510559e-08  4.58355548e-01  3.46019371e-09  4.58355548e-01  4.58355548e-01  3.33378881e-09  3.48627328e-09  3.19861048e-09  1.60114265e-07  1.97510559e-08  1.00000000e+00 
 2.13869455e-08  3.30945615e-09  4.58355554e-01  4.58355554e-01  4.58355554e-01  3.33378881e-09  3.48627328e-09  3.19861048e-09  1.60114282e-07  2.13869455e-08  1.00000000e+00 
 2.30194672e-08  4.58356310e-01  4.58356310e-01  4.58356310e-01  4.58356310e-01  3.33378883e-09  3.48627339e-09  3.19861049e-09  1.60115300e-07  2.30194672e-08  1.00000000e+00 
 2.28767902e-08  3.30945594e-09  3.46019369e-09  3.55659270e-09  3.15517881e-09  4.58354108e-01  3.48627322e-09  3.19861043e-09  1.60112340e-07  2.28767902e-08  1.00000000e+00 
 2.44724276e-08  4.58354831e-01  3.46019366e-09  3.55659280e-09  3.15517886e-09  4.58354831e-01  3.48627328e-09  3.19861045e-09  1.60113310e-07  2.44724276e-08  1.00000000e+00 
 2.60998405e-08  3.30945604e-09  4.58354827e-01  3.55659280e-09  3.15517886e-09  4.58354827e-01  3.48627328e-09  3.19861045e-09  1.60113306e-07  2.60998405e-08  1.00000000e+00 
 2.77327601e-08  4.58355587e-01  4.58355587e-01  3.55659284e-09  3.15517892e-09  4.58355587e-01  3.48627329e-09  3.19861048e-09  1.60114322e-07  2.77327601e-08  1.00000000e+00 
 2.90070403e-08  3.30945604e-09  3.46019366e-09  4.58354823e-01  3.15517886e-09  4.58354822e-01  3.48627328e-09  3.19861045e-09  1.60113298e-07  2.90070403e-08  1.00000000e+00 
 3.06345740e-08  4.58355581e-01  3.46019377e-09  4.58355581e-01  3.15517892e-09  4.58355581e-01  3.48627329e-09  3.19861048e-09  1.60114328e-07  3.06345740e-08  1.00000000e+00 
 3.22697886e-08  3.30945614e-09  4.58355548e-01  4.58355549e-01  3.15517897e-09  4.58355548e-01  3.48627333e-09  3.19861047e-09  1.60114279e-07  3.22697886e-08  1.00000000e+00 
 3.38977486e-08  4.58356296e-01  4.58356296e-01  4.58356296e-01  3.15517897e-09  4.58356296e-01  3.48627340e-09  3.19861050e-09  1.60115273e-07  3.38977486e-08  1.00000000e+00 
 3.52110519e-08  3.30945604e-09  3.46019366e-09  3.55659280e-09  4.58354827e-01  4.58354827e-01  3.48627328e-09  3.19861045e-09  1.60113302e-07  3.52110519e-08  1.00000000e+00 
 3.68178377e-08  4.58355542e-01  3.46019376e-09  3.55659284e-09  4.58355542e-01  4.58355542e-01  3.48627328e-09  3.19861048e-09  1.60114265e-07  3.68178377e-08  1.00000000e+00 
 3.84451369e-08  3.30945615e-09  4.58355568e-01  3.55659279e-09  4.58355568e-01  4.58355568e-01  3.48627328e-09  3.19861053e-09  1.60114304e-07  3.84451369e-08  1.00000000e+00 
 4.00835702e-08  4.58356269e-01  4.58356269e-01  3.55659282e-09  4.58356269e-01  4.58356269e-01  3.48627338e-09  3.19861049e-09  1.60115244e-07  4.00835702e-08  1.00000000e+00 
 4.13504182e-08  3.30945615e-09  3.46019371e-09  4.58355562e-01  4.58355562e-01  4.58355562e-01  3.48627334e-09  3.19861048e-09  1.60114286e-07  4.13504182e-08  1.00000000e+00 
 4.29720259e-08  4.58356281e-01  3.46019374e-09  4.58356281e-01  4.58356281e-01  4.58356281e-01  3.48627334e-09  3.19861050e-09  1.60115269e-07  4.29720259e-08  1.00000000e+00 
 4.46028494e-08  3.30945624e-09  4.58356271e-01  4.58356271e-01  4.58356271e-01  4.58356271e-01  3.48627338e-09  3.19861049e-09  1.60115254e-07  4.46028494e-08  1.00000000e+00 
 4.62315342e-08  4.58357028e-01  4.58357028e-01  4.58357028e-01  4.58357028e-01  4.58357028e-01  3.48627341e-09  3.19861048e-09  1.60116274e-07  4.62315342e-08  1.00000000e+00 
 4.95971051e-08  3.30945594e-09  3.46019363e-09  3.55659276e-09  3.15517881e-09  3.33378872e-09  4.58354105e-01  3.19861043e-09  1.60112337e-07  4.95971051e-08  1.00000000e+00 
 5.11539469e-08  4.58354837e-01  3.46019372e-09  3.55659280e-09  3.15517886e-09  3.33378876e-09  4.58354837e-01  3.19861051e-09  1.60113318e-07  5.11539469e-08  1.00000000e+00 
 5.27558086e-08  3.30945604e-09  4.58354831e-01  3.55659280e-09  3.15517886e-09  3.33378876e-09  4.58354831e-01  3.19861051e-09  1.60113316e-07  5.27558086e-08  1.00000000e+00 
 5.43683782e-08  4.58355585e-01  4.58355585e-01  3.55659279e-09  3.15517892e-09  3.33378881e-09  4.58355585e-01  3.19861048e-09  1.60114320e-07  5.43683782e-08  1.00000000e+00 
 5.56297977e-08  3.30945604e-09  3.46019366e-09  4.58354814e-01  3.15517886e-09  3.33378882e-09  4.58354814e-01  3.19861045e-09  1.60113285e-07  5.56297977e-08  1.00000000e+00 
 5.72404488e-08  4.58355556e-01  3.46019376e-09  4.58355556e-01  3.15517891e-09  3.33378879e-09  4.58355556e-01  3.19861047e-09  1.60114280e-07  5.72404488e-08  1.00000000e+00 
