 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.55875115e-07  3.29196577e-09  3.48499837e-09  3.31217462e-09  3.30151592e-09  3.22681397e-09  3.33950502e-09  3.35795035e-09  1.55875115e-07  4.21132995e-09  1.00000000e+00 
 1.55876124e-07  4.56951115e-01  3.48499837e-09  3.31217459e-09  3.30151596e-09  3.22681404e-09  3.33950503e-09  3.35795039e-09  1.55876124e-07  6.99782277e-09  1.00000000e+00 
 1.55876124e-07  3.29196580e-09  4.56951118e-01  3.31217463e-09  3.30151600e-09  3.22681408e-09  3.33950507e-09  3.35795037e-09  1.55876124e-07  1.22844597e-08  1.00000000e+00 
 1.55877124e-07  4.56951861e-01  4.56951861e-01  3.31217464e-09  3.30151607e-09  3.22681407e-09  3.33950506e-09  3.35795039e-09  1.55877124e-07  1.92946743e-08  1.00000000e+00 
 1.55876138e-07  3.29196580e-09  3.48499841e-09  4.56951124e-01  3.30151600e-09  3.22681403e-09  3.33950501e-09  3.35795032e-09  1.55876138e-07  2.58249884e-08  1.00000000e+00 
 1.55877135e-07  4.56951874e-01  3.48499845e-09  4.56951875e-01  3.30151606e-09  3.22681406e-09  3.33950505e-09  3.35795038e-09  1.55877135e-07  3.30110197e-08  1.00000000e+00 
 1.55877152e-07  3.29196587e-09  4.56951877e-01  4.56951877e-01  3.30151607e-09  3.22681407e-09  3.33950506e-09  3.35795033e-09  1.55877152e-07  3.98650570e-08  1.00000000e+00 
 1.55878073e-07  4.56952582e-01  4.56952582e-01  4.56952582e-01  3.30151614e-09  3.22681417e-09  3.33950511e-09  3.35795040e-09  1.55878073e-07  4.70513726e-08  1.00000000e+00 
 1.55876086e-07  3.29196579e-09  3.48499840e-09  3.31217463e-09  4.56951098e-01  3.22681407e-09  3.33950506e-09  3.35795036e-09  1.55876086e-07  5.14853866e-08  1.00000000e+00 
 1.55877156e-07  4.56951881e-01  3.48499845e-09  3.31217464e-09  4.56951881e-01  3.22681412e-09  3.33950506e-09  3.35795038e-09  1.55877156e-07  5.85337716e-08  1.00000000e+00 
