 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.44609724e-10  3.45941344e-09  3.38825010e-09  3.17888220e-09  3.39400006e-09  3.42676179e-09  3.08247012e-09  3.26494007e-09  1.57133136e-07  9.44609724e-10  1.00000000e+00 
 1.54548019e-09  4.57190421e-01  3.38825019e-09  3.17888222e-09  3.39400004e-09  3.42676185e-09  3.08247016e-09  3.26494016e-09  1.57134148e-07  1.54548019e-09  1.00000000e+00 
 2.84051538e-09  3.45941347e-09  4.57190421e-01  3.17888222e-09  3.39400004e-09  3.42676185e-09  3.08247016e-09  3.26494016e-09  1.57134145e-07  2.84051538e-09  1.00000000e+00 
 4.45090365e-09  4.57191181e-01  4.57191181e-01  3.17888223e-09  3.39400008e-09  3.42676191e-09  3.08247014e-09  3.26494013e-09  1.57135166e-07  4.45090365e-09  1.00000000e+00 
 5.81591308e-09  3.45941352e-09  3.38825018e-09  4.57190362e-01  3.39400004e-09  3.42676185e-09  3.08247010e-09  3.26494016e-09  1.57134072e-07  5.81591308e-09  1.00000000e+00 
 7.46808837e-09  4.57191144e-01  3.38825026e-09  4.57191144e-01  3.39400008e-09  3.42676191e-09  3.08247020e-09  3.26494018e-09  1.57135121e-07  7.46808837e-09  1.00000000e+00 
 9.18390697e-09  3.45941356e-09  4.57191153e-01  4.57191153e-01  3.39400008e-09  3.42676191e-09  3.08247020e-09  3.26494018e-09  1.57135139e-07  9.18390697e-09  1.00000000e+00 
 1.08315135e-08  4.57191879e-01  4.57191879e-01  4.57191879e-01  3.39400012e-09  3.42676198e-09  3.08247019e-09  3.26494016e-09  1.57136108e-07  1.08315135e-08  1.00000000e+00 
 1.16156116e-08  3.45941353e-09  3.38825018e-09  3.17888222e-09  4.57190407e-01  3.42676185e-09  3.08247010e-09  3.26494016e-09  1.57134124e-07  1.16156116e-08  1.00000000e+00 
 1.32366367e-08  4.57191170e-01  3.38825027e-09  3.17888223e-09  4.57191170e-01  3.42676192e-09  3.08247020e-09  3.26494018e-09  1.57135166e-07  1.32366367e-08  1.00000000e+00 
 1.49456127e-08  3.45941356e-09  4.57191164e-01  3.17888223e-09  4.57191164e-01  3.42676192e-09  3.08247020e-09  3.26494018e-09  1.57135149e-07  1.49456127e-08  1.00000000e+00 
 1.65880252e-08  4.57191915e-01  4.57191915e-01  3.17888219e-09  4.57191915e-01  3.42676198e-09  3.08247025e-09  3.26494016e-09  1.57136148e-07  1.65880252e-08  1.00000000e+00 
 1.79123418e-08  3.45941356e-09  3.38825026e-09  4.57191133e-01  4.57191133e-01  3.42676191e-09  3.08247020e-09  3.26494018e-09  1.57135108e-07  1.79123418e-08  1.00000000e+00 
 1.95397760e-08  4.57191878e-01  3.38825035e-09  4.57191878e-01  4.57191878e-01  3.42676198e-09  3.08247019e-09  3.26494016e-09  1.57136117e-07  1.95397760e-08  1.00000000e+00 
 2.12448086e-08  3.45941364e-09  4.57191867e-01  4.57191867e-01  4.57191867e-01  3.42676197e-09  3.08247019e-09  3.26494016e-09  1.57136094e-07  2.12448086e-08  1.00000000e+00 
 2.28811743e-08  4.57192627e-01  4.57192627e-01  4.57192627e-01  4.57192627e-01  3.42676204e-09  3.08247023e-09  3.26494018e-09  1.57137115e-07  2.28811743e-08  1.00000000e+00 
 2.42018672e-08  3.45941352e-09  3.38825017e-09  3.17888216e-09  3.39400009e-09  4.57190332e-01  3.08247010e-09  3.26494015e-09  1.57134049e-07  2.42018672e-08  1.00000000e+00 
 2.57885162e-08  4.57191116e-01  3.38825026e-09  3.17888223e-09  3.39400007e-09  4.57191116e-01  3.08247020e-09  3.26494018e-09  1.57135089e-07  2.57885162e-08  1.00000000e+00 
 2.74754228e-08  3.45941355e-09  4.57191112e-01  3.17888223e-09  3.39400007e-09  4.57191112e-01  3.08247020e-09  3.26494018e-09  1.57135085e-07  2.74754228e-08  1.00000000e+00 
 2.91047897e-08  4.57191832e-01  4.57191832e-01  3.17888219e-09  3.39400012e-09  4.57191832e-01  3.08247019e-09  3.26494016e-09  1.57136050e-07  2.91047897e-08  1.00000000e+00 
 3.04338954e-08  3.45941355e-09  3.38825025e-09  4.57191048e-01  3.39400007e-09  4.57191048e-01  3.08247019e-09  3.26494018e-09  1.57134996e-07  3.04338954e-08  1.00000000e+00 
 3.20628715e-08  4.57191804e-01  3.38825034e-09  4.57191804e-01  3.39400011e-09  4.57191804e-01  3.08247018e-09  3.26494015e-09  1.57135986e-07  3.20628715e-08  1.00000000e+00 
 3.37623618e-08  3.45941370e-09  4.57191798e-01  4.57191798e-01  3.39400011e-09  4.57191798e-01  3.08247018e-09  3.26494015e-09  1.57136003e-07  3.37623618e-08  1.00000000e+00 
 3.53907765e-08  4.57192570e-01  4.57192570e-01  4.57192570e-01  3.39400015e-09  4.57192570e-01  3.08247028e-09  3.26494024e-09  1.57137040e-07  3.53907765e-08  1.00000000e+00 
