 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.04733999e-09  3.38535934e-09  3.31417162e-09  3.47254747e-09  3.36474285e-09  3.30253000e-09  3.12629367e-09  3.22880188e-09  1.60089967e-07  1.04733999e-09  1.00000000e+00 
 1.82483006e-09  4.58429622e-01  3.31417163e-09  3.47254744e-09  3.36474294e-09  3.30253007e-09  3.12629370e-09  3.22880183e-09  1.60090910e-07  1.82483006e-09  1.00000000e+00 
 2.97929148e-09  3.38535938e-09  4.58429614e-01  3.47254744e-09  3.36474294e-09  3.30253007e-09  3.12629370e-09  3.22880189e-09  1.60090887e-07  2.97929148e-09  1.00000000e+00 
 4.71539607e-09  4.58430321e-01  4.58430320e-01  3.47254752e-09  3.36474308e-09  3.30253020e-09  3.12629375e-09  3.22880185e-09  1.60091850e-07  4.71539607e-09  1.00000000e+00 
 6.59655086e-09  3.38535938e-09  3.31417163e-09  4.58429599e-01  3.36474294e-09  3.30253007e-09  3.12629371e-09  3.22880189e-09  1.60090880e-07  6.59655086e-09  1.00000000e+00 
 8.36568859e-09  4.58430330e-01  3.31417176e-09  4.58430330e-01  3.36474309e-09  3.30253020e-09  3.12629375e-09  3.22880185e-09  1.60091846e-07  8.36568859e-09  1.00000000e+00 
 9.78446479e-09  3.38535942e-09  4.58430328e-01  4.58430328e-01  3.36474309e-09  3.30253020e-09  3.12629375e-09  3.22880185e-09  1.60091852e-07  9.78446479e-09  1.00000000e+00 
 1.15566721e-08  4.58431031e-01  4.58431031e-01  4.58431031e-01  3.36474318e-09  3.30253027e-09  3.12629374e-09  3.22880187e-09  1.60092817e-07  1.15566721e-08  1.00000000e+00 
 1.30221878e-08  3.38535938e-09  3.31417169e-09  3.47254750e-09  4.58429648e-01  3.30253013e-09  3.12629371e-09  3.22880184e-09  1.60090920e-07  1.30221878e-08  1.00000000e+00 
 1.47622004e-08  4.58430363e-01  3.31417176e-09  3.47254746e-09  4.58430363e-01  3.30253014e-09  3.12629375e-09  3.22880191e-09  1.60091906e-07  1.47622004e-08  1.00000000e+00 
 1.61761875e-08  3.38535943e-09  4.58430376e-01  3.47254746e-09  4.58430376e-01  3.30253014e-09  3.12629375e-09  3.22880191e-09  1.60091911e-07  1.61761875e-08  1.00000000e+00 
 1.79477340e-08  4.58431074e-01  4.58431074e-01  3.47254749e-09  4.58431074e-01  3.30253022e-09  3.12629380e-09  3.22880193e-09  1.60092862e-07  1.79477340e-08  1.00000000e+00 
 1.97815027e-08  3.38535942e-09  3.31417170e-09  4.58430342e-01  4.58430342e-01  3.30253014e-09  3.12629375e-09  3.22880185e-09  1.60091873e-07  1.97815027e-08  1.00000000e+00 
 2.15300560e-08  4.58431066e-01  3.31417178e-09  4.58431066e-01  4.58431066e-01  3.30253028e-09  3.12629380e-09  3.22880193e-09  1.60092869e-07  2.15300560e-08  1.00000000e+00 
 2.29433397e-08  3.38535947e-09  4.58431040e-01  4.58431040e-01  4.58431040e-01  3.30253027e-09  3.12629380e-09  3.22880187e-09  1.60092830e-07  2.29433397e-08  1.00000000e+00 
 2.47092800e-08  4.58431772e-01  4.58431771e-01  4.58431771e-01  4.58431771e-01  3.30253034e-09  3.12629384e-09  3.22880188e-09  1.60093801e-07  2.47092800e-08  1.00000000e+00 
 2.60571014e-08  3.38535938e-09  3.31417169e-09  3.47254749e-09  3.36474294e-09  4.58429609e-01  3.12629370e-09  3.22880183e-09  1.60090884e-07  2.60571014e-08  1.00000000e+00 
 2.77663474e-08  4.58430348e-01  3.31417176e-09  3.47254746e-09  3.36474309e-09  4.58430348e-01  3.12629375e-09  3.22880191e-09  1.60091887e-07  2.77663474e-08  1.00000000e+00 
 2.91638784e-08  3.38535943e-09  4.58430347e-01  3.47254746e-09  3.36474309e-09  4.58430347e-01  3.12629375e-09  3.22880191e-09  1.60091879e-07  2.91638784e-08  1.00000000e+00 
 3.09199280e-08  4.58431059e-01  4.58431059e-01  3.47254754e-09  3.36474319e-09  4.58431059e-01  3.12629380e-09  3.22880193e-09  1.60092866e-07  3.09199280e-08  1.00000000e+00 
 3.27619745e-08  3.38535942e-09  3.31417176e-09  4.58430326e-01  3.36474308e-09  4.58430326e-01  3.12629375e-09  3.22880191e-09  1.60091863e-07  3.27619745e-08  1.00000000e+00 
 3.45133415e-08  4.58431022e-01  3.31417178e-09  4.58431022e-01  3.36474318e-09  4.58431022e-01  3.12629380e-09  3.22880193e-09  1.60092805e-07  3.45133415e-08  1.00000000e+00 
 3.59228949e-08  3.38535947e-09  4.58431039e-01  4.58431039e-01  3.36474313e-09  4.58431039e-01  3.12629380e-09  3.22880193e-09  1.60092827e-07  3.59228949e-08  1.00000000e+00 
 3.76788449e-08  4.58431751e-01  4.58431751e-01  4.58431751e-01  3.36474322e-09  4.58431751e-01  3.12629384e-09  3.22880188e-09  1.60093776e-07  3.76788449e-08  1.00000000e+00 
 3.90837229e-08  3.38535943e-09  3.31417176e-09  3.47254746e-09  4.58430349e-01  4.58430349e-01  3.12629375e-09  3.22880191e-09  1.60091889e-07  3.90837229e-08  1.00000000e+00 
 4.08072438e-08  4.58431075e-01  3.31417178e-09  3.47254749e-09  4.58431075e-01  4.58431075e-01  3.12629374e-09  3.22880193e-09  1.60092883e-07  4.08072438e-08  1.00000000e+00 
 4.22061817e-08  3.38535947e-09  4.58431090e-01  3.47254754e-09  4.58431090e-01  4.58431090e-01  3.12629380e-09  3.22880187e-09  1.60092873e-07  4.22061817e-08  1.00000000e+00 
 4.39711201e-08  4.58431789e-01  4.58431789e-01  3.47254757e-09  4.58431789e-01  4.58431789e-01  3.12629384e-09  3.22880194e-09  1.60093828e-07  4.39711201e-08  1.00000000e+00 
 4.58021603e-08  3.38535947e-09  3.31417178e-09  4.58431062e-01  4.58431062e-01  4.58431062e-01  3.12629380e-09  3.22880188e-09  1.60092863e-07  4.58021603e-08  1.00000000e+00 
 4.75458890e-08  4.58431782e-01  3.31417191e-09  4.58431782e-01  4.58431782e-01  4.58431782e-01  3.12629384e-09  3.22880194e-09  1.60093823e-07  4.75458890e-08  1.00000000e+00 
 4.89503833e-08  3.38535950e-09  4.58431764e-01  4.58431764e-01  4.58431764e-01  4.58431764e-01  3.12629384e-09  3.22880188e-09  1.60093791e-07  4.89503833e-08  1.00000000e+00 
 5.07085218e-08  4.58432502e-01  4.58432501e-01  4.58432501e-01  4.58432501e-01  4.58432501e-01  3.12629389e-09  3.22880190e-09  1.60094781e-07  5.07085218e-08  1.00000000e+00 
 5.10290334e-08  3.38535938e-09  3.31417169e-09  3.47254749e-09  3.36474294e-09  3.30253007e-09  4.58429607e-01  3.22880183e-09  1.60090873e-07  5.10290334e-08  1.00000000e+00 
 5.27125721e-08  4.58430317e-01  3.31417176e-09  3.47254752e-09  3.36474308e-09  3.30253014e-09  4.58430317e-01  3.22880191e-09  1.60091845e-07  5.27125721e-08  1.00000000e+00 
 5.40979670e-08  3.38535937e-09  4.58430338e-01  3.47254752e-09  3.36474309e-09  3.30253014e-09  4.58430339e-01  3.22880191e-09  1.60091866e-07  5.40979670e-08  1.00000000e+00 
 5.58422073e-08  4.58431047e-01  4.58431046e-01  3.47254754e-09  3.36474313e-09  3.30253027e-09  4.58431047e-01  3.22880193e-09  1.60092836e-07  5.58422073e-08  1.00000000e+00 
 5.76714356e-08  3.38535942e-09  3.31417176e-09  4.58430326e-01  3.36474308e-09  3.30253020e-09  4.58430326e-01  3.22880185e-09  1.60091845e-07  5.76714356e-08  1.00000000e+00 
 5.94096647e-08  4.58431041e-01  3.31417178e-09  4.58431041e-01  3.36474319e-09  3.30253022e-09  4.58431041e-01  3.22880193e-09  1.60092828e-07  5.94096647e-08  1.00000000e+00 
 6.08135267e-08  3.38535947e-09  4.58431046e-01  4.58431046e-01  3.36474313e-09  3.30253021e-09  4.58431046e-01  3.22880193e-09  1.60092826e-07  6.08135267e-08  1.00000000e+00 
 6.25708694e-08  4.58431750e-01  4.58431750e-01  4.58431750e-01  3.36474322e-09  3.30253034e-09  4.58431750e-01  3.22880194e-09  1.60093768e-07  6.25708694e-08  1.00000000e+00 
 6.39910596e-08  3.38535943e-09  3.31417176e-09  3.47254746e-09  4.58430348e-01  3.30253020e-09  4.58430348e-01  3.22880185e-09  1.60091876e-07  6.39910596e-08  1.00000000e+00 
 6.57219204e-08  4.58431069e-01  3.31417184e-09  3.47254749e-09  4.58431069e-01  3.30253027e-09  4.58431069e-01  3.22880188e-09  1.60092871e-07  6.57219204e-08  1.00000000e+00 
 6.71248230e-08  3.38535947e-09  4.58431072e-01  3.47254749e-09  4.58431072e-01  3.30253021e-09  4.58431072e-01  3.22880188e-09  1.60092873e-07  6.71248230e-08  1.00000000e+00 
 6.88905288e-08  4.58431797e-01  4.58431797e-01  3.47254757e-09  4.58431797e-01  3.30253034e-09  4.58431797e-01  3.22880188e-09  1.60093852e-07  6.88905288e-08  1.00000000e+00 
 7.07166947e-08  3.38535947e-09  3.31417184e-09  4.58431046e-01  4.58431046e-01  3.30253022e-09  4.58431046e-01  3.22880193e-09  1.60092837e-07  7.07166947e-08  1.00000000e+00 
 7.24528419e-08  4.58431794e-01  3.31417191e-09  4.58431794e-01  4.58431794e-01  3.30253033e-09  4.58431794e-01  3.22880188e-09  1.60093837e-07  7.24528419e-08  1.00000000e+00 
 7.38532577e-08  3.38535951e-09  4.58431782e-01  4.58431782e-01  4.58431782e-01  3.30253034e-09  4.58431782e-01  3.22880194e-09  1.60093813e-07  7.38532577e-08  1.00000000e+00 
 7.56052287e-08  4.58432465e-01  4.58432465e-01  4.58432465e-01  4.58432465e-01  3.30253035e-09  4.58432465e-01  3.22880190e-09  1.60094741e-07  7.56052287e-08  1.00000000e+00 
 7.68440316e-08  3.38535942e-09  3.31417176e-09  3.47254746e-09  3.36474308e-09  4.58430324e-01  4.58430324e-01  3.22880185e-09  1.60091849e-07  7.68440316e-08  1.00000000e+00 
 7.85328780e-08  4.58431083e-01  3.31417184e-09  3.47254754e-09  3.36474319e-09  4.58431083e-01  4.58431083e-01  3.22880193e-09  1.60092882e-07  7.85328780e-08  1.00000000e+00 
 7.99192534e-08  3.38535947e-09  4.58431042e-01  3.47254749e-09  3.36474319e-09  4.58431042e-01  4.58431042e-01  3.22880193e-09  1.60092822e-07  7.99192534e-08  1.00000000e+00 
 8.16614047e-08  4.58431755e-01  4.58431755e-01  3.47254756e-09  3.36474322e-09  4.58431755e-01  4.58431755e-01  3.22880188e-09  1.60093781e-07  8.16614047e-08  1.00000000e+00 
 8.34801810e-08  3.38535947e-09  3.31417178e-09  4.58431030e-01  3.36474313e-09  4.58431030e-01  4.58431030e-01  3.22880193e-09  1.60092818e-07  8.34801810e-08  1.00000000e+00 
 8.52222684e-08  4.58431755e-01  3.31417185e-09  4.58431755e-01  3.36474322e-09  4.58431755e-01  4.58431755e-01  3.22880188e-09  1.60093787e-07  8.52222684e-08  1.00000000e+00 
 8.66285319e-08  3.38535950e-09  4.58431730e-01  4.58431730e-01  3.36474321e-09  4.58431730e-01  4.58431730e-01  3.22880188e-09  1.60093742e-07  8.66285319e-08  1.00000000e+00 
 8.83846312e-08  4.58432468e-01  4.58432468e-01  4.58432468e-01  3.36474337e-09  4.58432468e-01  4.58432468e-01  3.22880190e-09  1.60094754e-07  8.83846312e-08  1.00000000e+00 
 8.97845212e-08  3.38535947e-09  3.31417184e-09  3.47254748e-09  4.58431079e-01  4.58431079e-01  4.58431079e-01  3.22880186e-09  1.60092882e-07  8.97845212e-08  1.00000000e+00 
 9.15051288e-08  4.58431791e-01  3.31417186e-09  3.47254751e-09  4.58431791e-01  4.58431791e-01  4.58431791e-01  3.22880194e-09  1.60093819e-07  9.15051288e-08  1.00000000e+00 
 9.28980626e-08  3.38535951e-09  4.58431787e-01  3.47254757e-09  4.58431787e-01  4.58431787e-01  4.58431787e-01  3.22880188e-09  1.60093827e-07  9.28980626e-08  1.00000000e+00 
 9.46518668e-08  4.58432493e-01  4.58432493e-01  3.47254753e-09  4.58432493e-01  4.58432493e-01  4.58432493e-01  3.22880190e-09  1.60094785e-07  9.46518668e-08  1.00000000e+00 
 9.64684546e-08  3.38535951e-09  3.31417186e-09  4.58431767e-01  4.58431767e-01  4.58431767e-01  4.58431767e-01  3.22880194e-09  1.60093793e-07  9.64684546e-08  1.00000000e+00 
 9.82019657e-08  4.58432491e-01  3.31417193e-09  4.58432491e-01  4.58432491e-01  4.58432491e-01  4.58432491e-01  3.22880189e-09  1.60094782e-07  9.82019657e-08  1.00000000e+00 
 9.95987079e-08  3.38535955e-09  4.58432478e-01  4.58432478e-01  4.58432478e-01  4.58432478e-01  4.58432478e-01  3.22880195e-09  1.60094754e-07  9.95987079e-08  1.00000000e+00 
 1.01345712e-07  4.58433197e-01  4.58433197e-01  4.58433197e-01  4.58433197e-01  4.58433197e-01  4.58433197e-01  3.22880194e-09  1.60095721e-07  1.01345712e-07  1.00000000e+00 
 9.74795853e-08  3.38535938e-09  3.31417169e-09  3.47254750e-09  3.36474300e-09  3.30253013e-09  3.12629371e-09  4.58429616e-01  1.60090896e-07  9.74795853e-08  1.00000000e+00 
 9.91301334e-08  4.58430324e-01  3.31417176e-09  3.47254746e-09  3.36474303e-09  3.30253014e-09  3.12629375e-09  4.58430324e-01  1.60091841e-07  9.91301334e-08  1.00000000e+00 
 1.00488677e-07  3.38535942e-09  4.58430324e-01  3.47254746e-09  3.36474303e-09  3.30253014e-09  3.12629375e-09  4.58430324e-01  1.60091834e-07  1.00488677e-07  1.00000000e+00 
 1.02198463e-07  4.58431013e-01  4.58431013e-01  3.47254749e-09  3.36474313e-09  3.30253026e-09  3.12629380e-09  4.58431013e-01  1.60092788e-07  1.02198463e-07  1.00000000e+00 
 1.04013338e-07  3.38535942e-09  3.31417171e-09  4.58430322e-01  3.36474303e-09  3.30253020e-09  3.12629380e-09  4.58430322e-01  1.60091832e-07  1.04013338e-07  1.00000000e+00 
