 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.01465503e-11  3.52010124e-09  3.30723186e-09  3.53055282e-09  3.23659457e-09  3.52274789e-09  3.26536023e-09  3.34268117e-09  1.65623408e-07  1.19493393e-09  1.00000000e+00 
 1.75191417e-09  4.60840444e-01  3.30723187e-09  3.53055287e-09  3.23659463e-09  3.52274790e-09  3.26536029e-09  3.34268124e-09  1.65624307e-07  2.11869633e-09  1.00000000e+00 
 3.34171091e-09  3.52010125e-09  4.60840440e-01  3.53055287e-09  3.23659469e-09  3.52274790e-09  3.26536029e-09  3.34268124e-09  1.65624300e-07  3.52571305e-09  1.00000000e+00 
 5.13210807e-09  4.60841134e-01  4.60841134e-01  3.53055295e-09  3.23659467e-09  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625245e-07  5.30636157e-09  1.00000000e+00 
 6.76263312e-09  3.52010125e-09  3.30723187e-09  4.60840456e-01  3.23659463e-09  3.52274790e-09  3.26536029e-09  3.34268124e-09  1.65624321e-07  6.94710423e-09  1.00000000e+00 
 8.55709459e-09  4.60841139e-01  3.30723191e-09  4.60841139e-01  3.23659467e-09  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625252e-07  8.75077433e-09  1.00000000e+00 
 1.01616138e-08  3.52010130e-09  4.60841147e-01  4.60841147e-01  3.23659467e-09  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625263e-07  1.03604663e-08  1.00000000e+00 
 1.19695187e-08  4.60841818e-01  4.60841818e-01  4.60841818e-01  3.23659476e-09  3.52274798e-09  3.26536036e-09  3.34268132e-09  1.65626176e-07  1.21712276e-08  1.00000000e+00 
 1.31491049e-08  3.52010125e-09  3.30723187e-09  3.53055287e-09  4.60840447e-01  3.52274790e-09  3.26536029e-09  3.34268124e-09  1.65624307e-07  1.33515101e-08  1.00000000e+00 
 1.49313735e-08  4.60841141e-01  3.30723191e-09  3.53055300e-09  4.60841141e-01  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625259e-07  1.51335087e-08  1.00000000e+00 
 1.65433391e-08  3.52010136e-09  4.60841131e-01  3.53055300e-09  4.60841131e-01  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625242e-07  1.67439111e-08  1.00000000e+00 
 1.83591737e-08  4.60841802e-01  4.60841802e-01  3.53055302e-09  4.60841802e-01  3.52274798e-09  3.26536036e-09  3.34268132e-09  1.65626151e-07  1.85573157e-08  1.00000000e+00 
 1.99757153e-08  3.52010130e-09  3.30723191e-09  4.60841143e-01  4.60841143e-01  3.52274794e-09  3.26536033e-09  3.34268128e-09  1.65625256e-07  2.01707451e-08  1.00000000e+00 
 2.17756337e-08  4.60841818e-01  3.30723195e-09  4.60841818e-01  4.60841818e-01  3.52274798e-09  3.26536036e-09  3.34268132e-09  1.65626176e-07  2.19666987e-08  1.00000000e+00 
 2.33914079e-08  3.52010135e-09  4.60841809e-01  4.60841808e-01  4.60841809e-01  3.52274798e-09  3.26536036e-09  3.34268132e-09  1.65626158e-07  2.35786217e-08  1.00000000e+00 
 2.52068730e-08  4.60842484e-01  4.60842484e-01  4.60842484e-01  4.60842484e-01  3.52274802e-09  3.26536040e-09  3.34268136e-09  1.65627082e-07  2.53893546e-08  1.00000000e+00 
 2.76752417e-08  3.52010123e-09  3.30723184e-09  3.53055290e-09  3.23659461e-09  4.60840456e-01  3.26536032e-09  3.34268127e-09  1.65624321e-07  2.78503904e-08  1.00000000e+00 
 2.94323002e-08  4.60841144e-01  3.30723191e-09  3.53055295e-09  3.23659467e-09  4.60841144e-01  3.26536033e-09  3.34268128e-09  1.65625259e-07  2.96020204e-08  1.00000000e+00 
 3.10317319e-08  3.52010130e-09  4.60841133e-01  3.53055300e-09  3.23659467e-09  4.60841133e-01  3.26536033e-09  3.34268128e-09  1.65625242e-07  3.11963362e-08  1.00000000e+00 
 3.28381873e-08  4.60841809e-01  4.60841809e-01  3.53055307e-09  3.23659470e-09  4.60841809e-01  3.26536036e-09  3.34268132e-09  1.65626165e-07  3.29967236e-08  1.00000000e+00 
 3.44656144e-08  3.52010130e-09  3.30723191e-09  4.60841160e-01  3.23659467e-09  4.60841160e-01  3.26536033e-09  3.34268128e-09  1.65625281e-07  3.46185800e-08  1.00000000e+00 
 3.62723540e-08  4.60841827e-01  3.30723195e-09  4.60841827e-01  3.23659470e-09  4.60841827e-01  3.26536031e-09  3.34268132e-09  1.65626183e-07  3.64188679e-08  1.00000000e+00 
 3.78874745e-08  3.52010135e-09  4.60841813e-01  4.60841813e-01  3.23659470e-09  4.60841813e-01  3.26536036e-09  3.34268132e-09  1.65626165e-07  3.80281193e-08  1.00000000e+00 
 3.96975395e-08  4.60842502e-01  4.60842502e-01  4.60842502e-01  3.23659473e-09  4.60842502e-01  3.26536040e-09  3.34268136e-09  1.65627110e-07  3.98314768e-08  1.00000000e+00 
 4.08248866e-08  3.52010130e-09  3.30723191e-09  3.53055300e-09  4.60841150e-01  4.60841150e-01  3.26536033e-09  3.34268128e-09  1.65625270e-07  4.09544896e-08  1.00000000e+00 
 4.25996802e-08  4.60841821e-01  3.30723195e-09  3.53055302e-09  4.60841821e-01  4.60841821e-01  3.26536036e-09  3.34268132e-09  1.65626183e-07  4.27224052e-08  1.00000000e+00 
 4.42007035e-08  3.52010135e-09  4.60841816e-01  3.53055302e-09  4.60841816e-01  4.60841816e-01  3.26536036e-09  3.34268132e-09  1.65626169e-07  4.43171899e-08  1.00000000e+00 
 4.60165950e-08  4.60842473e-01  4.60842473e-01  3.53055309e-09  4.60842473e-01  4.60842473e-01  3.26536040e-09  3.34268136e-09  1.65627064e-07  4.61259049e-08  1.00000000e+00 
 4.76357229e-08  3.52010135e-09  3.30723195e-09  4.60841822e-01  4.60841822e-01  4.60841822e-01  3.26536036e-09  3.34268132e-09  1.65626183e-07  4.77385242e-08  1.00000000e+00 
 4.94343908e-08  4.60842504e-01  3.30723199e-09  4.60842504e-01  4.60842504e-01  4.60842504e-01  3.26536040e-09  3.34268129e-09  1.65627110e-07  4.95297314e-08  1.00000000e+00 
 5.10424911e-08  3.52010140e-09  4.60842481e-01  4.60842481e-01  4.60842481e-01  4.60842481e-01  3.26536040e-09  3.34268136e-09  1.65627078e-07  5.11312948e-08  1.00000000e+00 
 5.28526698e-08  4.60843175e-01  4.60843175e-01  4.60843175e-01  4.60843175e-01  4.60843175e-01  3.26536040e-09  3.34268142e-09  1.65628020e-07  5.29338138e-08  1.00000000e+00 
 5.32734816e-08  3.52010128e-09  3.30723190e-09  3.53055284e-09  3.23659466e-09  3.52274787e-09  4.60840447e-01  3.34268121e-09  1.65624307e-07  5.33527640e-08  1.00000000e+00 
 5.50033121e-08  4.60841119e-01  3.30723191e-09  3.53055294e-09  3.23659472e-09  3.52274794e-09  4.60841119e-01  3.34268128e-09  1.65625227e-07  5.50752759e-08  1.00000000e+00 
 5.65893572e-08  3.52010133e-09  4.60841126e-01  3.53055297e-09  3.23659464e-09  3.52274791e-09  4.60841126e-01  3.34268130e-09  1.65625238e-07  5.66543861e-08  1.00000000e+00 
 5.83846145e-08  4.60841802e-01  4.60841802e-01  3.53055305e-09  3.23659473e-09  3.52274800e-09  4.60841802e-01  3.34268129e-09  1.65626151e-07  5.84418984e-08  1.00000000e+00 
 6.00022929e-08  3.52010130e-09  3.30723191e-09  4.60841162e-01  3.23659467e-09  3.52274794e-09  4.60841162e-01  3.34268128e-09  1.65625288e-07  6.00523293e-08  1.00000000e+00 
 6.17932869e-08  4.60841817e-01  3.30723193e-09  4.60841817e-01  3.23659473e-09  3.52274800e-09  4.60841817e-01  3.34268129e-09  1.65626172e-07  6.18352942e-08  1.00000000e+00 
 6.33998525e-08  3.52010138e-09  4.60841806e-01  4.60841806e-01  3.23659467e-09  3.52274800e-09  4.60841806e-01  3.34268129e-09  1.65626158e-07  6.34346407e-08  1.00000000e+00 
 6.52092069e-08  4.60842477e-01  4.60842477e-01  4.60842477e-01  3.23659479e-09  3.52274802e-09  4.60842477e-01  3.34268136e-09  1.65627071e-07  6.52357102e-08  1.00000000e+00 
 6.63509638e-08  3.52010127e-09  3.30723189e-09  3.53055297e-09  4.60841140e-01  3.52274797e-09  4.60841140e-01  3.34268125e-09  1.65625252e-07  6.63722375e-08  1.00000000e+00 
 6.81345682e-08  4.60841820e-01  3.30723199e-09  3.53055305e-09  4.60841820e-01  3.52274795e-09  4.60841820e-01  3.34268134e-09  1.65626176e-07  6.81476138e-08  1.00000000e+00 
 6.97426401e-08  3.52010132e-09  4.60841793e-01  3.53055305e-09  4.60841793e-01  3.52274795e-09  4.60841793e-01  3.34268134e-09  1.65626140e-07  6.97480687e-08  1.00000000e+00 
 7.15610895e-08  4.60842474e-01  4.60842474e-01  3.53055315e-09  4.60842474e-01  3.52274802e-09  4.60842474e-01  3.34268136e-09  1.65627071e-07  7.15580200e-08  1.00000000e+00 
 7.31774321e-08  3.52010132e-09  3.30723198e-09  4.60841815e-01  4.60841815e-01  3.52274795e-09  4.60841815e-01  3.34268134e-09  1.65626172e-07  7.31666461e-08  1.00000000e+00 
 7.49701030e-08  4.60842494e-01  3.30723199e-09  4.60842494e-01  4.60842494e-01  3.52274802e-09  4.60842494e-01  3.34268136e-09  1.65627092e-07  7.49506484e-08  1.00000000e+00 
 7.65757591e-08  3.52010139e-09  4.60842474e-01  4.60842474e-01  4.60842474e-01  3.52274802e-09  4.60842474e-01  3.34268136e-09  1.65627071e-07  7.65485311e-08  1.00000000e+00 
 7.83817313e-08  4.60843169e-01  4.60843169e-01  4.60843169e-01  4.60843169e-01  3.52274806e-09  4.60843169e-01  3.34268139e-09  1.65628013e-07  7.83456215e-08  1.00000000e+00 
 8.07426659e-08  3.52010133e-09  3.30723189e-09  3.53055292e-09  3.23659470e-09  4.60841146e-01  4.60841146e-01  3.34268125e-09  1.65625263e-07  8.06949458e-08  1.00000000e+00 
 8.24829840e-08  4.60841829e-01  3.30723195e-09  3.53055302e-09  3.23659470e-09  4.60841829e-01  4.60841829e-01  3.34268132e-09  1.65626187e-07  8.24267090e-08  1.00000000e+00 
 8.40720134e-08  3.52010135e-09  4.60841825e-01  3.53055308e-09  3.23659470e-09  4.60841825e-01  4.60841825e-01  3.34268132e-09  1.65626183e-07  8.40075671e-08  1.00000000e+00 
 8.58671854e-08  4.60842495e-01  4.60842495e-01  3.53055315e-09  3.23659473e-09  4.60842495e-01  4.60842496e-01  3.34268136e-09  1.65627092e-07  8.57936442e-08  1.00000000e+00 
 8.74757404e-08  3.52010135e-09  3.30723195e-09  4.60841825e-01  3.23659470e-09  4.60841826e-01  4.60841826e-01  3.34268132e-09  1.65626190e-07  8.73939570e-08  1.00000000e+00 
 8.92732430e-08  4.60842488e-01  3.30723199e-09  4.60842488e-01  3.23659473e-09  4.60842488e-01  4.60842489e-01  3.34268136e-09  1.65627085e-07  8.91822083e-08  1.00000000e+00 
 9.08852371e-08  3.52010142e-09  4.60842493e-01  4.60842492e-01  3.23659471e-09  4.60842493e-01  4.60842493e-01  3.34268138e-09  1.65627096e-07  9.07858038e-08  1.00000000e+00 
 9.26959274e-08  4.60843180e-01  4.60843180e-01  4.60843180e-01  3.23659477e-09  4.60843180e-01  4.60843180e-01  3.34268139e-09  1.65628034e-07  9.25871007e-08  1.00000000e+00 
 9.38178744e-08  3.52010135e-09  3.30723195e-09  3.53055307e-09  4.60841811e-01  4.60841811e-01  4.60841811e-01  3.34268132e-09  1.65626172e-07  9.37030933e-08  1.00000000e+00 
 9.55938617e-08  4.60842506e-01  3.30723199e-09  3.53055310e-09  4.60842507e-01  4.60842506e-01  4.60842506e-01  3.34268136e-09  1.65627114e-07  9.54696020e-08  1.00000000e+00 
 9.71926681e-08  3.52010139e-09  4.60842476e-01  3.53055309e-09  4.60842476e-01  4.60842476e-01  4.60842476e-01  3.34268136e-09  1.65627071e-07  9.70597682e-08  1.00000000e+00 
 9.90022784e-08  4.60843167e-01  4.60843167e-01  3.53055320e-09  4.60843167e-01  4.60843167e-01  4.60843167e-01  3.34268137e-09  1.65628009e-07  9.88596440e-08  1.00000000e+00 
 1.00613448e-07  3.52010139e-09  3.30723199e-09  4.60842504e-01  4.60842504e-01  4.60842504e-01  4.60842504e-01  3.34268136e-09  1.65627107e-07  1.00462046e-07  1.00000000e+00 
 1.02403533e-07  4.60843174e-01  3.30723202e-09  4.60843174e-01  4.60843174e-01  4.60843174e-01  4.60843174e-01  3.34268137e-09  1.65628027e-07  1.02242325e-07  1.00000000e+00 
 1.04003277e-07  3.52010142e-09  4.60843160e-01  4.60843160e-01  4.60843160e-01  4.60843160e-01  4.60843160e-01  3.34268143e-09  1.65628002e-07  1.03833074e-07  1.00000000e+00 
 1.05802513e-07  4.60843836e-01  4.60843836e-01  4.60843836e-01  4.60843836e-01  4.60843836e-01  4.60843836e-01  3.34268141e-09  1.65628919e-07  1.05622220e-07  1.00000000e+00 
 1.05155891e-07  3.52010125e-09  3.30723187e-09  3.53055286e-09  3.23659463e-09  3.52274789e-09  3.26536029e-09  4.60840426e-01  1.65624279e-07  1.04979208e-07  1.00000000e+00 
 1.06854799e-07  4.60841114e-01  3.30723191e-09  3.53055294e-09  3.23659467e-09  3.52274794e-09  3.26536033e-09  4.60841114e-01  1.65625220e-07  1.06668637e-07  1.00000000e+00 
 1.08415094e-07  3.52010130e-09  4.60841110e-01  3.53055300e-09  3.23659467e-09  3.52274794e-09  3.26536033e-09  4.60841110e-01  1.65625220e-07  1.08219893e-07  1.00000000e+00 
 1.10177552e-07  4.60841798e-01  4.60841798e-01  3.53055302e-09  3.23659475e-09  3.52274798e-09  3.26536042e-09  4.60841798e-01  1.65626147e-07  1.09972248e-07  1.00000000e+00 
 1.11782441e-07  3.52010130e-09  3.30723191e-09  4.60841111e-01  3.23659467e-09  3.52274794e-09  3.26536033e-09  4.60841111e-01  1.65625213e-07  1.11567928e-07  1.00000000e+00 
 1.13562464e-07  4.60841806e-01  3.30723195e-09  4.60841806e-01  3.23659470e-09  3.52274798e-09  3.26536036e-09  4.60841806e-01  1.65626155e-07  1.13337421e-07  1.00000000e+00 
 1.15154222e-07  3.52010135e-09  4.60841796e-01  4.60841796e-01  3.23659470e-09  3.52274798e-09  3.26536036e-09  4.60841796e-01  1.65626144e-07  1.14919757e-07  1.00000000e+00 
 1.16946211e-07  4.60842468e-01  4.60842468e-01  4.60842468e-01  3.23659473e-09  3.52274802e-09  3.26536040e-09  4.60842468e-01  1.65627061e-07  1.16701202e-07  1.00000000e+00 
 1.18086945e-07  3.52010130e-09  3.30723191e-09  3.53055294e-09  4.60841121e-01  3.52274794e-09  3.26536033e-09  4.60841121e-01  1.65625234e-07  1.17834958e-07  1.00000000e+00 
 1.19851876e-07  4.60841791e-01  3.30723193e-09  3.53055300e-09  4.60841791e-01  3.52274801e-09  3.26536034e-09  4.60841791e-01  1.65626140e-07  1.19589288e-07  1.00000000e+00 
 1.21447357e-07  3.52010140e-09  4.60841790e-01  3.53055301e-09  4.60841790e-01  3.52274798e-09  3.26536035e-09  4.60841790e-01  1.65626133e-07  1.21174835e-07  1.00000000e+00 
 1.23254097e-07  4.60842459e-01  4.60842459e-01  3.53055309e-09  4.60842459e-01  3.52274802e-09  3.26536040e-09  4.60842459e-01  1.65627046e-07  1.22970420e-07  1.00000000e+00 
 1.24861572e-07  3.52010138e-09  3.30723199e-09  4.60841790e-01  4.60841790e-01  3.52274796e-09  3.26536034e-09  4.60841790e-01  1.65626133e-07  1.24567720e-07  1.00000000e+00 
 1.26651372e-07  4.60842476e-01  3.30723199e-09  4.60842476e-01  4.60842476e-01  3.52274802e-09  3.26536040e-09  4.60842476e-01  1.65627071e-07  1.26346208e-07  1.00000000e+00 
 1.28258364e-07  3.52010139e-09  4.60842478e-01  4.60842478e-01  4.60842478e-01  3.52274802e-09  3.26536040e-09  4.60842478e-01  1.65627075e-07  1.27942769e-07  1.00000000e+00 
 1.30067832e-07  4.60843138e-01  4.60843138e-01  4.60843138e-01  4.60843138e-01  3.52274806e-09  3.26536043e-09  4.60843138e-01  1.65627974e-07  1.29740641e-07  1.00000000e+00 
 1.32453380e-07  3.52010130e-09  3.30723191e-09  3.53055295e-09  3.23659467e-09  4.60841135e-01  3.26536033e-09  4.60841135e-01  1.65625252e-07  1.32110372e-07  1.00000000e+00 
 1.34201969e-07  4.60841809e-01  3.30723195e-09  3.53055307e-09  3.23659470e-09  4.60841809e-01  3.26536036e-09  4.60841809e-01  1.65626162e-07  1.33847209e-07  1.00000000e+00 
 1.35795716e-07  3.52010135e-09  4.60841792e-01  3.53055307e-09  3.23659470e-09  4.60841792e-01  3.26536036e-09  4.60841792e-01  1.65626140e-07  1.35430156e-07  1.00000000e+00 
 1.37593588e-07  4.60842467e-01  4.60842467e-01  3.53055315e-09  3.23659473e-09  4.60842467e-01  3.26536040e-09  4.60842467e-01  1.65627061e-07  1.37215721e-07  1.00000000e+00 
 1.39208112e-07  3.52010135e-09  3.30723195e-09  4.60841801e-01  3.23659475e-09  4.60841801e-01  3.26536036e-09  4.60841801e-01  1.65626151e-07  1.38818905e-07  1.00000000e+00 
 1.41008911e-07  4.60842465e-01  3.30723199e-09  4.60842465e-01  3.23659473e-09  4.60842465e-01  3.26536040e-09  4.60842465e-01  1.65627057e-07  1.40606900e-07  1.00000000e+00 
 1.42619626e-07  3.52010145e-09  4.60842452e-01  4.60842452e-01  3.23659473e-09  4.60842452e-01  3.26536040e-09  4.60842452e-01  1.65627036e-07  1.42206062e-07  1.00000000e+00 
 1.44427418e-07  4.60843138e-01  4.60843138e-01  4.60843138e-01  3.23659477e-09  4.60843138e-01  3.26536043e-09  4.60843138e-01  1.65627977e-07  1.44000722e-07  1.00000000e+00 
 1.45546039e-07  3.52010135e-09  3.30723195e-09  3.53055307e-09  4.60841794e-01  4.60841794e-01  3.26536036e-09  4.60841794e-01  1.65626137e-07  1.45111073e-07  1.00000000e+00 
 1.47317280e-07  4.60842483e-01  3.30723199e-09  3.53055315e-09  4.60842483e-01  4.60842483e-01  3.26536040e-09  4.60842483e-01  1.65627082e-07  1.46869112e-07  1.00000000e+00 
 1.48909464e-07  3.52010145e-09  4.60842467e-01  3.53055315e-09  4.60842467e-01  4.60842467e-01  3.26536040e-09  4.60842467e-01  1.65627050e-07  1.48449033e-07  1.00000000e+00 
 1.50711656e-07  4.60843133e-01  4.60843133e-01  3.53055323e-09  4.60843133e-01  4.60843133e-01  3.26536043e-09  4.60843133e-01  1.65627963e-07  1.50237355e-07  1.00000000e+00 
 1.52315096e-07  3.52010145e-09  3.30723199e-09  4.60842461e-01  4.60842461e-01  4.60842461e-01  3.26536040e-09  4.60842461e-01  1.65627050e-07  1.51828189e-07  1.00000000e+00 
 1.54100803e-07  4.60843150e-01  3.30723203e-09  4.60843150e-01  4.60843150e-01  4.60843150e-01  3.26536043e-09  4.60843150e-01  1.65627988e-07  1.53599643e-07  1.00000000e+00 
 1.55695943e-07  3.52010144e-09  4.60843147e-01  4.60843147e-01  4.60843147e-01  4.60843147e-01  3.26536043e-09  4.60843147e-01  1.65627991e-07  1.55181851e-07  1.00000000e+00 
 1.57490121e-07  4.60843806e-01  4.60843806e-01  4.60843806e-01  4.60843806e-01  4.60843806e-01  3.26536047e-09  4.60843806e-01  1.65628883e-07  1.56961150e-07  1.00000000e+00 
 1.57751600e-07  3.52010130e-09  3.30723191e-09  3.53055300e-09  3.23659467e-09  3.52274794e-09  4.60841133e-01  4.60841133e-01  1.65625245e-07  1.57220470e-07  1.00000000e+00 
 1.59464861e-07  4.60841782e-01  3.30723195e-09  3.53055307e-09  3.23659470e-09  3.52274798e-09  4.60841782e-01  4.60841782e-01  1.65626119e-07  1.58919150e-07  1.00000000e+00 
 1.61027828e-07  3.52010135e-09  4.60841802e-01  3.53055307e-09  3.23659470e-09  3.52274798e-09  4.60841802e-01  4.60841802e-01  1.65626151e-07  1.60468630e-07  1.00000000e+00 
 1.62807311e-07  4.60842467e-01  4.60842467e-01  3.53055309e-09  3.23659473e-09  3.52274802e-09  4.60842467e-01  4.60842467e-01  1.65627061e-07  1.62232610e-07  1.00000000e+00 
 1.64410693e-07  3.52010135e-09  3.30723195e-09  4.60841795e-01  3.23659470e-09  3.52274798e-09  4.60841795e-01  4.60841795e-01  1.65626137e-07  1.63821653e-07  1.00000000e+00 
 1.66194582e-07  4.60842483e-01  3.30723199e-09  4.60842483e-01  3.23659473e-09  3.52274802e-09  4.60842483e-01  4.60842483e-01  1.65627078e-07  1.65589285e-07  1.00000000e+00 
 1.67788102e-07  3.52010139e-09  4.60842477e-01  4.60842477e-01  3.23659479e-09  3.52274802e-09  4.60842477e-01  4.60842477e-01  1.65627071e-07  1.67168096e-07  1.00000000e+00 
 1.69579664e-07  4.60843126e-01  4.60843126e-01  4.60843126e-01  3.23659477e-09  3.52274806e-09  4.60843126e-01  4.60843126e-01  1.65627952e-07  1.68942634e-07  1.00000000e+00 
 1.70698854e-07  3.52010135e-09  3.30723195e-09  3.53055307e-09  4.60841807e-01  3.52274798e-09  4.60841807e-01  4.60841807e-01  1.65626158e-07  1.70051081e-07  1.00000000e+00 
 1.72469584e-07  4.60842470e-01  3.30723199e-09  3.53055309e-09  4.60842470e-01  3.52274802e-09  4.60842470e-01  4.60842470e-01  1.65627057e-07  1.71804430e-07  1.00000000e+00 
 1.74066741e-07  3.52010139e-09  4.60842454e-01  3.53055309e-09  4.60842454e-01  3.52274802e-09  4.60842454e-01  4.60842454e-01  1.65627039e-07  1.73385729e-07  1.00000000e+00 
 1.75879279e-07  4.60843124e-01  4.60843124e-01  3.53055317e-09  4.60843124e-01  3.52274806e-09  4.60843124e-01  4.60843124e-01  1.65627952e-07  1.75179778e-07  1.00000000e+00 
 1.77490563e-07  3.52010139e-09  3.30723199e-09  4.60842484e-01  4.60842484e-01  3.52274802e-09  4.60842484e-01  4.60842484e-01  1.65627082e-07  1.76774364e-07  1.00000000e+00 
 1.79283603e-07  4.60843158e-01  3.30723203e-09  4.60843158e-01  4.60843158e-01  3.52274806e-09  4.60843158e-01  4.60843158e-01  1.65628002e-07  1.78548319e-07  1.00000000e+00 
 1.80885706e-07  3.52010144e-09  4.60843137e-01  4.60843137e-01  4.60843137e-01  3.52274806e-09  4.60843137e-01  4.60843137e-01  1.65627970e-07  1.80133114e-07  1.00000000e+00 
 1.82692133e-07  4.60843820e-01  4.60843821e-01  4.60843820e-01  4.60843821e-01  3.52274809e-09  4.60843821e-01  4.60843821e-01  1.65628897e-07  1.81919404e-07  1.00000000e+00 
 1.85043547e-07  3.52010135e-09  3.30723195e-09  3.53055302e-09  3.23659475e-09  4.60841801e-01  4.60841801e-01  4.60841801e-01  1.65626144e-07  1.84244414e-07  1.00000000e+00 
 1.86783723e-07  4.60842474e-01  3.30723199e-09  3.53055309e-09  3.23659473e-09  4.60842474e-01  4.60842474e-01  4.60842474e-01  1.65627071e-07  1.85964268e-07  1.00000000e+00 
 1.88368062e-07  3.52010139e-09  4.60842472e-01  3.53055309e-09  3.23659473e-09  4.60842472e-01  4.60842472e-01  4.60842472e-01  1.65627064e-07  1.87529992e-07  1.00000000e+00 
 1.90162808e-07  4.60843132e-01  4.60843132e-01  3.53055317e-09  3.23659477e-09  4.60843132e-01  4.60843132e-01  4.60843132e-01  1.65627963e-07  1.89303037e-07  1.00000000e+00 
 1.91760392e-07  3.52010139e-09  3.30723199e-09  4.60842469e-01  3.23659473e-09  4.60842469e-01  4.60842469e-01  4.60842469e-01  1.65627061e-07  1.90880982e-07  1.00000000e+00 
 1.93548345e-07  4.60843147e-01  3.30723203e-09  4.60843147e-01  3.23659477e-09  4.60843147e-01  4.60843147e-01  4.60843147e-01  1.65627981e-07  1.92646652e-07  1.00000000e+00 
 1.95151074e-07  3.52010144e-09  4.60843140e-01  4.60843140e-01  3.23659477e-09  4.60843140e-01  4.60843140e-01  4.60843140e-01  1.65627977e-07  1.94228718e-07  1.00000000e+00 
 1.96953664e-07  4.60843807e-01  4.60843807e-01  4.60843807e-01  3.23659480e-09  4.60843807e-01  4.60843807e-01  4.60843807e-01  1.65628883e-07  1.96007846e-07  1.00000000e+00 
 1.98064726e-07  3.52010139e-09  3.30723199e-09  3.53055309e-09  4.60842478e-01  4.60842477e-01  4.60842477e-01  4.60842477e-01  1.65627068e-07  1.97104157e-07  1.00000000e+00 
