 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.57200541e-10  3.41955651e-09  3.44753601e-09  3.60677334e-09  3.46955842e-09  3.35546605e-09  3.31599449e-09  3.19396177e-09  1.54572849e-07  9.57200541e-10  1.00000000e+00 
 1.65103131e-09  4.57937338e-01  3.44753616e-09  3.60677337e-09  3.46955840e-09  3.35546619e-09  3.31599453e-09  3.19396186e-09  1.54573892e-07  1.65103131e-09  1.00000000e+00 
 3.10339487e-09  3.41955671e-09  4.57937285e-01  3.60677337e-09  3.46955845e-09  3.35546618e-09  3.31599452e-09  3.19396185e-09  1.54573809e-07  3.10339487e-09  1.00000000e+00 
 4.74744155e-09  4.57938098e-01  4.57938098e-01  3.60677335e-09  3.46955844e-09  3.35546626e-09  3.31599456e-09  3.19396194e-09  1.54574891e-07  4.74744155e-09  1.00000000e+00 
 5.97908922e-09  3.41955669e-09  3.44753615e-09  4.57937219e-01  3.46955839e-09  3.35546617e-09  3.31599452e-09  3.19396184e-09  1.54573734e-07  5.97908922e-09  1.00000000e+00 
 7.63611041e-09  4.57938043e-01  3.44753625e-09  4.57938043e-01  3.46955843e-09  3.35546626e-09  3.31599456e-09  3.19396194e-09  1.54574826e-07  7.63611041e-09  1.00000000e+00 
 9.38727851e-09  3.41955690e-09  4.57938005e-01  4.57938005e-01  3.46955843e-09  3.35546625e-09  3.31599456e-09  3.19396193e-09  1.54574779e-07  9.38727851e-09  1.00000000e+00 
 1.10435892e-08  4.57938806e-01  4.57938807e-01  4.57938807e-01  3.46955848e-09  3.35546634e-09  3.31599465e-09  3.19396203e-09  1.54575833e-07  1.10435892e-08  1.00000000e+00 
 1.21216885e-08  3.41955664e-09  3.44753615e-09  3.60677337e-09  4.57937269e-01  3.35546612e-09  3.31599457e-09  3.19396179e-09  1.54573800e-07  1.21216885e-08  1.00000000e+00 
 1.37581182e-08  4.57938096e-01  3.44753626e-09  3.60677341e-09  4.57938096e-01  3.35546620e-09  3.31599455e-09  3.19396194e-09  1.54574900e-07  1.37581182e-08  1.00000000e+00 
