 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.55692543e-07  3.46777086e-09  3.33772129e-09  3.23141192e-09  3.22474237e-09  3.55417004e-09  3.46225808e-09  3.52189621e-09  1.55692543e-07  4.19677804e-09  1.00000000e+00 
 1.55693504e-07  4.56838158e-01  3.33772136e-09  3.23141202e-09  3.22474237e-09  3.55417008e-09  3.46225810e-09  3.52189623e-09  1.55693504e-07  6.70146960e-09  1.00000000e+00 
 1.55693557e-07  3.46777089e-09  4.56838196e-01  3.23141197e-09  3.22474243e-09  3.55417008e-09  3.46225811e-09  3.52189617e-09  1.55693557e-07  1.09513110e-08  1.00000000e+00 
 1.55694536e-07  4.56838937e-01  4.56838937e-01  3.23141201e-09  3.22474248e-09  3.55417011e-09  3.46225813e-09  3.52189624e-09  1.55694536e-07  1.75179480e-08  1.00000000e+00 
 1.55693516e-07  3.46777088e-09  3.33772135e-09  4.56838162e-01  3.22474236e-09  3.55417007e-09  3.46225810e-09  3.52189622e-09  1.55693516e-07  2.48144261e-08  1.00000000e+00 
 1.55694507e-07  4.56838913e-01  3.33772142e-09  4.56838914e-01  3.22474248e-09  3.55417005e-09  3.46225813e-09  3.52189624e-09  1.55694507e-07  3.17418483e-08  1.00000000e+00 
 1.55694540e-07  3.46777090e-09  4.56838932e-01  4.56838933e-01  3.22474248e-09  3.55417011e-09  3.46225813e-09  3.52189619e-09  1.55694540e-07  3.77848153e-08  1.00000000e+00 
 1.55695508e-07  4.56839655e-01  4.56839655e-01  4.56839655e-01  3.22474253e-09  3.55417014e-09  3.46225815e-09  3.52189620e-09  1.55695508e-07  4.47189166e-08  1.00000000e+00 
 1.55693522e-07  3.46777088e-09  3.33772137e-09  3.23141203e-09  4.56838172e-01  3.55417008e-09  3.46225810e-09  3.52189617e-09  1.55693522e-07  5.20457206e-08  1.00000000e+00 
 1.55694526e-07  4.56838920e-01  3.33772148e-09  3.23141200e-09  4.56838920e-01  3.55417011e-09  3.46225811e-09  3.52189623e-09  1.55694526e-07  5.88343880e-08  1.00000000e+00 
 1.55694562e-07  3.46777090e-09  4.56838944e-01  3.23141206e-09  4.56838943e-01  3.55417011e-09  3.46225812e-09  3.52189623e-09  1.55694562e-07  6.48355751e-08  1.00000000e+00 
 1.55695506e-07  4.56839664e-01  4.56839664e-01  3.23141209e-09  4.56839664e-01  3.55417014e-09  3.46225814e-09  3.52189624e-09  1.55695506e-07  7.17572561e-08  1.00000000e+00 
 1.55694500e-07  3.46777090e-09  3.33772142e-09  4.56838900e-01  4.56838900e-01  3.55417010e-09  3.46225811e-09  3.52189623e-09  1.55694500e-07  7.89047192e-08  1.00000000e+00 
 1.55695481e-07  4.56839640e-01  3.33772148e-09  4.56839640e-01  4.56839639e-01  3.55417014e-09  3.46225814e-09  3.52189624e-09  1.55695481e-07  8.57390319e-08  1.00000000e+00 
 1.55695565e-07  3.46777092e-09  4.56839689e-01  4.56839689e-01  4.56839689e-01  3.55417015e-09  3.46225814e-09  3.52189620e-09  1.55695565e-07  9.17434306e-08  1.00000000e+00 
 1.55696509e-07  4.56840400e-01  4.56840400e-01  4.56840400e-01  4.56840400e-01  3.55417017e-09  3.46225816e-09  3.52189626e-09  1.55696509e-07  9.86466091e-08  1.00000000e+00 
 1.55693569e-07  3.46777089e-09  3.33772136e-09  3.23141197e-09  3.22474243e-09  4.56838201e-01  3.46225811e-09  3.52189623e-09  1.55693569e-07  1.03551656e-07  1.00000000e+00 
 1.55694544e-07  4.56838939e-01  3.33772148e-09  3.23141206e-09  3.22474247e-09  4.56838939e-01  3.46225811e-09  3.52189623e-09  1.55694544e-07  1.10230701e-07  1.00000000e+00 
 1.55694616e-07  3.46777090e-09  4.56838983e-01  3.23141206e-09  3.22474248e-09  4.56838983e-01  3.46225812e-09  3.52189623e-09  1.55694616e-07  1.16182463e-07  1.00000000e+00 
 1.55695582e-07  4.56839708e-01  4.56839708e-01  3.23141209e-09  3.22474252e-09  4.56839708e-01  3.46225814e-09  3.52189625e-09  1.55695582e-07  1.23042156e-07  1.00000000e+00 
 1.55694534e-07  3.46777090e-09  3.33772148e-09  4.56838931e-01  3.22474247e-09  4.56838932e-01  3.46225811e-09  3.52189623e-09  1.55694534e-07  1.30213351e-07  1.00000000e+00 
 1.55695563e-07  4.56839697e-01  3.33772148e-09  4.56839697e-01  3.22474252e-09  4.56839697e-01  3.46225814e-09  3.52189624e-09  1.55695563e-07  1.37070288e-07  1.00000000e+00 
 1.55695567e-07  3.46777092e-09  4.56839697e-01  4.56839697e-01  3.22474253e-09  4.56839697e-01  3.46225814e-09  3.52189620e-09  1.55695567e-07  1.43072072e-07  1.00000000e+00 
 1.55696568e-07  4.56840441e-01  4.56840441e-01  4.56840441e-01  3.22474257e-09  4.56840441e-01  3.46225816e-09  3.52189626e-09  1.55696568e-07  1.49950324e-07  1.00000000e+00 
 1.55694553e-07  3.46777090e-09  3.33772142e-09  3.23141206e-09  4.56838937e-01  4.56838937e-01  3.46225811e-09  3.52189623e-09  1.55694553e-07  1.57015393e-07  1.00000000e+00 
 1.55695520e-07  4.56839670e-01  3.33772149e-09  3.23141210e-09  4.56839670e-01  4.56839670e-01  3.46225815e-09  3.52189626e-09  1.55695520e-07  1.63740509e-07  1.00000000e+00 
 1.55695608e-07  3.46777098e-09  4.56839727e-01  3.23141210e-09  4.56839727e-01  4.56839727e-01  3.46225814e-09  3.52189625e-09  1.55695608e-07  1.69684881e-07  1.00000000e+00 
 1.55696560e-07  4.56840440e-01  4.56840440e-01  3.23141213e-09  4.56840440e-01  4.56840440e-01  3.46225816e-09  3.52189626e-09  1.55696560e-07  1.76579874e-07  1.00000000e+00 
 1.55695540e-07  3.46777092e-09  3.33772149e-09  4.56839681e-01  4.56839681e-01  4.56839681e-01  3.46225815e-09  3.52189626e-09  1.55695540e-07  1.83721994e-07  1.00000000e+00 
 1.55696494e-07  4.56840389e-01  3.33772155e-09  4.56840389e-01  4.56840388e-01  4.56840389e-01  3.46225816e-09  3.52189626e-09  1.55696494e-07  1.90552328e-07  1.00000000e+00 
