 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 8.88611851e-10  3.23192046e-09  3.19302595e-09  3.15572938e-09  3.26435588e-09  3.38840729e-09  3.28879845e-09  3.44418163e-09  1.56620646e-07  8.88611851e-10  1.00000000e+00 
 1.45561785e-09  4.57162107e-01  3.19302600e-09  3.15572936e-09  3.26435590e-09  3.38840738e-09  3.28879854e-09  3.44418162e-09  1.56621620e-07  1.45561785e-09  1.00000000e+00 
 2.56125077e-09  3.23192056e-09  4.57162111e-01  3.15572941e-09  3.26435590e-09  3.38840732e-09  3.28879860e-09  3.44418162e-09  1.56621635e-07  2.56125077e-09  1.00000000e+00 
 4.07555945e-09  4.57162892e-01  4.57162892e-01  3.15572939e-09  3.26435592e-09  3.38840748e-09  3.28879870e-09  3.44418167e-09  1.56622679e-07  4.07555945e-09  1.00000000e+00 
 5.91357718e-09  3.23192055e-09  3.19302605e-09  4.57162080e-01  3.26435590e-09  3.38840738e-09  3.28879854e-09  3.44418168e-09  1.56621587e-07  5.91357718e-09  1.00000000e+00 
 7.48094209e-09  4.57162888e-01  3.19302610e-09  4.57162888e-01  3.26435597e-09  3.38840748e-09  3.28879870e-09  3.44418167e-09  1.56622668e-07  7.48094209e-09  1.00000000e+00 
 8.98768349e-09  3.23192065e-09  4.57162843e-01  4.57162843e-01  3.26435597e-09  3.38840747e-09  3.28879870e-09  3.44418166e-09  1.56622592e-07  8.98768349e-09  1.00000000e+00 
 1.05541460e-08  4.57163641e-01  4.57163641e-01  4.57163641e-01  3.26435595e-09  3.38840757e-09  3.28879875e-09  3.44418172e-09  1.56623703e-07  1.05541460e-08  1.00000000e+00 
 1.17749295e-08  3.23192055e-09  3.19302605e-09  3.15572935e-09  4.57162038e-01  3.38840737e-09  3.28879853e-09  3.44418167e-09  1.56621524e-07  1.17749295e-08  1.00000000e+00 
 1.33175178e-08  4.57162795e-01  3.19302610e-09  3.15572945e-09  4.57162795e-01  3.38840746e-09  3.28879869e-09  3.44418166e-09  1.56622525e-07  1.33175178e-08  1.00000000e+00 
 1.48166421e-08  3.23192064e-09  4.57162802e-01  3.15572945e-09  4.57162801e-01  3.38840746e-09  3.28879869e-09  3.44418166e-09  1.56622554e-07  1.48166421e-08  1.00000000e+00 
 1.63837797e-08  4.57163558e-01  4.57163559e-01  3.15572943e-09  4.57163558e-01  3.38840756e-09  3.28879874e-09  3.44418171e-09  1.56623561e-07  1.63837797e-08  1.00000000e+00 
 1.81837834e-08  3.23192065e-09  3.19302610e-09  4.57162831e-01  4.57162831e-01  3.38840747e-09  3.28879869e-09  3.44418166e-09  1.56622582e-07  1.81837834e-08  1.00000000e+00 
 1.97321413e-08  4.57163558e-01  3.19302614e-09  4.57163558e-01  4.57163558e-01  3.38840755e-09  3.28879879e-09  3.44418171e-09  1.56623558e-07  1.97321413e-08  1.00000000e+00 
 2.12311519e-08  3.23192075e-09  4.57163555e-01  4.57163555e-01  4.57163555e-01  3.38840756e-09  3.28879874e-09  3.44418171e-09  1.56623556e-07  2.12311519e-08  1.00000000e+00 
 2.27939694e-08  4.57164327e-01  4.57164327e-01  4.57164327e-01  4.57164327e-01  3.38840765e-09  3.28879884e-09  3.44418176e-09  1.56624587e-07  2.27939694e-08  1.00000000e+00 
 2.44618050e-08  3.23192056e-09  3.19302606e-09  3.15572942e-09  3.26435590e-09  4.57162138e-01  3.28879860e-09  3.44418162e-09  1.56621671e-07  2.44618050e-08  1.00000000e+00 
 2.59764619e-08  4.57162902e-01  3.19302610e-09  3.15572945e-09  3.26435597e-09  4.57162902e-01  3.28879870e-09  3.44418167e-09  1.56622687e-07  2.59764619e-08  1.00000000e+00 
 2.74620007e-08  3.23192065e-09  4.57162880e-01  3.15572945e-09  3.26435597e-09  4.57162880e-01  3.28879870e-09  3.44418167e-09  1.56622665e-07  2.74620007e-08  1.00000000e+00 
 2.90162916e-08  4.57163645e-01  4.57163645e-01  3.15572944e-09  3.26435595e-09  4.57163645e-01  3.28879875e-09  3.44418172e-09  1.56623676e-07  2.90162916e-08  1.00000000e+00 
 3.08224557e-08  3.23192065e-09  3.19302610e-09  4.57162858e-01  3.26435597e-09  4.57162858e-01  3.28879870e-09  3.44418166e-09  1.56622621e-07  3.08224557e-08  1.00000000e+00 
 3.23746079e-08  4.57163624e-01  3.19302609e-09  4.57163624e-01  3.26435595e-09  4.57163624e-01  3.28879875e-09  3.44418172e-09  1.56623647e-07  3.23746079e-08  1.00000000e+00 
