 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.02318154e-11  3.45475446e-09  3.36791430e-09  3.34159862e-09  3.46900871e-09  3.31227594e-09  3.28151383e-09  3.38642051e-09  1.73582720e-07  1.29981004e-09  1.00000000e+00 
 2.07293738e-09  4.65801080e-01  3.36791438e-09  3.34159867e-09  3.46900880e-09  3.31227602e-09  3.28151394e-09  3.38642060e-09  1.73583562e-07  2.45053400e-09  1.00000000e+00 
 3.96261157e-09  3.45475448e-09  4.65801082e-01  3.34159870e-09  3.46900877e-09  3.31227605e-09  3.28151391e-09  3.38642062e-09  1.73583569e-07  4.17510648e-09  1.00000000e+00 
 6.07002448e-09  4.65801708e-01  4.65801708e-01  3.34159870e-09  3.46900880e-09  3.31227607e-09  3.28151395e-09  3.38642072e-09  1.73584432e-07  6.26590690e-09  1.00000000e+00 
 7.81690801e-09  3.45475453e-09  3.36791435e-09  4.65801050e-01  3.46900877e-09  3.31227598e-09  3.28151385e-09  3.38642056e-09  1.73583519e-07  8.00859823e-09  1.00000000e+00 
 9.92818627e-09  4.65801672e-01  3.36791432e-09  4.65801672e-01  3.46900880e-09  3.31227607e-09  3.28151395e-09  3.38642072e-09  1.73584386e-07  1.01112931e-08  1.00000000e+00 
 1.18284902e-08  3.45475457e-09  4.65801664e-01  4.65801664e-01  3.46900880e-09  3.31227606e-09  3.28151395e-09  3.38642072e-09  1.73584372e-07  1.20004273e-08  1.00000000e+00 
 1.39474992e-08  4.65802276e-01  4.65802276e-01  4.65802276e-01  3.46900883e-09  3.31227614e-09  3.28151400e-09  3.38642081e-09  1.73585210e-07  1.41042449e-08  1.00000000e+00 
 1.56975091e-08  3.45475451e-09  3.36791438e-09  3.34159867e-09  4.65801072e-01  3.31227602e-09  3.28151388e-09  3.38642060e-09  1.73583551e-07  1.58399018e-08  1.00000000e+00 
 1.77956849e-08  4.65801688e-01  3.36791438e-09  3.34159876e-09  4.65801687e-01  3.31227612e-09  3.28151395e-09  3.38642072e-09  1.73584404e-07  1.79194757e-08  1.00000000e+00 
 1.97028953e-08  3.45475452e-09  4.65801673e-01  3.34159876e-09  4.65801673e-01  3.31227607e-09  3.28151395e-09  3.38642066e-09  1.73584382e-07  1.98088799e-08  1.00000000e+00 
 2.18310845e-08  4.65802303e-01  4.65802303e-01  3.34159876e-09  4.65802303e-01  3.31227614e-09  3.28151400e-09  3.38642082e-09  1.73585253e-07  2.19162501e-08  1.00000000e+00 
 2.35579023e-08  3.45475452e-09  3.36791438e-09  4.65801648e-01  4.65801648e-01  3.31227606e-09  3.28151395e-09  3.38642066e-09  1.73584343e-07  2.36258586e-08  1.00000000e+00 
