 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.39699873e-10  3.44705934e-09  3.49575144e-09  3.34157467e-09  3.20722352e-09  3.43546423e-09  3.10053562e-09  3.41575318e-09  1.62971437e-07  9.39699873e-10  1.00000000e+00 
 1.66713932e-09  4.60246890e-01  3.49575146e-09  3.34157475e-09  3.20722356e-09  3.43546424e-09  3.10053564e-09  3.41575317e-09  1.62972346e-07  1.66713932e-09  1.00000000e+00 
 2.90521740e-09  3.44705930e-09  4.60246879e-01  3.34157475e-09  3.20722356e-09  3.43546424e-09  3.10053564e-09  3.41575317e-09  1.62972332e-07  2.90521740e-09  1.00000000e+00 
 4.74843631e-09  4.60247568e-01  4.60247568e-01  3.34157478e-09  3.20722360e-09  3.43546425e-09  3.10053566e-09  3.41575323e-09  1.62973260e-07  4.74843631e-09  1.00000000e+00 
 6.09128392e-09  3.44705936e-09  3.49575146e-09  4.60246935e-01  3.20722356e-09  3.43546418e-09  3.10053564e-09  3.41575318e-09  1.62972415e-07  6.09128392e-09  1.00000000e+00 
 7.96937627e-09  4.60247595e-01  3.49575152e-09  4.60247595e-01  3.20722362e-09  3.43546422e-09  3.10053563e-09  3.41575325e-09  1.62973286e-07  7.96937627e-09  1.00000000e+00 
 9.53765777e-09  3.44705937e-09  4.60247604e-01  4.60247604e-01  3.20722362e-09  3.43546422e-09  3.10053563e-09  3.41575325e-09  1.62973295e-07  9.53765777e-09  1.00000000e+00 
 1.14103642e-08  4.60248234e-01  4.60248234e-01  4.60248234e-01  3.20722369e-09  3.43546427e-09  3.10053568e-09  3.41575334e-09  1.62974154e-07  1.14103642e-08  1.00000000e+00 
 1.31134925e-08  3.44705931e-09  3.49575147e-09  3.34157475e-09  4.60246898e-01  3.43546418e-09  3.10053558e-09  3.41575323e-09  1.62972359e-07  1.31134925e-08  1.00000000e+00 
 1.49568322e-08  4.60247575e-01  3.49575150e-09  3.34157484e-09  4.60247575e-01  3.43546425e-09  3.10053561e-09  3.41575329e-09  1.62973268e-07  1.49568322e-08  1.00000000e+00 
 1.65158056e-08  3.44705940e-09  4.60247575e-01  3.34157484e-09  4.60247575e-01  3.43546420e-09  3.10053566e-09  3.41575329e-09  1.62973271e-07  1.65158056e-08  1.00000000e+00 
 1.83856130e-08  4.60248212e-01  4.60248212e-01  3.34157493e-09  4.60248212e-01  3.43546421e-09  3.10053568e-09  3.41575333e-09  1.62974114e-07  1.83856130e-08  1.00000000e+00 
 1.96907095e-08  3.44705934e-09  3.49575150e-09  4.60247608e-01  4.60247608e-01  3.43546426e-09  3.10053567e-09  3.41575329e-09  1.62973301e-07  1.96907095e-08  1.00000000e+00 
 2.15396554e-08  4.60248275e-01  3.49575158e-09  4.60248275e-01  4.60248275e-01  3.43546426e-09  3.10053567e-09  3.41575327e-09  1.62974207e-07  2.15396554e-08  1.00000000e+00 
 2.30981314e-08  3.44705937e-09  4.60248267e-01  4.60248267e-01  4.60248267e-01  3.43546427e-09  3.10053568e-09  3.41575334e-09  1.62974191e-07  2.30981314e-08  1.00000000e+00 
