 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.32608657e-10  3.07443111e-09  3.52561916e-09  3.31961688e-09  3.33164150e-09  3.24429802e-09  3.45245563e-09  3.69721883e-09  1.51491216e-07  9.32608657e-10  1.00000000e+00 
 1.46454227e-09  4.54880121e-01  3.52561923e-09  3.31961697e-09  3.33164155e-09  3.24429805e-09  3.45245566e-09  3.69721885e-09  1.51492249e-07  1.46454227e-09  1.00000000e+00 
 2.62797784e-09  3.07443115e-09  4.54880166e-01  3.31961697e-09  3.33164161e-09  3.24429806e-09  3.45245567e-09  3.69721891e-09  1.51492315e-07  2.62797784e-09  1.00000000e+00 
 4.05660217e-09  4.54880942e-01  4.54880942e-01  3.31961700e-09  3.33164160e-09  3.24429809e-09  3.45245575e-09  3.69721894e-09  1.51493342e-07  4.05660217e-09  1.00000000e+00 
 5.74482328e-09  3.07443115e-09  3.52561924e-09  4.54880121e-01  3.33164161e-09  3.24429805e-09  3.45245566e-09  3.69721891e-09  1.51492254e-07  5.74482328e-09  1.00000000e+00 
 7.22381088e-09  4.54880920e-01  3.52561931e-09  4.54880920e-01  3.33164160e-09  3.24429809e-09  3.45245570e-09  3.69721888e-09  1.51493317e-07  7.22381088e-09  1.00000000e+00 
 8.83055407e-09  3.07443118e-09  4.54880939e-01  4.54880939e-01  3.33164160e-09  3.24429809e-09  3.45245570e-09  3.69721888e-09  1.51493340e-07  8.83055407e-09  1.00000000e+00 
 1.03124762e-08  4.54881723e-01  4.54881723e-01  4.54881723e-01  3.33164165e-09  3.24429819e-09  3.45245575e-09  3.69721892e-09  1.51494362e-07  1.03124762e-08  1.00000000e+00 
 1.14238361e-08  3.07443115e-09  3.52561924e-09  3.31961697e-09  4.54880119e-01  3.24429805e-09  3.45245572e-09  3.69721891e-09  1.51492242e-07  1.14238361e-08  1.00000000e+00 
 1.28817206e-08  4.54880941e-01  3.52561931e-09  3.31961700e-09  4.54880941e-01  3.24429809e-09  3.45245570e-09  3.69721888e-09  1.51493333e-07  1.28817206e-08  1.00000000e+00 
 1.44806549e-08  3.07443118e-09  4.54880969e-01  3.31961700e-09  4.54880969e-01  3.24429809e-09  3.45245570e-09  3.69721888e-09  1.51493356e-07  1.44806549e-08  1.00000000e+00 
 1.59621223e-08  4.54881766e-01  4.54881766e-01  3.31961698e-09  4.54881766e-01  3.24429814e-09  3.45245574e-09  3.69721892e-09  1.51494427e-07  1.59621223e-08  1.00000000e+00 
 1.76108372e-08  3.07443118e-09  3.52561931e-09  4.54880930e-01  4.54880930e-01  3.24429809e-09  3.45245570e-09  3.69721888e-09  1.51493322e-07  1.76108372e-08  1.00000000e+00 
 1.90694465e-08  4.54881709e-01  3.52561939e-09  4.54881709e-01  4.54881709e-01  3.24429813e-09  3.45245579e-09  3.69721897e-09  1.51494355e-07  1.90694465e-08  1.00000000e+00 
 2.06663202e-08  3.07443122e-09  4.54881740e-01  4.54881740e-01  4.54881740e-01  3.24429813e-09  3.45245579e-09  3.69721897e-09  1.51494386e-07  2.06663202e-08  1.00000000e+00 
 2.21420677e-08  4.54882546e-01  4.54882546e-01  4.54882546e-01  4.54882546e-01  3.24429817e-09  3.45245578e-09  3.69721894e-09  1.51495471e-07  2.21420677e-08  1.00000000e+00 
 2.16615348e-08  3.07443115e-09  3.52561924e-09  3.31961697e-09  3.33164155e-09  4.54880141e-01  3.45245572e-09  3.69721891e-09  1.51492284e-07  2.16615348e-08  1.00000000e+00 
 2.30916939e-08  4.54880944e-01  3.52561931e-09  3.31961700e-09  3.33164160e-09  4.54880944e-01  3.45245570e-09  3.69721888e-09  1.51493340e-07  2.30916939e-08  1.00000000e+00 
 2.46760550e-08  3.07443118e-09  4.54880954e-01  3.31961700e-09  3.33164160e-09  4.54880954e-01  3.45245570e-09  3.69721888e-09  1.51493342e-07  2.46760550e-08  1.00000000e+00 
 2.61478093e-08  4.54881755e-01  4.54881755e-01  3.31961704e-09  3.33164166e-09  4.54881755e-01  3.45245580e-09  3.69721897e-09  1.51494402e-07  2.61478093e-08  1.00000000e+00 
 2.78040417e-08  3.07443118e-09  3.52561931e-09  4.54880936e-01  3.33164160e-09  4.54880936e-01  3.45245570e-09  3.69721888e-09  1.51493323e-07  2.78040417e-08  1.00000000e+00 
 2.92657845e-08  4.54881728e-01  3.52561940e-09  4.54881728e-01  3.33164165e-09  4.54881728e-01  3.45245580e-09  3.69721892e-09  1.51494366e-07  2.92657845e-08  1.00000000e+00 
 3.08584305e-08  3.07443124e-09  4.54881750e-01  4.54881750e-01  3.33164166e-09  4.54881750e-01  3.45245580e-09  3.69721892e-09  1.51494403e-07  3.08584305e-08  1.00000000e+00 
 3.23246354e-08  4.54882534e-01  4.54882534e-01  4.54882534e-01  3.33164171e-09  4.54882534e-01  3.45245578e-09  3.69721894e-09  1.51495450e-07  3.23246354e-08  1.00000000e+00 
 3.33939312e-08  3.07443119e-09  3.52561931e-09  3.31961694e-09  4.54880946e-01  4.54880946e-01  3.45245570e-09  3.69721894e-09  1.51493351e-07  3.33939312e-08  1.00000000e+00 
 3.48400206e-08  4.54881719e-01  3.52561940e-09  3.31961698e-09  4.54881719e-01  4.54881719e-01  3.45245574e-09  3.69721897e-09  1.51494363e-07  3.48400206e-08  1.00000000e+00 
 3.64280979e-08  3.07443123e-09  4.54881720e-01  3.31961698e-09  4.54881720e-01  4.54881720e-01  3.45245580e-09  3.69721897e-09  1.51494348e-07  3.64280979e-08  1.00000000e+00 
 3.79068652e-08  4.54882543e-01  4.54882543e-01  3.31961701e-09  4.54882543e-01  4.54882543e-01  3.45245584e-09  3.69721894e-09  1.51495443e-07  3.79068652e-08  1.00000000e+00 
