 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.02482289e-09  3.31446127e-09  3.30413840e-09  3.27135938e-09  3.46371000e-09  3.44588469e-09  3.35816469e-09  3.15487189e-09  1.55867216e-07  1.02482289e-09  1.00000000e+00 
 1.57110946e-09  4.58142534e-01  3.30413837e-09  3.27135940e-09  3.46371012e-09  3.44588468e-09  3.35816474e-09  3.15487194e-09  1.55868235e-07  1.57110946e-09  1.00000000e+00 
 2.68877187e-09  3.31446125e-09  4.58142544e-01  3.27135940e-09  3.46371006e-09  3.44588474e-09  3.35816473e-09  3.15487194e-09  1.55868245e-07  2.68877187e-09  1.00000000e+00 
 4.21216129e-09  4.58143259e-01  4.58143260e-01  3.27135942e-09  3.46371017e-09  3.44588479e-09  3.35816478e-09  3.15487198e-09  1.55869200e-07  4.21216129e-09  1.00000000e+00 
 5.63890268e-09  3.31446131e-09  3.30413837e-09  4.58142511e-01  3.46371011e-09  3.44588468e-09  3.35816474e-09  3.15487193e-09  1.55868189e-07  5.63890268e-09  1.00000000e+00 
 7.25245997e-09  4.58143258e-01  3.30413844e-09  4.58143258e-01  3.46371017e-09  3.44588479e-09  3.35816478e-09  3.15487198e-09  1.55869184e-07  7.25245997e-09  1.00000000e+00 
 8.90423024e-09  3.31446134e-09  4.58143254e-01  4.58143254e-01  3.46371023e-09  3.44588479e-09  3.35816478e-09  3.15487198e-09  1.55869167e-07  8.90423024e-09  1.00000000e+00 
 1.05216174e-08  4.58144000e-01  4.58144000e-01  4.58144000e-01  3.46371035e-09  3.44588484e-09  3.35816483e-09  3.15487204e-09  1.55870178e-07  1.05216174e-08  1.00000000e+00 
 1.23035733e-08  3.31446131e-09  3.30413837e-09  3.27135940e-09  4.58142570e-01  3.44588469e-09  3.35816473e-09  3.15487194e-09  1.55868276e-07  1.23035733e-08  1.00000000e+00 
 1.38823495e-08  4.58143310e-01  3.30413839e-09  3.27135937e-09  4.58143310e-01  3.44588479e-09  3.35816478e-09  3.15487199e-09  1.55869258e-07  1.38823495e-08  1.00000000e+00 
 1.55223034e-08  3.31446135e-09  4.58143303e-01  3.27135937e-09  4.58143303e-01  3.44588479e-09  3.35816478e-09  3.15487199e-09  1.55869248e-07  1.55223034e-08  1.00000000e+00 
 1.71322512e-08  4.58144037e-01  4.58144037e-01  3.27135944e-09  4.58144037e-01  3.44588484e-09  3.35816482e-09  3.15487203e-09  1.55870237e-07  1.71322512e-08  1.00000000e+00 
 1.85219733e-08  3.31446135e-09  3.30413839e-09  4.58143311e-01  4.58143311e-01  3.44588479e-09  3.35816478e-09  3.15487199e-09  1.55869260e-07  1.85219733e-08  1.00000000e+00 
 2.01086365e-08  4.58144020e-01  3.30413841e-09  4.58144020e-01  4.58144020e-01  3.44588485e-09  3.35816483e-09  3.15487204e-09  1.55870206e-07  2.01086365e-08  1.00000000e+00 
 2.17473399e-08  3.31446139e-09  4.58144048e-01  4.58144048e-01  4.58144048e-01  3.44588479e-09  3.35816483e-09  3.15487204e-09  1.55870247e-07  2.17473399e-08  1.00000000e+00 
 2.33515109e-08  4.58144759e-01  4.58144759e-01  4.58144759e-01  4.58144759e-01  3.44588484e-09  3.35816487e-09  3.15487208e-09  1.55871203e-07  2.33515109e-08  1.00000000e+00 
 2.52893884e-08  3.31446131e-09  3.30413842e-09  3.27135940e-09  3.46371006e-09  4.58142523e-01  3.35816474e-09  3.15487194e-09  1.55868212e-07  2.52893884e-08  1.00000000e+00 
 2.68390465e-08  4.58143279e-01  3.30413838e-09  3.27135937e-09  3.46371023e-09  4.58143279e-01  3.35816478e-09  3.15487198e-09  1.55869220e-07  2.68390465e-08  1.00000000e+00 
 2.84610806e-08  3.31446134e-09  4.58143265e-01  3.27135937e-09  3.46371023e-09  4.58143264e-01  3.35816478e-09  3.15487198e-09  1.55869196e-07  2.84610806e-08  1.00000000e+00 
 3.00560146e-08  4.58143984e-01  4.58143984e-01  3.27135945e-09  3.46371029e-09  4.58143984e-01  3.35816483e-09  3.15487203e-09  1.55870161e-07  3.00560146e-08  1.00000000e+00 
 3.14510586e-08  3.31446134e-09  3.30413838e-09  4.58143267e-01  3.46371023e-09  4.58143267e-01  3.35816478e-09  3.15487198e-09  1.55869200e-07  3.14510586e-08  1.00000000e+00 
 3.30429444e-08  4.58144004e-01  3.30413841e-09  4.58144004e-01  3.46371035e-09  4.58144004e-01  3.35816483e-09  3.15487204e-09  1.55870187e-07  3.30429444e-08  1.00000000e+00 
 3.46795090e-08  3.31446139e-09  4.58143997e-01  4.58143997e-01  3.46371029e-09  4.58143997e-01  3.35816483e-09  3.15487204e-09  1.55870169e-07  3.46795090e-08  1.00000000e+00 
 3.62786849e-08  4.58144746e-01  4.58144746e-01  4.58144746e-01  3.46371047e-09  4.58144746e-01  3.35816487e-09  3.15487208e-09  1.55871177e-07  3.62786849e-08  1.00000000e+00 
 3.79954557e-08  3.31446134e-09  3.30413844e-09  3.27135942e-09  4.58143282e-01  4.58143282e-01  3.35816478e-09  3.15487198e-09  1.55869208e-07  3.79954557e-08  1.00000000e+00 
 3.95573210e-08  4.58144034e-01  3.30413841e-09  3.27135945e-09  4.58144034e-01  4.58144034e-01  3.35816483e-09  3.15487204e-09  1.55870227e-07  3.95573210e-08  1.00000000e+00 
