 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.86553061e-10  3.30575441e-09  3.34917867e-09  3.31625008e-09  3.27153971e-09  3.57467506e-09  3.22688406e-09  3.48522051e-09  1.62246435e-07  9.86553061e-10  1.00000000e+00 
 1.52509472e-09  4.59961598e-01  3.34917871e-09  3.31625012e-09  3.27153978e-09  3.57467516e-09  3.22688415e-09  3.48522061e-09  1.62247361e-07  1.52509472e-09  1.00000000e+00 
 2.52262566e-09  3.30575445e-09  4.59961581e-01  3.31625012e-09  3.27153978e-09  3.57467516e-09  3.22688409e-09  3.48522060e-09  1.62247329e-07  2.52262566e-09  1.00000000e+00 
 4.02082634e-09  4.59962305e-01  4.59962305e-01  3.31625017e-09  3.27153984e-09  3.57467521e-09  3.22688418e-09  3.48522076e-09  1.62248304e-07  4.02082634e-09  1.00000000e+00 
 5.52446977e-09  3.30575445e-09  3.34917870e-09  4.59961584e-01  3.27153978e-09  3.57467516e-09  3.22688409e-09  3.48522066e-09  1.62247343e-07  5.52446977e-09  1.00000000e+00 
 7.12307013e-09  4.59962281e-01  3.34917880e-09  4.59962281e-01  3.27153983e-09  3.57467521e-09  3.22688412e-09  3.48522070e-09  1.62248289e-07  7.12307013e-09  1.00000000e+00 
 8.62301874e-09  3.30575449e-09  4.59962284e-01  4.59962284e-01  3.27153983e-09  3.57467527e-09  3.22688412e-09  3.48522070e-09  1.62248291e-07  8.62301874e-09  1.00000000e+00 
 1.02295985e-08  4.59962983e-01  4.59962983e-01  4.59962982e-01  3.27153991e-09  3.57467538e-09  3.22688416e-09  3.48522081e-09  1.62249227e-07  1.02295985e-08  1.00000000e+00 
 1.14682663e-08  3.30575445e-09  3.34917876e-09  3.31625012e-09  4.59961599e-01  3.57467516e-09  3.22688409e-09  3.48522066e-09  1.62247362e-07  1.14682663e-08  1.00000000e+00 
 1.30360647e-08  4.59962308e-01  3.34917880e-09  3.31625017e-09  4.59962307e-01  3.57467521e-09  3.22688412e-09  3.48522071e-09  1.62248324e-07  1.30360647e-08  1.00000000e+00 
 1.45293200e-08  3.30575449e-09  4.59962288e-01  3.31625017e-09  4.59962288e-01  3.57467521e-09  3.22688412e-09  3.48522070e-09  1.62248300e-07  1.45293200e-08  1.00000000e+00 
