 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.41817291e-10  3.29111194e-09  3.71392894e-09  3.23579717e-09  3.25542132e-09  3.13835828e-09  3.23279443e-09  3.21716191e-09  1.58810150e-07  9.41817291e-10  1.00000000e+00 
 1.63083769e-09  4.58435617e-01  3.71392893e-09  3.23579725e-09  3.25542143e-09  3.13835833e-09  3.23279452e-09  3.21716201e-09  1.58811155e-07  1.63083769e-09  1.00000000e+00 
 2.70235745e-09  3.29111197e-09  4.58435613e-01  3.23579720e-09  3.25542137e-09  3.13835833e-09  3.23279452e-09  3.21716195e-09  1.58811156e-07  2.70235745e-09  1.00000000e+00 
 4.35945680e-09  4.58436338e-01  4.58436338e-01  3.23579722e-09  3.25542147e-09  3.13835843e-09  3.23279461e-09  3.21716203e-09  1.58812124e-07  4.35945680e-09  1.00000000e+00 
 5.59592905e-09  3.29111197e-09  3.71392899e-09  4.58435577e-01  3.25542137e-09  3.13835839e-09  3.23279451e-09  3.21716200e-09  1.58811121e-07  5.59592905e-09  1.00000000e+00 
 7.30324246e-09  4.58436280e-01  3.71392903e-09  4.58436279e-01  3.25542146e-09  3.13835843e-09  3.23279460e-09  3.21716203e-09  1.58812034e-07  7.30324246e-09  1.00000000e+00 
 8.67733263e-09  3.29111199e-09  4.58436305e-01  4.58436305e-01  3.25542141e-09  3.13835843e-09  3.23279460e-09  3.21716198e-09  1.58812078e-07  8.67733263e-09  1.00000000e+00 
 1.03855626e-08  4.58437025e-01  4.58437024e-01  4.58437024e-01  3.25542146e-09  3.13835842e-09  3.23279469e-09  3.21716207e-09  1.58813054e-07  1.03855626e-08  1.00000000e+00 
 1.26786546e-08  3.29111197e-09  3.71392899e-09  3.23579720e-09  4.58435606e-01  3.13835833e-09  3.23279452e-09  3.21716200e-09  1.58811131e-07  1.26786546e-08  1.00000000e+00 
 1.43568855e-08  4.58436358e-01  3.71392904e-09  3.23579728e-09  4.58436358e-01  3.13835844e-09  3.23279461e-09  3.21716198e-09  1.58812159e-07  1.43568855e-08  1.00000000e+00 
 1.57267763e-08  3.29111199e-09  4.58436325e-01  3.23579728e-09  4.58436325e-01  3.13835844e-09  3.23279461e-09  3.21716198e-09  1.58812115e-07  1.57267763e-08  1.00000000e+00 
 1.74337842e-08  4.58437056e-01  4.58437056e-01  3.23579724e-09  4.58437056e-01  3.13835842e-09  3.23279475e-09  3.21716207e-09  1.58813084e-07  1.74337842e-08  1.00000000e+00 
 1.86419840e-08  3.29111199e-09  3.71392903e-09  4.58436299e-01  4.58436299e-01  3.13835843e-09  3.23279460e-09  3.21716198e-09  1.58812077e-07  1.86419840e-08  1.00000000e+00 
 2.03310861e-08  4.58437031e-01  3.71392909e-09  4.58437031e-01  4.58437031e-01  3.13835848e-09  3.23279470e-09  3.21716207e-09  1.58813072e-07  2.03310861e-08  1.00000000e+00 
 2.17017160e-08  3.29111201e-09  4.58437030e-01  4.58437031e-01  4.58437031e-01  3.13835847e-09  3.23279475e-09  3.21716207e-09  1.58813061e-07  2.17017160e-08  1.00000000e+00 
 2.34048372e-08  4.58437720e-01  4.58437720e-01  4.58437720e-01  4.58437720e-01  3.13835847e-09  3.23279478e-09  3.21716211e-09  1.58813983e-07  2.34048372e-08  1.00000000e+00 
 2.43973446e-08  3.29111197e-09  3.71392899e-09  3.23579719e-09  3.25542137e-09  4.58435594e-01  3.23279452e-09  3.21716200e-09  1.58811131e-07  2.43973446e-08  1.00000000e+00 
 2.60546145e-08  4.58436307e-01  3.71392903e-09  3.23579728e-09  3.25542141e-09  4.58436307e-01  3.23279461e-09  3.21716198e-09  1.58812076e-07  2.60546145e-08  1.00000000e+00 
 2.74144512e-08  3.29111199e-09  4.58436296e-01  3.23579727e-09  3.25542141e-09  4.58436296e-01  3.23279460e-09  3.21716197e-09  1.58812065e-07  2.74144512e-08  1.00000000e+00 
 2.91124067e-08  4.58437020e-01  4.58437020e-01  3.23579730e-09  3.25542151e-09  4.58437019e-01  3.23279469e-09  3.21716207e-09  1.58813051e-07  2.91124067e-08  1.00000000e+00 
 3.03290832e-08  3.29111199e-09  3.71392903e-09  4.58436252e-01  3.25542140e-09  4.58436252e-01  3.23279460e-09  3.21716197e-09  1.58811996e-07  3.03290832e-08  1.00000000e+00 
 3.20280336e-08  4.58436998e-01  3.71392909e-09  4.58436998e-01  3.25542146e-09  4.58436998e-01  3.23279475e-09  3.21716202e-09  1.58813019e-07  3.20280336e-08  1.00000000e+00 
 3.33998855e-08  3.29111202e-09  4.58437010e-01  4.58437010e-01  3.25542152e-09  4.58437010e-01  3.23279469e-09  3.21716207e-09  1.58813048e-07  3.33998855e-08  1.00000000e+00 
 3.51004914e-08  4.58437716e-01  4.58437716e-01  4.58437716e-01  3.25542150e-09  4.58437716e-01  3.23279478e-09  3.21716211e-09  1.58813992e-07  3.51004914e-08  1.00000000e+00 
 3.73318016e-08  3.29111199e-09  3.71392903e-09  3.23579728e-09  4.58436309e-01  4.58436309e-01  3.23279461e-09  3.21716198e-09  1.58812084e-07  3.73318016e-08  1.00000000e+00 
 3.90016339e-08  4.58437022e-01  3.71392909e-09  3.23579725e-09  4.58437022e-01  4.58437022e-01  3.23279470e-09  3.21716202e-09  1.58813047e-07  3.90016339e-08  1.00000000e+00 
 4.03630906e-08  3.29111202e-09  4.58437037e-01  3.23579725e-09  4.58437037e-01  4.58437037e-01  3.23279470e-09  3.21716207e-09  1.58813072e-07  4.03630906e-08  1.00000000e+00 
