 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58624103e-07  3.19158380e-09  3.57986996e-09  3.55428873e-09  3.41158905e-09  3.33444659e-09  3.46733777e-09  3.35243997e-09  1.58624103e-07  4.54039650e-09  1.00000000e+00 
 1.58625126e-07  4.59437907e-01  3.57987002e-09  3.55428872e-09  3.41158911e-09  3.33444662e-09  3.46733781e-09  3.35244004e-09  1.58625126e-07  7.36071115e-09  1.00000000e+00 
 1.58625128e-07  3.19158385e-09  4.59437908e-01  3.55428878e-09  3.41158911e-09  3.33444662e-09  3.46733781e-09  3.35244004e-09  1.58625128e-07  1.29946898e-08  1.00000000e+00 
 1.58626082e-07  4.59438618e-01  4.59438618e-01  3.55428882e-09  3.41158911e-09  3.33444665e-09  3.46733785e-09  3.35244016e-09  1.58626082e-07  2.03308161e-08  1.00000000e+00 
 1.58625088e-07  3.19158385e-09  3.57987002e-09  4.59437881e-01  3.41158912e-09  3.33444663e-09  3.46733782e-09  3.35244004e-09  1.58625088e-07  2.68557585e-08  1.00000000e+00 
 1.58626085e-07  4.59438617e-01  3.57987008e-09  4.59438617e-01  3.41158918e-09  3.33444667e-09  3.46733786e-09  3.35244011e-09  1.58626085e-07  3.44174396e-08  1.00000000e+00 
 1.58626086e-07  3.19158389e-09  4.59438600e-01  4.59438600e-01  3.41158911e-09  3.33444665e-09  3.46733785e-09  3.35244009e-09  1.58626086e-07  4.19315711e-08  1.00000000e+00 
 1.58627001e-07  4.59439304e-01  4.59439303e-01  4.59439303e-01  3.41158922e-09  3.33444668e-09  3.46733789e-09  3.35244015e-09  1.58627001e-07  4.94946448e-08  1.00000000e+00 
 1.58625156e-07  3.19158385e-09  3.57987002e-09  3.55428872e-09  4.59437936e-01  3.33444662e-09  3.46733781e-09  3.35244004e-09  1.58625156e-07  5.34452909e-08  1.00000000e+00 
 1.58626142e-07  4.59438651e-01  3.57987008e-09  3.55428877e-09  4.59438651e-01  3.33444667e-09  3.46733786e-09  3.35244011e-09  1.58626142e-07  6.08736741e-08  1.00000000e+00 
 1.58626099e-07  3.19158390e-09  4.59438627e-01  3.55428877e-09  4.59438627e-01  3.33444667e-09  3.46733786e-09  3.35244011e-09  1.58626099e-07  6.83583607e-08  1.00000000e+00 
 1.58627048e-07  4.59439334e-01  4.59439333e-01  3.55428886e-09  4.59439334e-01  3.33444668e-09  3.46733789e-09  3.35244016e-09  1.58627048e-07  7.59108900e-08  1.00000000e+00 
 1.58626090e-07  3.19158390e-09  3.57987008e-09  4.59438614e-01  4.59438614e-01  3.33444667e-09  3.46733786e-09  3.35244011e-09  1.58626090e-07  8.22772108e-08  1.00000000e+00 
 1.58627065e-07  4.59439341e-01  3.57987013e-09  4.59439341e-01  4.59439341e-01  3.33444668e-09  3.46733789e-09  3.35244021e-09  1.58627065e-07  8.97486814e-08  1.00000000e+00 
 1.58627019e-07  3.19158393e-09  4.59439314e-01  4.59439314e-01  4.59439314e-01  3.33444668e-09  3.46733789e-09  3.35244016e-09  1.58627019e-07  9.72301564e-08  1.00000000e+00 
 1.58628005e-07  4.59440044e-01  4.59440044e-01  4.59440044e-01  4.59440044e-01  3.33444672e-09  3.46733793e-09  3.35244022e-09  1.58628005e-07  1.04756481e-07  1.00000000e+00 
