 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.08954623e-09  3.38192561e-09  3.35921380e-09  3.25182921e-09  3.34461514e-09  3.35845034e-09  3.48639672e-09  3.24587812e-09  1.60127068e-07  1.08954623e-09  1.00000000e+00 
 1.63272773e-09  4.58498043e-01  3.35921387e-09  3.25182926e-09  3.34461519e-09  3.35845038e-09  3.48639668e-09  3.24587824e-09  1.60128018e-07  1.63272773e-09  1.00000000e+00 
 2.78881629e-09  3.38192569e-09  4.58498011e-01  3.25182925e-09  3.34461525e-09  3.35845038e-09  3.48639673e-09  3.24587829e-09  1.60127975e-07  2.78881629e-09  1.00000000e+00 
 4.25804103e-09  4.58498785e-01  4.58498785e-01  3.25182931e-09  3.34461525e-09  3.35845047e-09  3.48639669e-09  3.24587836e-09  1.60129020e-07  4.25804103e-09  1.00000000e+00 
 5.76997650e-09  3.38192569e-09  3.35921381e-09  4.58498030e-01  3.34461519e-09  3.35845038e-09  3.48639668e-09  3.24587823e-09  1.60127988e-07  5.76997650e-09  1.00000000e+00 
 7.32971017e-09  4.58498775e-01  3.35921388e-09  4.58498775e-01  3.34461525e-09  3.35845042e-09  3.48639675e-09  3.24587836e-09  1.60129000e-07  7.32971017e-09  1.00000000e+00 
 9.02955577e-09  3.38192578e-09  4.58498756e-01  4.58498757e-01  3.34461525e-09  3.35845041e-09  3.48639674e-09  3.24587835e-09  1.60128975e-07  9.02955577e-09  1.00000000e+00 
 1.05936593e-08  4.58499469e-01  4.58499469e-01  4.58499469e-01  3.34461531e-09  3.35845046e-09  3.48639672e-09  3.24587853e-09  1.60129925e-07  1.05936593e-08  1.00000000e+00 
 1.21691812e-08  3.38192563e-09  3.35921387e-09  3.25182926e-09  4.58498012e-01  3.35845038e-09  3.48639668e-09  3.24587829e-09  1.60127973e-07  1.21691812e-08  1.00000000e+00 
 1.36941551e-08  4.58498768e-01  3.35921393e-09  3.25182931e-09  4.58498768e-01  3.35845042e-09  3.48639669e-09  3.24587841e-09  1.60128985e-07  1.36941551e-08  1.00000000e+00 
 1.53812536e-08  3.38192578e-09  4.58498740e-01  3.25182930e-09  4.58498740e-01  3.35845041e-09  3.48639674e-09  3.24587835e-09  1.60128961e-07  1.53812536e-08  1.00000000e+00 
 1.69387917e-08  4.58499455e-01  4.58499455e-01  3.25182936e-09  4.58499455e-01  3.35845046e-09  3.48639672e-09  3.24587847e-09  1.60129919e-07  1.69387917e-08  1.00000000e+00 
 1.84202875e-08  3.38192578e-09  3.35921388e-09  4.58498740e-01  4.58498740e-01  3.35845041e-09  3.48639674e-09  3.24587835e-09  1.60128966e-07  1.84202875e-08  1.00000000e+00 
 1.99568220e-08  4.58499465e-01  3.35921401e-09  4.58499465e-01  4.58499465e-01  3.35845051e-09  3.48639672e-09  3.24587853e-09  1.60129926e-07  1.99568220e-08  1.00000000e+00 
 2.16441833e-08  3.38192580e-09  4.58499434e-01  4.58499434e-01  4.58499434e-01  3.35845045e-09  3.48639676e-09  3.24587846e-09  1.60129883e-07  2.16441833e-08  1.00000000e+00 
