 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.08108367e-09  3.42782246e-09  3.52219014e-09  3.41224059e-09  3.52698319e-09  3.18245753e-09  3.50638119e-09  3.33496402e-09  1.61410220e-07  1.08108367e-09  1.00000000e+00 
 1.77598736e-09  4.59364522e-01  3.52219017e-09  3.41224064e-09  3.52698317e-09  3.18245753e-09  3.50638123e-09  3.33496406e-09  1.61411108e-07  1.77598736e-09  1.00000000e+00 
 2.99507263e-09  3.42782256e-09  4.59364540e-01  3.41224058e-09  3.52698322e-09  3.18245758e-09  3.50638128e-09  3.33496412e-09  1.61411145e-07  2.99507263e-09  1.00000000e+00 
 4.69415085e-09  4.59365212e-01  4.59365212e-01  3.41224063e-09  3.52698320e-09  3.18245763e-09  3.50638132e-09  3.33496410e-09  1.61412065e-07  4.69415085e-09  1.00000000e+00 
 6.46185327e-09  3.42782256e-09  3.52219016e-09  4.59364529e-01  3.52698322e-09  3.18245758e-09  3.50638128e-09  3.33496412e-09  1.61411126e-07  6.46185327e-09  1.00000000e+00 
 8.21018631e-09  4.59365222e-01  3.52219019e-09  4.59365222e-01  3.52698320e-09  3.18245763e-09  3.50638132e-09  3.33496410e-09  1.61412066e-07  8.21018631e-09  1.00000000e+00 
 9.80060122e-09  3.42782254e-09  4.59365221e-01  4.59365221e-01  3.52698326e-09  3.18245764e-09  3.50638126e-09  3.33496415e-09  1.61412070e-07  9.80060122e-09  1.00000000e+00 
 1.15502985e-08  4.59365919e-01  4.59365919e-01  4.59365919e-01  3.52698324e-09  3.18245764e-09  3.50638137e-09  3.33496414e-09  1.61413006e-07  1.15502985e-08  1.00000000e+00 
 1.28616335e-08  3.42782256e-09  3.52219017e-09  3.41224058e-09  4.59364531e-01  3.18245758e-09  3.50638123e-09  3.33496412e-09  1.61411120e-07  1.28616335e-08  1.00000000e+00 
 1.45802659e-08  4.59365244e-01  3.52219019e-09  3.41224064e-09  4.59365244e-01  3.18245764e-09  3.50638127e-09  3.33496415e-09  1.61412097e-07  1.45802659e-08  1.00000000e+00 
 1.61639164e-08  3.42782254e-09  4.59365223e-01  3.41224063e-09  4.59365223e-01  3.18245764e-09  3.50638127e-09  3.33496415e-09  1.61412065e-07  1.61639164e-08  1.00000000e+00 
 1.79117947e-08  4.59365928e-01  4.59365928e-01  3.41224069e-09  4.59365928e-01  3.18245770e-09  3.50638131e-09  3.33496414e-09  1.61413021e-07  1.79117947e-08  1.00000000e+00 
 1.96347330e-08  3.42782254e-09  3.52219019e-09  4.59365218e-01  4.59365219e-01  3.18245764e-09  3.50638126e-09  3.33496415e-09  1.61412058e-07  1.96347330e-08  1.00000000e+00 
 2.13600657e-08  4.59365933e-01  3.52219022e-09  4.59365933e-01  4.59365933e-01  3.18245770e-09  3.50638131e-09  3.33496414e-09  1.61413011e-07  2.13600657e-08  1.00000000e+00 
 2.29422881e-08  3.42782264e-09  4.59365879e-01  4.59365879e-01  4.59365879e-01  3.18245769e-09  3.50638131e-09  3.33496414e-09  1.61412949e-07  2.29422881e-08  1.00000000e+00 
 2.46843399e-08  4.59366627e-01  4.59366627e-01  4.59366627e-01  4.59366627e-01  3.18245775e-09  3.50638135e-09  3.33496423e-09  1.61413982e-07  2.46843399e-08  1.00000000e+00 
 2.69783413e-08  3.42782250e-09  3.52219017e-09  3.41224064e-09  3.52698323e-09  4.59364558e-01  3.50638123e-09  3.33496412e-09  1.61411162e-07  2.69783413e-08  1.00000000e+00 
 2.86678770e-08  4.59365240e-01  3.52219019e-09  3.41224064e-09  3.52698326e-09  4.59365240e-01  3.50638127e-09  3.33496415e-09  1.61412101e-07  2.86678770e-08  1.00000000e+00 
 3.02363006e-08  3.42782254e-09  4.59365230e-01  3.41224063e-09  3.52698326e-09  4.59365230e-01  3.50638127e-09  3.33496415e-09  1.61412082e-07  3.02363006e-08  1.00000000e+00 
 3.19706146e-08  4.59365938e-01  4.59365938e-01  3.41224075e-09  3.52698324e-09  4.59365938e-01  3.50638137e-09  3.33496414e-09  1.61413026e-07  3.19706146e-08  1.00000000e+00 
 3.37020083e-08  3.42782254e-09  3.52219019e-09  4.59365246e-01  3.52698326e-09  4.59365246e-01  3.50638127e-09  3.33496415e-09  1.61412098e-07  3.37020083e-08  1.00000000e+00 
 3.54318814e-08  4.59365927e-01  3.52219022e-09  4.59365927e-01  3.52698329e-09  4.59365927e-01  3.50638136e-09  3.33496419e-09  1.61413008e-07  3.54318814e-08  1.00000000e+00 
 3.70118514e-08  3.42782258e-09  4.59365919e-01  4.59365919e-01  3.52698330e-09  4.59365919e-01  3.50638137e-09  3.33496420e-09  1.61412999e-07  3.70118514e-08  1.00000000e+00 
 3.87469115e-08  4.59366625e-01  4.59366625e-01  4.59366625e-01  3.52698328e-09  4.59366625e-01  3.50638141e-09  3.33496423e-09  1.61413975e-07  3.87469115e-08  1.00000000e+00 
 3.99994988e-08  3.42782254e-09  3.52219019e-09  3.41224064e-09  4.59365261e-01  4.59365261e-01  3.50638132e-09  3.33496410e-09  1.61412128e-07  3.99994988e-08  1.00000000e+00 
 4.17007939e-08  4.59365957e-01  3.52219022e-09  3.41224075e-09  4.59365958e-01  4.59365958e-01  3.50638131e-09  3.33496420e-09  1.61413057e-07  4.17007939e-08  1.00000000e+00 
 4.32677041e-08  3.42782258e-09  4.59365920e-01  3.41224069e-09  4.59365920e-01  4.59365920e-01  3.50638137e-09  3.33496414e-09  1.61413006e-07  4.32677041e-08  1.00000000e+00 
 4.50094930e-08  4.59366627e-01  4.59366627e-01  3.41224080e-09  4.59366627e-01  4.59366627e-01  3.50638141e-09  3.33496418e-09  1.61413961e-07  4.50094930e-08  1.00000000e+00 
 4.67307544e-08  3.42782264e-09  3.52219022e-09  4.59365939e-01  4.59365939e-01  4.59365939e-01  3.50638136e-09  3.33496419e-09  1.61413029e-07  4.67307544e-08  1.00000000e+00 
 4.84521152e-08  4.59366647e-01  3.52219025e-09  4.59366647e-01  4.59366647e-01  4.59366647e-01  3.50638141e-09  3.33496418e-09  1.61413979e-07  4.84521152e-08  1.00000000e+00 
 5.00245747e-08  3.42782262e-09  4.59366617e-01  4.59366617e-01  4.59366617e-01  4.59366617e-01  3.50638135e-09  3.33496418e-09  1.61413958e-07  5.00245747e-08  1.00000000e+00 
 5.17594501e-08  4.59367353e-01  4.59367353e-01  4.59367353e-01  4.59367353e-01  4.59367353e-01  3.50638141e-09  3.33496423e-09  1.61414940e-07  5.17594501e-08  1.00000000e+00 
 5.21794021e-08  3.42782255e-09  3.52219017e-09  3.41224064e-09  3.52698322e-09  3.18245752e-09  4.59364507e-01  3.33496406e-09  1.61411098e-07  5.21794021e-08  1.00000000e+00 
 5.38347393e-08  4.59365197e-01  3.52219019e-09  3.41224063e-09  3.52698320e-09  3.18245764e-09  4.59365197e-01  3.33496410e-09  1.61412016e-07  5.38347393e-08  1.00000000e+00 
