 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.06366116e-09  3.34260920e-09  3.09229711e-09  3.23742806e-09  3.37467338e-09  3.34348496e-09  3.09242710e-09  3.28799519e-09  1.60277644e-07  1.06366116e-09  1.00000000e+00 
 1.77345783e-09  4.58600522e-01  3.09229719e-09  3.23742807e-09  3.37467343e-09  3.34348494e-09  3.09242720e-09  3.28799522e-09  1.60278622e-07  1.77345783e-09  1.00000000e+00 
 2.94627966e-09  3.34260927e-09  4.58600487e-01  3.23742807e-09  3.37467343e-09  3.34348499e-09  3.09242720e-09  3.28799522e-09  1.60278573e-07  2.94627966e-09  1.00000000e+00 
 4.58560834e-09  4.58601181e-01  4.58601181e-01  3.23742809e-09  3.37467348e-09  3.34348502e-09  3.09242718e-09  3.28799526e-09  1.60279521e-07  4.58560834e-09  1.00000000e+00 
 5.98024030e-09  3.34260927e-09  3.09229719e-09  4.58600489e-01  3.37467343e-09  3.34348499e-09  3.09242720e-09  3.28799522e-09  1.60278582e-07  5.98024030e-09  1.00000000e+00 
 7.67007435e-09  4.58601209e-01  3.09229721e-09  4.58601209e-01  3.37467348e-09  3.34348502e-09  3.09242719e-09  3.28799526e-09  1.60279545e-07  7.67007435e-09  1.00000000e+00 
 9.15878218e-09  3.34260941e-09  4.58601185e-01  4.58601185e-01  3.37467348e-09  3.34348502e-09  3.09242718e-09  3.28799526e-09  1.60279515e-07  9.15878218e-09  1.00000000e+00 
 1.08456391e-08  4.58601903e-01  4.58601904e-01  4.58601904e-01  3.37467353e-09  3.34348505e-09  3.09242723e-09  3.28799529e-09  1.60280493e-07  1.08456391e-08  1.00000000e+00 
 1.23936061e-08  3.34260928e-09  3.09229719e-09  3.23742807e-09  4.58600508e-01  3.34348499e-09  3.09242720e-09  3.28799522e-09  1.60278619e-07  1.23936061e-08  1.00000000e+00 
 1.40605891e-08  4.58601215e-01  3.09229722e-09  3.23742808e-09  4.58601215e-01  3.34348497e-09  3.09242719e-09  3.28799520e-09  1.60279554e-07  1.40605891e-08  1.00000000e+00 
 1.55472364e-08  3.34260941e-09  4.58601204e-01  3.23742808e-09  4.58601204e-01  3.34348497e-09  3.09242719e-09  3.28799520e-09  1.60279550e-07  1.55472364e-08  1.00000000e+00 
 1.72347612e-08  4.58601907e-01  4.58601908e-01  3.23742811e-09  4.58601908e-01  3.34348500e-09  3.09242724e-09  3.28799529e-09  1.60280474e-07  1.72347612e-08  1.00000000e+00 
 1.86003675e-08  3.34260941e-09  3.09229722e-09  4.58601224e-01  4.58601224e-01  3.34348497e-09  3.09242719e-09  3.28799520e-09  1.60279581e-07  1.86003675e-08  1.00000000e+00 
 2.02728287e-08  4.58601917e-01  3.09229725e-09  4.58601917e-01  4.58601917e-01  3.34348501e-09  3.09242723e-09  3.28799529e-09  1.60280488e-07  2.02728287e-08  1.00000000e+00 
 2.17584741e-08  3.34260944e-09  4.58601911e-01  4.58601911e-01  4.58601911e-01  3.34348506e-09  3.09242729e-09  3.28799529e-09  1.60280486e-07  2.17584741e-08  1.00000000e+00 
 2.34399451e-08  4.58602627e-01  4.58602627e-01  4.58602627e-01  4.58602627e-01  3.34348509e-09  3.09242733e-09  3.28799532e-09  1.60281454e-07  2.34399451e-08  1.00000000e+00 
 2.39994904e-08  3.34260927e-09  3.09229719e-09  3.23742807e-09  3.37467348e-09  4.58600489e-01  3.09242720e-09  3.28799522e-09  1.60278584e-07  2.39994904e-08  1.00000000e+00 
