 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.57236068e-10  3.39003202e-09  3.24525811e-09  3.36958106e-09  3.23279450e-09  3.77635057e-09  3.22056310e-09  3.45993259e-09  1.58560721e-07  9.57236068e-10  1.00000000e+00 
 1.65752567e-09  4.58928859e-01  3.24525818e-09  3.36958105e-09  3.23279452e-09  3.77635071e-09  3.22056307e-09  3.45993257e-09  1.58561665e-07  1.65752567e-09  1.00000000e+00 
 3.04932968e-09  3.39003206e-09  4.58928870e-01  3.36958110e-09  3.23279453e-09  3.77635071e-09  3.22056312e-09  3.45993263e-09  1.58561663e-07  3.04932968e-09  1.00000000e+00 
 4.76833151e-09  4.58929564e-01  4.58929564e-01  3.36958114e-09  3.23279461e-09  3.77635080e-09  3.22056315e-09  3.45993266e-09  1.58562587e-07  4.76833151e-09  1.00000000e+00 
 6.51836984e-09  3.39003206e-09  3.24525818e-09  4.58928870e-01  3.23279453e-09  3.77635071e-09  3.22056312e-09  3.45993263e-09  1.58561663e-07  6.51836984e-09  1.00000000e+00 
 8.26142355e-09  4.58929575e-01  3.24525814e-09  4.58929575e-01  3.23279461e-09  3.77635080e-09  3.22056315e-09  3.45993267e-09  1.58562604e-07  8.26142355e-09  1.00000000e+00 
 9.98302596e-09  3.39003210e-09  4.58929567e-01  4.58929567e-01  3.23279455e-09  3.77635080e-09  3.22056315e-09  3.45993267e-09  1.58562597e-07  9.98302596e-09  1.00000000e+00 
 1.17237491e-08  4.58930276e-01  4.58930276e-01  4.58930276e-01  3.23279458e-09  3.77635088e-09  3.22056312e-09  3.45993271e-09  1.58563552e-07  1.17237491e-08  1.00000000e+00 
 1.21862413e-08  3.39003200e-09  3.24525818e-09  3.36958104e-09  4.58928835e-01  3.77635071e-09  3.22056312e-09  3.45993263e-09  1.58561624e-07  1.21862413e-08  1.00000000e+00 
 1.39100749e-08  4.58929556e-01  3.24525814e-09  3.36958109e-09  4.58929556e-01  3.77635080e-09  3.22056315e-09  3.45993266e-09  1.58562573e-07  1.39100749e-08  1.00000000e+00 
 1.56295314e-08  3.39003210e-09  4.58929554e-01  3.36958109e-09  4.58929554e-01  3.77635079e-09  3.22056315e-09  3.45993266e-09  1.58562575e-07  1.56295314e-08  1.00000000e+00 
 1.73732246e-08  4.58930296e-01  4.58930297e-01  3.36958113e-09  4.58930297e-01  3.77635089e-09  3.22056312e-09  3.45993265e-09  1.58563578e-07  1.73732246e-08  1.00000000e+00 
 1.90848581e-08  3.39003210e-09  3.24525814e-09  4.58929562e-01  4.58929562e-01  3.77635080e-09  3.22056315e-09  3.45993266e-09  1.58562594e-07  1.90848581e-08  1.00000000e+00 
 2.08109157e-08  4.58930270e-01  3.24525816e-09  4.58930270e-01  4.58930270e-01  3.77635089e-09  3.22056312e-09  3.45993271e-09  1.58563544e-07  2.08109157e-08  1.00000000e+00 
