 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.00328634e-11  3.38918664e-09  3.26693667e-09  3.32069495e-09  3.08838907e-09  3.19472208e-09  3.20821776e-09  3.16404366e-09  1.65717800e-07  1.33920253e-09  1.00000000e+00 
 1.83629822e-09  4.63023717e-01  3.26693673e-09  3.32069496e-09  3.08838915e-09  3.19472214e-09  3.20821780e-09  3.16404365e-09  1.65718706e-07  2.36661890e-09  1.00000000e+00 
 3.61296770e-09  3.38918675e-09  4.63023702e-01  3.32069496e-09  3.08838915e-09  3.19472220e-09  3.20821774e-09  3.16404364e-09  1.65718685e-07  4.00309830e-09  1.00000000e+00 
 5.48462253e-09  4.63024380e-01  4.63024380e-01  3.32069500e-09  3.08838920e-09  3.19472217e-09  3.20821776e-09  3.16404367e-09  1.65719612e-07  5.90992499e-09  1.00000000e+00 
 7.02635816e-09  3.38918669e-09  3.26693673e-09  4.63023730e-01  3.08838915e-09  3.19472220e-09  3.20821780e-09  3.16404365e-09  1.65718731e-07  7.49298579e-09  1.00000000e+00 
 8.90238994e-09  4.63024426e-01  3.26693676e-09  4.63024426e-01  3.08838920e-09  3.19472217e-09  3.20821776e-09  3.16404367e-09  1.65719673e-07  9.41525968e-09  1.00000000e+00 
 1.06950040e-08  3.38918676e-09  4.63024376e-01  4.63024376e-01  3.08838920e-09  3.19472217e-09  3.20821776e-09  3.16404367e-09  1.65719612e-07  1.12474794e-08  1.00000000e+00 
 1.25810971e-08  4.63025064e-01  4.63025064e-01  4.63025064e-01  3.08838930e-09  3.19472221e-09  3.20821777e-09  3.16404369e-09  1.65720543e-07  1.31712596e-08  1.00000000e+00 
 1.41767487e-08  3.38918672e-09  3.26693670e-09  3.32069500e-09  4.63023718e-01  3.19472217e-09  3.20821778e-09  3.16404367e-09  1.65718713e-07  1.47965409e-08  1.00000000e+00 
 1.60468403e-08  4.63024393e-01  3.26693676e-09  3.32069501e-09  4.63024393e-01  3.19472217e-09  3.20821776e-09  3.16404367e-09  1.65719634e-07  1.66994880e-08  1.00000000e+00 
 1.78491746e-08  3.38918682e-09  4.63024367e-01  3.32069506e-09  4.63024367e-01  3.19472218e-09  3.20821781e-09  3.16404367e-09  1.65719594e-07  1.85319635e-08  1.00000000e+00 
 1.97467500e-08  4.63025044e-01  4.63025044e-01  3.32069505e-09  4.63025044e-01  3.19472220e-09  3.20821777e-09  3.16404369e-09  1.65720522e-07  2.04602202e-08  1.00000000e+00 
