 viout#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.05377751e-09  3.47922297e-09  3.50819570e-09  3.21249609e-09  3.07836074e-09  3.32258851e-09  3.47692851e-09  3.26532780e-09  1.58584901e-07  1.05377751e-09  1.00000000e+00 
 1.64781966e-09  4.57160818e-01  3.50819577e-09  3.21249612e-09  3.07836079e-09  3.32258855e-09  3.47692851e-09  3.26532788e-09  1.58585869e-07  1.64781966e-09  1.00000000e+00 
 2.89490742e-09  3.47922297e-09  4.57160811e-01  3.21249612e-09  3.07836079e-09  3.32258855e-09  3.47692851e-09  3.26532788e-09  1.58585875e-07  2.89490742e-09  1.00000000e+00 
 4.41319514e-09  4.57161558e-01  4.57161558e-01  3.21249616e-09  3.07836084e-09  3.32258859e-09  3.47692863e-09  3.26532792e-09  1.58586870e-07  4.41319514e-09  1.00000000e+00 
 5.53061597e-09  3.47922298e-09  3.50819577e-09  4.57160833e-01  3.07836079e-09  3.32258855e-09  3.47692851e-09  3.26532788e-09  1.58585894e-07  5.53061597e-09  1.00000000e+00 
 7.10581105e-09  4.57161561e-01  3.50819583e-09  4.57161561e-01  3.07836084e-09  3.32258859e-09  3.47692863e-09  3.26532792e-09  1.58586884e-07  7.10581105e-09  1.00000000e+00 
 8.79683881e-09  3.47922303e-09  4.57161568e-01  4.57161568e-01  3.07836089e-09  3.32258859e-09  3.47692863e-09  3.26532792e-09  1.58586893e-07  8.79683881e-09  1.00000000e+00 
 1.03770361e-08  4.57162298e-01  4.57162298e-01  4.57162298e-01  3.07836089e-09  3.32258864e-09  3.47692863e-09  3.26532796e-09  1.58587874e-07  1.03770361e-08  1.00000000e+00 
 1.17169989e-08  3.47922297e-09  3.50819576e-09  3.21249612e-09  4.57160798e-01  3.32258855e-09  3.47692857e-09  3.26532782e-09  1.58585844e-07  1.17169989e-08  1.00000000e+00 
 1.32635805e-08  4.57161551e-01  3.50819583e-09  3.21249616e-09  4.57161550e-01  3.32258859e-09  3.47692863e-09  3.26532792e-09  1.58586875e-07  1.32635805e-08  1.00000000e+00 
 1.49475667e-08  3.47922303e-09  4.57161561e-01  3.21249616e-09  4.57161561e-01  3.32258859e-09  3.47692863e-09  3.26532792e-09  1.58586892e-07  1.49475667e-08  1.00000000e+00 
 1.65225842e-08  4.57162289e-01  4.57162289e-01  3.21249620e-09  4.57162289e-01  3.32258864e-09  3.47692863e-09  3.26532796e-09  1.58587881e-07  1.65225842e-08  1.00000000e+00 
 1.76118391e-08  3.47922303e-09  3.50819583e-09  4.57161533e-01  4.57161533e-01  3.32258859e-09  3.47692862e-09  3.26532792e-09  1.58586848e-07  1.76118391e-08  1.00000000e+00 
 1.91671319e-08  4.57162298e-01  3.50819585e-09  4.57162298e-01  4.57162298e-01  3.32258864e-09  3.47692863e-09  3.26532796e-09  1.58587891e-07  1.91671319e-08  1.00000000e+00 
 2.08505497e-08  3.47922309e-09  4.57162258e-01  4.57162258e-01  4.57162258e-01  3.32258863e-09  3.47692869e-09  3.26532790e-09  1.58587821e-07  2.08505497e-08  1.00000000e+00 
 2.24209558e-08  4.57163020e-01  4.57163020e-01  4.57163020e-01  4.57163020e-01  3.32258867e-09  3.47692869e-09  3.26532794e-09  1.58588852e-07  2.24209558e-08  1.00000000e+00 
 2.31007391e-08  3.47922298e-09  3.50819577e-09  3.21249613e-09  3.07836079e-09  4.57160845e-01  3.47692857e-09  3.26532783e-09  1.58585935e-07  2.31007391e-08  1.00000000e+00 
 2.46216914e-08  4.57161555e-01  3.50819583e-09  3.21249616e-09  3.07836089e-09  4.57161555e-01  3.47692863e-09  3.26532792e-09  1.58586878e-07  2.46216914e-08  1.00000000e+00 
 2.62888307e-08  3.47922304e-09  4.57161591e-01  3.21249616e-09  3.07836089e-09  4.57161591e-01  3.47692863e-09  3.26532792e-09  1.58586928e-07  2.62888307e-08  1.00000000e+00 
 2.78538863e-08  4.57162305e-01  4.57162305e-01  3.21249620e-09  3.07836089e-09  4.57162305e-01  3.47692863e-09  3.26532790e-09  1.58587887e-07  2.78538863e-08  1.00000000e+00 
 2.89494366e-08  3.47922303e-09  3.50819584e-09  4.57161571e-01  3.07836089e-09  4.57161571e-01  3.47692863e-09  3.26532792e-09  1.58586913e-07  2.89494366e-08  1.00000000e+00 
 3.05103285e-08  4.57162290e-01  3.50819591e-09  4.57162290e-01  3.07836089e-09  4.57162290e-01  3.47692869e-09  3.26532796e-09  1.58587870e-07  3.05103285e-08  1.00000000e+00 
 3.21911671e-08  3.47922310e-09  4.57162288e-01  4.57162288e-01  3.07836089e-09  4.57162288e-01  3.47692869e-09  3.26532796e-09  1.58587859e-07  3.21911671e-08  1.00000000e+00 
