 v-sweep         i(viout)        v(vout)        
 8.40000000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.91736214e-08  8.40000000e-01 
 8.50000000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  7.90097241e-08  8.50000000e-01 
 8.60000000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  7.88460852e-08  8.60000000e-01 
 8.70000000e-01  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  7.86827048e-08  8.70000000e-01 
 8.80000000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323063e-07  7.85195731e-08  8.80000000e-01 
 8.90000000e-01  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  7.83567016e-08  8.90000000e-01 
 9.00000000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323064e-07  7.81940610e-08  9.00000000e-01 
 9.10000000e-01  6.24291999e-01  6.24291998e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323061e-07  7.80316736e-08  9.10000000e-01 
 9.20000000e-01  6.24292001e-01  6.24292001e-01  6.24292002e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323077e-07  7.78695233e-08  9.20000000e-01 
 9.30000000e-01  6.24292000e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  7.77076039e-08  9.30000000e-01 
 9.40000000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.75459092e-08  9.40000000e-01 
 9.50000000e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323076e-07  7.73844633e-08  9.50000000e-01 
 9.60000000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  7.72232154e-08  9.60000000e-01 
 9.70000000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  7.70621904e-08  9.70000000e-01 
 9.80000000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.69013830e-08  9.80000000e-01 
 9.90000000e-01  6.24292000e-01  6.24291999e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323067e-07  7.67407977e-08  9.90000000e-01 
 1.00000000e+00  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323060e-07  7.65803989e-08  1.00000000e+00 
 1.01000000e+00  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323059e-07  7.64202106e-08  1.01000000e+00 
 1.02000000e+00  6.24292000e-01  6.24291999e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323067e-07  7.62602168e-08  1.02000000e+00 
 1.03000000e+00  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  7.61004246e-08  1.03000000e+00 
 1.04000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323076e-07  7.59408119e-08  1.04000000e+00 
 1.05000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  7.57813750e-08  1.05000000e+00 
 1.06000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  7.56221308e-08  1.06000000e+00 
 1.07000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  7.54630580e-08  1.07000000e+00 
 1.08000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323069e-07  7.53041416e-08  1.08000000e+00 
 1.09000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.51453992e-08  1.09000000e+00 
 1.10000000e+00  6.24292000e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  7.49868123e-08  1.10000000e+00 
 1.11000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.48283808e-08  1.11000000e+00 
 1.12000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323075e-07  7.46700923e-08  1.12000000e+00 
 1.13000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  7.45119388e-08  1.13000000e+00 
 1.14000000e+00  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323057e-07  7.43539221e-08  1.14000000e+00 
 1.15000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  7.41960395e-08  1.15000000e+00 
 1.16000000e+00  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323072e-07  7.40382795e-08  1.16000000e+00 
 1.17000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323069e-07  7.38806296e-08  1.17000000e+00 
 1.18000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202951e-09  5.94323065e-07  7.37230810e-08  1.18000000e+00 
 1.19000000e+00  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323072e-07  7.35656354e-08  1.19000000e+00 
 1.20000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202940e-09  5.94323075e-07  7.34082857e-08  1.20000000e+00 
 1.21000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  7.32510106e-08  1.21000000e+00 
 1.22000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.30938154e-08  1.22000000e+00 
 1.23000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.29366771e-08  1.23000000e+00 
 1.24000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323063e-07  7.27796099e-08  1.24000000e+00 
 1.25000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323062e-07  7.26225746e-08  1.25000000e+00 
 1.26000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  7.24655784e-08  1.26000000e+00 
 1.27000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323071e-07  7.23086035e-08  1.27000000e+00 
 1.28000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323069e-07  7.21516304e-08  1.28000000e+00 
 1.29000000e+00  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292000e-01  3.29202939e-09  5.94323073e-07  7.19946591e-08  1.29000000e+00 
 1.30000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323067e-07  7.18376629e-08  1.30000000e+00 
 1.31000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323075e-07  7.16806294e-08  1.31000000e+00 
 1.32000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323064e-07  7.15235462e-08  1.32000000e+00 
 1.33000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323071e-07  7.13663812e-08  1.33000000e+00 
 1.34000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  7.12091293e-08  1.34000000e+00 
 1.35000000e+00  6.24291999e-01  6.24291998e-01  6.24291999e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202951e-09  5.94323061e-07  7.10517654e-08  1.35000000e+00 
 1.36000000e+00  6.24291999e-01  6.24291998e-01  6.24291999e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323061e-07  7.08942434e-08  1.36000000e+00 
 1.37000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202940e-09  5.94323074e-07  7.07365597e-08  1.37000000e+00 
 1.38000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323075e-07  7.05786700e-08  1.38000000e+00 
 1.39000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  7.04205263e-08  1.39000000e+00 
 1.40000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  7.02620824e-08  1.40000000e+00 
 1.41000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323064e-07  7.01033027e-08  1.41000000e+00 
 1.42000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323071e-07  6.99441252e-08  1.42000000e+00 
 1.43000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  6.97844538e-08  1.43000000e+00 
 1.44000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  6.96241997e-08  1.44000000e+00 
 1.45000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  6.94632600e-08  1.45000000e+00 
 1.46000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  6.93014997e-08  1.46000000e+00 
 1.47000000e+00  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  6.91387143e-08  1.47000000e+00 
 1.48000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323077e-07  6.89746589e-08  1.48000000e+00 
 1.49000000e+00  6.24292001e-01  6.24292000e-01  6.24292001e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323072e-07  6.88090100e-08  1.49000000e+00 
 1.50000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  6.86413273e-08  1.50000000e+00 
 1.51000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  6.84709711e-08  1.51000000e+00 
 1.52000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323074e-07  6.82970214e-08  1.52000000e+00 
 1.53000000e+00  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  6.81181138e-08  1.53000000e+00 
 1.54000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  6.79321559e-08  1.54000000e+00 
 1.55000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  6.77357690e-08  1.55000000e+00 
 1.56000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323062e-07  6.75234606e-08  1.56000000e+00 
 1.57000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  6.72858320e-08  1.57000000e+00 
 1.58000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07  6.70065532e-08  1.58000000e+00 
 1.59000000e+00  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323067e-07  6.66569804e-08  1.59000000e+00 
 1.60000000e+00  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  6.61879422e-08  1.60000000e+00 
 1.61000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07  6.55201475e-08  1.61000000e+00 
 1.62000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202951e-09  5.94323063e-07  6.45376286e-08  1.62000000e+00 
 1.63000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  6.30851158e-08  1.63000000e+00 
 1.64000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202940e-09  5.94323065e-07  6.09590565e-08  1.64000000e+00 
 1.65000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323064e-07  5.79577470e-08  1.65000000e+00 
 1.66000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323073e-07  5.37041025e-08  1.66000000e+00 
 1.67000000e+00  6.24291999e-01  6.24291999e-01  6.24292000e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202951e-09  5.94323066e-07  4.81429687e-08  1.67000000e+00 
 1.68000000e+00  6.24292000e-01  6.24291999e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24291999e-01  3.29202939e-09  5.94323066e-07  4.17921253e-08  1.68000000e+00 
 1.69000000e+00  6.24291999e-01  6.24291998e-01  6.24291999e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202940e-09  5.94323061e-07  3.54182959e-08  1.69000000e+00 
 1.70000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323069e-07  2.95699056e-08  1.70000000e+00 
 1.71000000e+00  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323059e-07  2.42338309e-08  1.71000000e+00 
 1.72000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323068e-07  1.93872030e-08  1.72000000e+00 
 1.73000000e+00  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  6.24291998e-01  3.29202939e-09  5.94323056e-07  1.49350683e-08  1.73000000e+00 
 1.74000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323074e-07  1.07631699e-08  1.74000000e+00 
 1.75000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323071e-07  6.73859191e-09  1.75000000e+00 
 1.76000000e+00  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  6.24292001e-01  3.29202939e-09  5.94323077e-07  2.71138134e-09  1.76000000e+00 
 1.77000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323070e-07 -1.46628487e-09  1.77000000e+00 
 1.78000000e+00  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  6.24292000e-01  3.29202939e-09  5.94323071e-07 -5.90664939e-09  1.78000000e+00 
 1.79000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202939e-09  5.94323065e-07 -1.07039799e-08  1.79000000e+00 
 1.80000000e+00  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  6.24291999e-01  3.29202951e-09  5.94323062e-07 -1.60109845e-08  1.80000000e+00 
