 b0              v(Vb0)          v(Vb1)          v(Vb2)          i(Vbias)        i(viout)        v(vbout)       
 3.26517795e-09  4.70249695e-01  4.66339725e-01  4.71885036e-01  7.21947777e-07  7.30260297e-12  1.22120994e-01 
 5.85617971e-01  1.20089750e-01  1.41699467e-01  1.64006383e-01  7.21948462e-07  1.20982953e-07  4.75921274e-01 
 3.26517785e-09  1.38648092e-01  1.17692184e-01  1.41069262e-01  7.21948473e-07  2.40361786e-07  5.04052804e-01 
 5.85618090e-01  1.04276748e-01  1.03711315e-01  1.27915212e-01  7.21949158e-07  3.52633574e-07  5.20187520e-01 
 3.26517785e-09  1.67087651e-01  1.47694588e-01  1.24539616e-01  7.21948459e-07  3.88626153e-07  5.24331741e-01 
 5.85618090e-01  1.12539670e-01  1.21079189e-01  1.15276120e-01  7.21949161e-07  5.06176203e-07  5.35716567e-01 
 3.26517796e-09  1.27324126e-01  1.05530230e-01  1.07915630e-01  7.21949165e-07  6.22813301e-07  5.44777143e-01 
 5.85618207e-01  9.94871017e-02  9.49307531e-02  1.02093201e-01  7.21949841e-07  7.32568436e-07  5.51954558e-01 
