 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58172590e-07  3.57320112e-09  3.09219539e-09  3.27973657e-09  3.18199095e-09  3.65239052e-09  3.44780713e-09  3.26035247e-09  1.58172590e-07  9.98014116e-10  1.00000000e+00 
 1.58173597e-07  4.50932821e-01  3.09219546e-09  3.27973658e-09  3.18199102e-09  3.65239059e-09  3.44780713e-09  3.26035252e-09  1.58173597e-07  1.65846359e-09  1.00000000e+00 
 1.58173618e-07  3.57320119e-09  4.50932817e-01  3.27973658e-09  3.18199102e-09  3.65239059e-09  3.44780713e-09  3.26035252e-09  1.58173618e-07  2.92631341e-09  1.00000000e+00 
 1.58174566e-07  4.50933532e-01  4.50933532e-01  3.27973668e-09  3.18199106e-09  3.65239058e-09  3.44780715e-09  3.26035255e-09  1.58174566e-07  4.56263649e-09  1.00000000e+00 
 1.58173560e-07  3.57320119e-09  3.09219546e-09  4.50932788e-01  3.18199102e-09  3.65239059e-09  3.44780712e-09  3.26035252e-09  1.58173560e-07  6.09036022e-09  1.00000000e+00 
 1.58174536e-07  4.50933516e-01  3.09219550e-09  4.50933516e-01  3.18199106e-09  3.65239057e-09  3.44780715e-09  3.26035255e-09  1.58174536e-07  7.75300180e-09  1.00000000e+00 
 1.58174515e-07  3.57320122e-09  4.50933504e-01  4.50933504e-01  3.18199106e-09  3.65239063e-09  3.44780715e-09  3.26035255e-09  1.58174515e-07  9.34886657e-09  1.00000000e+00 
 1.58175553e-07  4.50934263e-01  4.50934263e-01  4.50934263e-01  3.18199110e-09  3.65239061e-09  3.44780718e-09  3.26035258e-09  1.58175553e-07  1.10140519e-08  1.00000000e+00 
 1.58173572e-07  3.57320119e-09  3.09219540e-09  3.27973664e-09  4.50932793e-01  3.65239059e-09  3.44780712e-09  3.26035252e-09  1.58173572e-07  1.24283446e-08  1.00000000e+00 
 1.58174576e-07  4.50933534e-01  3.09219550e-09  3.27973668e-09  4.50933534e-01  3.65239063e-09  3.44780715e-09  3.26035255e-09  1.58174576e-07  1.40614986e-08  1.00000000e+00 
 1.58174523e-07  3.57320122e-09  4.50933494e-01  3.27973668e-09  4.50933494e-01  3.65239063e-09  3.44780715e-09  3.26035255e-09  1.58174523e-07  1.56496753e-08  1.00000000e+00 
 1.58175456e-07  4.50934214e-01  4.50934214e-01  3.27973672e-09  4.50934214e-01  3.65239061e-09  3.44780718e-09  3.26035258e-09  1.58175456e-07  1.73118622e-08  1.00000000e+00 
 1.58174490e-07  3.57320122e-09  3.09219544e-09  4.50933476e-01  4.50933476e-01  3.65239063e-09  3.44780715e-09  3.26035255e-09  1.58174490e-07  1.87976639e-08  1.00000000e+00 
 1.58175527e-07  4.50934252e-01  3.09219555e-09  4.50934252e-01  4.50934252e-01  3.65239061e-09  3.44780718e-09  3.26035258e-09  1.58175527e-07  2.04375681e-08  1.00000000e+00 
 1.58175446e-07  3.57320125e-09  4.50934176e-01  4.50934176e-01  4.50934176e-01  3.65239061e-09  3.44780718e-09  3.26035257e-09  1.58175446e-07  2.20245084e-08  1.00000000e+00 
 1.58176403e-07  4.50934918e-01  4.50934918e-01  4.50934918e-01  4.50934918e-01  3.65239065e-09  3.44780721e-09  3.26035260e-09  1.58176403e-07  2.36805420e-08  1.00000000e+00 
 1.58173602e-07  3.57320119e-09  3.09219540e-09  3.27973664e-09  3.18199102e-09  4.50932832e-01  3.44780713e-09  3.26035252e-09  1.58173602e-07  2.43110776e-08  1.00000000e+00 
 1.58174577e-07  4.50933566e-01  3.09219545e-09  3.27973668e-09  3.18199106e-09  4.50933566e-01  3.44780716e-09  3.26035255e-09  1.58174577e-07  2.59136641e-08  1.00000000e+00 
 1.58174586e-07  3.57320122e-09  4.50933556e-01  3.27973668e-09  3.18199106e-09  4.50933556e-01  3.44780716e-09  3.26035255e-09  1.58174586e-07  2.74849441e-08  1.00000000e+00 
 1.58175613e-07  4.50934298e-01  4.50934297e-01  3.27973672e-09  3.18199110e-09  4.50934297e-01  3.44780719e-09  3.26035258e-09  1.58175613e-07  2.91336875e-08  1.00000000e+00 
 1.58174560e-07  3.57320122e-09  3.09219545e-09  4.50933534e-01  3.18199106e-09  4.50933534e-01  3.44780715e-09  3.26035255e-09  1.58174560e-07  3.06247614e-08  1.00000000e+00 
 1.58175558e-07  4.50934267e-01  3.09219555e-09  4.50934267e-01  3.18199110e-09  4.50934267e-01  3.44780718e-09  3.26035258e-09  1.58175558e-07  3.22677352e-08  1.00000000e+00 
 1.58175512e-07  3.57320125e-09  4.50934232e-01  4.50934232e-01  3.18199110e-09  4.50934232e-01  3.44780718e-09  3.26035258e-09  1.58175512e-07  3.38514781e-08  1.00000000e+00 
 1.58176581e-07  4.50935045e-01  4.50935045e-01  4.50935045e-01  3.18199114e-09  4.50935045e-01  3.44780722e-09  3.26035261e-09  1.58176581e-07  3.55004630e-08  1.00000000e+00 
 1.58174532e-07  3.57320122e-09  3.09219545e-09  3.27973668e-09  4.50933503e-01  4.50933503e-01  3.44780715e-09  3.26035255e-09  1.58174532e-07  3.68549564e-08  1.00000000e+00 
 1.58175550e-07  4.50934281e-01  3.09219555e-09  3.27973672e-09  4.50934281e-01  4.50934281e-01  3.44780719e-09  3.26035258e-09  1.58175550e-07  3.84704464e-08  1.00000000e+00 
 1.58175477e-07  3.57320125e-09  4.50934216e-01  3.27973672e-09  4.50934216e-01  4.50934217e-01  3.44780718e-09  3.26035258e-09  1.58175477e-07  4.00416553e-08  1.00000000e+00 
