 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.80822467e-12  3.24525509e-09  3.29496605e-09  3.31801542e-09  3.21346487e-09  3.27660546e-09  3.23574365e-09  3.28595682e-09  7.20862268e-07  1.36992639e-11  5.00000000e-01 
 7.76178502e-09  5.25569765e-01  3.29496607e-09  3.31801544e-09  3.21346489e-09  3.27660547e-09  3.23574355e-09  3.28595684e-09  7.20863053e-07  7.45639284e-09  5.00000000e-01 
 1.60158307e-08  3.24525511e-09  5.25569772e-01  3.31801533e-09  3.21346500e-09  3.27660547e-09  3.23574367e-09  3.28595684e-09  7.20863092e-07  1.54435043e-08  5.00000000e-01 
 2.37897586e-08  5.25569918e-01  5.25569918e-01  3.31801533e-09  3.21346489e-09  3.27660548e-09  3.23574356e-09  3.28595684e-09  7.20863902e-07  2.29864696e-08  5.00000000e-01 
 2.94245630e-08  3.24525511e-09  3.29496607e-09  5.25569769e-01  3.21346489e-09  3.27660547e-09  3.23574355e-09  3.28595673e-09  7.20863074e-07  2.84605193e-08  5.00000000e-01 
 3.72414211e-08  5.25569917e-01  3.29496607e-09  5.25569917e-01  3.21346500e-09  3.27660548e-09  3.23574367e-09  3.28595673e-09  7.20863895e-07  3.60599159e-08  5.00000000e-01 
 4.54015537e-08  3.24525511e-09  5.25569917e-01  5.25569917e-01  3.21346489e-09  3.27660548e-09  3.23574367e-09  3.28595673e-09  7.20863895e-07  4.39973888e-08  5.00000000e-01 
 5.30049075e-08  5.25570057e-01  5.25570057e-01  5.25570057e-01  3.21346489e-09  3.27660548e-09  3.23574367e-09  3.28595673e-09  7.20864666e-07  5.13960856e-08  5.00000000e-01 
 5.89845970e-08  3.24525511e-09  3.29496607e-09  3.31801533e-09  5.25569760e-01  3.27660547e-09  3.23574367e-09  3.28595673e-09  7.20863028e-07  5.72160133e-08  5.00000000e-01 
 6.68141426e-08  5.25569908e-01  3.29496607e-09  3.31801533e-09  5.25569908e-01  3.27660548e-09  3.23574356e-09  3.28595673e-09  7.20863849e-07  6.48373231e-08  5.00000000e-01 
