 b0              v(Vb0)          v(Vb1)          v(Vb2)          i(Vbias)        i(viout)        v(vbout)       
 3.26981122e-09  4.76253919e-01  4.69292093e-01  4.72958271e-01  6.72975121e-07  8.07798273e-12  1.22353630e-01 
 5.72690906e-01  1.38579369e-01  1.62680446e-01  1.83390787e-01  6.72976006e-07  7.12839530e-08  4.51642402e-01 
 3.26981135e-09  1.59265649e-01  1.33740224e-01  1.55572204e-01  6.72975983e-07  1.66495076e-07  4.85845885e-01 
 5.72691063e-01  1.23695278e-01  1.21545132e-01  1.44002133e-01  6.72976864e-07  2.34357756e-07  5.00040800e-01 
 3.26981135e-09  1.80293337e-01  1.55456245e-01  1.31876739e-01  6.72976006e-07  3.33117274e-07  5.14912733e-01 
 5.72691066e-01  1.29976057e-01  1.35619239e-01  1.25330159e-01  6.72976878e-07  4.01649713e-07  5.22944655e-01 
 3.26981124e-09  1.45385158e-01  1.19251244e-01  1.18079475e-01  6.72976859e-07  4.93006938e-07  5.31845064e-01 
 5.72691224e-01  1.17894404e-01  1.10537072e-01  1.13578867e-01  6.72977740e-07  5.59210932e-07  5.37373160e-01 
