 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.36744195e-09  3.36744195e-09  3.23976437e-09  3.30439692e-09  3.25852077e-09  3.29115190e-09  3.25010870e-09  3.34969067e-09  5.85534977e-07  2.17405471e-08  1.00000000e+00 
 5.12143714e-01  5.12143714e-01  3.23976438e-09  3.30439682e-09  3.25852089e-09  3.29115191e-09  3.25010860e-09  3.34969079e-09  5.85536078e-07  2.21072014e-08  1.00000000e+00 
 3.36744196e-09  3.36744196e-09  5.12143700e-01  3.30439681e-09  3.25852088e-09  3.29115191e-09  3.25010871e-09  3.34969079e-09  5.85535997e-07  2.27039152e-08  1.00000000e+00 
 5.12143906e-01  5.12143906e-01  5.12143907e-01  3.30439693e-09  3.25852078e-09  3.29115192e-09  3.25010871e-09  3.34969068e-09  5.85537133e-07  2.31380568e-08  1.00000000e+00 
 3.36744208e-09  3.36744208e-09  3.23976427e-09  5.12143703e-01  3.25852089e-09  3.29115191e-09  3.25010871e-09  3.34969079e-09  5.85536011e-07  2.45559164e-08  1.00000000e+00 
 5.12143909e-01  5.12143909e-01  3.23976438e-09  5.12143909e-01  3.25852089e-09  3.29115191e-09  3.25010860e-09  3.34969079e-09  5.85537148e-07  2.50349643e-08  1.00000000e+00 
 3.36744197e-09  3.36744197e-09  5.12143899e-01  5.12143898e-01  3.25852088e-09  3.29115191e-09  3.25010871e-09  3.34969068e-09  5.85537091e-07  2.57168438e-08  1.00000000e+00 
 5.12144097e-01  5.12144097e-01  5.12144097e-01  5.12144097e-01  3.25852089e-09  3.29115192e-09  3.25010860e-09  3.34969080e-09  5.85538192e-07  2.62138826e-08  1.00000000e+00 
