 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.66338121e-12  3.23789850e-09  3.23540070e-09  3.23029631e-09  3.26962378e-09  3.24832178e-09  3.25447958e-09  3.25438582e-09  6.79757118e-07  1.27897692e-11  5.00000000e-01 
 7.07930781e-09  5.22486549e-01  3.23540071e-09  3.23029632e-09  3.26962380e-09  3.24832180e-09  3.25447959e-09  3.25438584e-09  6.79757953e-07  7.04672232e-09  5.00000000e-01 
 1.39433780e-08  3.23789851e-09  5.22486549e-01  3.23029632e-09  3.26962380e-09  3.24832180e-09  3.25447948e-09  3.25438584e-09  6.79757957e-07  1.38829535e-08  5.00000000e-01 
 2.10712017e-08  5.22486699e-01  5.22486699e-01  3.23029633e-09  3.26962380e-09  3.24832180e-09  3.25447960e-09  3.25438584e-09  6.79758767e-07  2.09833360e-08  5.00000000e-01 
 2.71988938e-08  3.23789852e-09  3.23540071e-09  5.22486543e-01  3.26962380e-09  3.24832180e-09  3.25447959e-09  3.25438595e-09  6.79757921e-07  2.70878218e-08  5.00000000e-01 
 3.43901547e-08  5.22486697e-01  3.23540072e-09  5.22486697e-01  3.26962380e-09  3.24832180e-09  3.25447960e-09  3.25438584e-09  6.79758752e-07  3.42517836e-08  5.00000000e-01 
 4.12357224e-08  3.23789852e-09  5.22486695e-01  5.22486695e-01  3.26962369e-09  3.24832169e-09  3.25447948e-09  3.25438584e-09  6.79758749e-07  4.10711607e-08  5.00000000e-01 
 4.82464486e-08  5.22486849e-01  5.22486849e-01  5.22486849e-01  3.26962370e-09  3.24832169e-09  3.25447949e-09  3.25438584e-09  6.79759587e-07  4.80548152e-08  5.00000000e-01 
 5.42049179e-08  3.23789850e-09  3.23540070e-09  3.23029631e-09  5.22486551e-01  3.24832179e-09  3.25447958e-09  3.25438583e-09  6.79757971e-07  5.39900071e-08  5.00000000e-01 
 6.13815416e-08  5.22486702e-01  3.23540072e-09  3.23029633e-09  5.22486702e-01  3.24832180e-09  3.25447948e-09  3.25438584e-09  6.79758784e-07  6.11382376e-08  5.00000000e-01 
 6.82524330e-08  3.23789852e-09  5.22486698e-01  3.23029633e-09  5.22486698e-01  3.24832169e-09  3.25447948e-09  3.25438584e-09  6.79758760e-07  6.79815884e-08  5.00000000e-01 
 7.53148015e-08  5.22486857e-01  5.22486857e-01  3.23029633e-09  5.22486857e-01  3.24832169e-09  3.25447949e-09  3.25438584e-09  6.79759637e-07  7.50152509e-08  5.00000000e-01 
 8.13738836e-08  3.23789863e-09  3.23540072e-09  5.22486697e-01  5.22486697e-01  3.24832180e-09  3.25447960e-09  3.25438584e-09  6.79758760e-07  8.10494072e-08  5.00000000e-01 
 8.84149074e-08  5.22486851e-01  3.23540072e-09  5.22486851e-01  5.22486851e-01  3.24832181e-09  3.25447960e-09  3.25438584e-09  6.79759605e-07  8.80611140e-08  5.00000000e-01 
 9.51635002e-08  3.23789852e-09  5.22486849e-01  5.22486849e-01  5.22486849e-01  3.24832181e-09  3.25447949e-09  3.25438584e-09  6.79759587e-07  9.47813277e-08  5.00000000e-01 
 1.02020635e-07  5.22487004e-01  5.22487004e-01  5.22487004e-01  5.22487004e-01  3.24832181e-09  3.25447949e-09  3.25438585e-09  6.79760436e-07  1.01609331e-07  5.00000000e-01 
 1.06052624e-07  3.23789852e-09  3.23540071e-09  3.23029632e-09  3.26962380e-09  5.22486540e-01  3.25447948e-09  3.25438584e-09  6.79757910e-07  1.05624039e-07  5.00000000e-01 
