 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.10276233e-11  3.23971630e-09  3.25329269e-09  3.24496502e-09  3.24209099e-09  3.26040190e-09  3.27201438e-09  3.26348776e-09  7.22561701e-07  6.42756959e-09  1.00000000e+00 
 8.09728817e-09  5.24176971e-01  3.25329271e-09  3.24496504e-09  3.24209100e-09  3.26040181e-09  3.27201440e-09  3.26348777e-09  7.22562490e-07  1.11687086e-08  1.00000000e+00 
 1.57685349e-08  3.23971620e-09  5.24176971e-01  3.24496504e-09  3.24209100e-09  3.26040181e-09  3.27201429e-09  3.26348777e-09  7.22562490e-07  1.83722761e-08  1.00000000e+00 
 2.39115252e-08  5.24177114e-01  5.24177114e-01  3.24496493e-09  3.24209089e-09  3.26040181e-09  3.27201429e-09  3.26348778e-09  7.22563271e-07  2.65371796e-08  1.00000000e+00 
 3.19021183e-08  3.23971632e-09  3.25329271e-09  5.24176976e-01  3.24209100e-09  3.26040192e-09  3.27201440e-09  3.26348777e-09  7.22562518e-07  3.45712863e-08  1.00000000e+00 
 4.00572162e-08  5.24177115e-01  3.25329271e-09  5.24177115e-01  3.24209100e-09  3.26040192e-09  3.27201429e-09  3.26348778e-09  7.22563286e-07  4.27551754e-08  1.00000000e+00 
 4.76477453e-08  3.23971621e-09  5.24177117e-01  5.24177117e-01  3.24209100e-09  3.26040181e-09  3.27201429e-09  3.26348778e-09  7.22563293e-07  5.03593469e-08  1.00000000e+00 
 5.56051987e-08  5.24177248e-01  5.24177248e-01  5.24177248e-01  3.24209089e-09  3.26040181e-09  3.27201441e-09  3.26348767e-09  7.22564018e-07  5.83212625e-08  1.00000000e+00 
 6.50425136e-08  3.23971620e-09  3.25329271e-09  3.24496504e-09  5.24176965e-01  3.26040192e-09  3.27201429e-09  3.26348777e-09  7.22562454e-07  6.77527510e-08  1.00000000e+00 
 7.31550358e-08  5.24177107e-01  3.25329271e-09  3.24496505e-09  5.24177107e-01  3.26040192e-09  3.27201441e-09  3.26348767e-09  7.22563236e-07  7.58523697e-08  1.00000000e+00 
 8.07423248e-08  3.23971632e-09  5.24177108e-01  3.24496505e-09  5.24177108e-01  3.26040192e-09  3.27201441e-09  3.26348767e-09  7.22563243e-07  8.34213836e-08  1.00000000e+00 
 8.87324632e-08  5.24177249e-01  5.24177249e-01  3.24496505e-09  5.24177249e-01  3.26040192e-09  3.27201441e-09  3.26348778e-09  7.22564032e-07  9.13857718e-08  1.00000000e+00 
 9.65403615e-08  3.23971621e-09  3.25329271e-09  5.24177111e-01  5.24177110e-01  3.26040181e-09  3.27201441e-09  3.26348767e-09  7.22563264e-07  9.91608999e-08  1.00000000e+00 
 1.04457456e-07  5.24177249e-01  3.25329270e-09  5.24177249e-01  5.24177249e-01  3.26040191e-09  3.27201440e-09  3.26348777e-09  7.22564032e-07  1.07036186e-07  1.00000000e+00 
 1.11877910e-07  3.23971631e-09  5.24177248e-01  5.24177248e-01  5.24177248e-01  3.26040191e-09  3.27201440e-09  3.26348777e-09  7.22564025e-07  1.14407698e-07  1.00000000e+00 
 1.19608103e-07  5.24177385e-01  5.24177385e-01  5.24177385e-01  5.24177385e-01  3.26040193e-09  3.27201441e-09  3.26348767e-09  7.22564771e-07  1.22075335e-07  1.00000000e+00 
 1.25252654e-07  3.23971632e-09  3.25329271e-09  3.24496504e-09  3.24209100e-09  5.24176976e-01  3.27201429e-09  3.26348777e-09  7.22562518e-07  1.27664464e-07  1.00000000e+00 
 1.33337380e-07  5.24177114e-01  3.25329271e-09  3.24496493e-09  3.24209100e-09  5.24177114e-01  3.27201441e-09  3.26348778e-09  7.22563271e-07  1.35653551e-07  1.00000000e+00 
 1.40939903e-07  3.23971621e-09  5.24177117e-01  3.24496493e-09  3.24209100e-09  5.24177117e-01  3.27201441e-09  3.26348778e-09  7.22563300e-07  1.43144376e-07  1.00000000e+00 
 1.48958179e-07  5.24177249e-01  5.24177249e-01  3.24496494e-09  3.24209089e-09  5.24177249e-01  3.27201430e-09  3.26348767e-09  7.22564032e-07  1.51017531e-07  1.00000000e+00 
 1.56806266e-07  3.23971621e-09  3.25329271e-09  5.24177117e-01  3.24209100e-09  5.24177117e-01  3.27201441e-09  3.26348778e-09  7.22563286e-07  1.58691847e-07  1.00000000e+00 
 1.64801634e-07  5.24177256e-01  3.25329271e-09  5.24177256e-01  3.24209090e-09  5.24177256e-01  3.27201441e-09  3.26348767e-09  7.22564060e-07  1.66473740e-07  1.00000000e+00 
 1.72249713e-07  3.23971632e-09  5.24177251e-01  5.24177251e-01  3.24209101e-09  5.24177251e-01  3.27201441e-09  3.26348778e-09  7.22564046e-07  1.73687084e-07  1.00000000e+00 
 1.79995823e-07  5.24177396e-01  5.24177396e-01  5.24177396e-01  3.24209101e-09  5.24177396e-01  3.27201441e-09  3.26348778e-09  7.22564842e-07  1.81150654e-07  1.00000000e+00 
 1.89255445e-07  3.23971632e-09  3.25329271e-09  3.24496504e-09  5.24177110e-01  5.24177110e-01  3.27201441e-09  3.26348778e-09  7.22563257e-07  1.90021069e-07  1.00000000e+00 
 1.97152531e-07  5.24177249e-01  3.25329271e-09  3.24496505e-09  5.24177249e-01  5.24177249e-01  3.27201441e-09  3.26348778e-09  7.22564032e-07  1.97542875e-07  1.00000000e+00 
 2.04533649e-07  3.23971621e-09  5.24177242e-01  3.24496494e-09  5.24177242e-01  5.24177242e-01  3.27201441e-09  3.26348767e-09  7.22563982e-07  2.04539106e-07  1.00000000e+00 
 2.12312386e-07  5.24177388e-01  5.24177388e-01  3.24496504e-09  5.24177388e-01  5.24177388e-01  3.27201440e-09  3.26348777e-09  7.22564792e-07  2.11878671e-07  1.00000000e+00 
 2.19978119e-07  3.23971631e-09  3.25329270e-09  5.24177248e-01  5.24177248e-01  5.24177248e-01  3.27201440e-09  3.26348777e-09  7.22564018e-07  2.19080164e-07  1.00000000e+00 
 2.27707062e-07  5.24177389e-01  3.25329271e-09  5.24177389e-01  5.24177389e-01  5.24177389e-01  3.27201440e-09  3.26348777e-09  7.22564792e-07  2.26311585e-07  1.00000000e+00 
 2.34930837e-07  3.23971633e-09  5.24177389e-01  5.24177389e-01  5.24177389e-01  5.24177389e-01  3.27201430e-09  3.26348767e-09  7.22564799e-07  2.33045995e-07  1.00000000e+00 
 2.42438205e-07  5.24177535e-01  5.24177535e-01  5.24177536e-01  5.24177535e-01  5.24177535e-01  3.27201442e-09  3.26348779e-09  7.22565616e-07  2.40021024e-07  1.00000000e+00 
