 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.00612851e-11  3.16232985e-09  3.20287753e-09  3.20684233e-09  3.47787651e-09  3.31394621e-09  3.56558420e-09  3.39010605e-09  1.64069995e-07  1.27860744e-09  1.00000000e+00 
 1.91275262e-09  4.64105386e-01  3.20287756e-09  3.20684237e-09  3.47787650e-09  3.31394628e-09  3.56558423e-09  3.39010614e-09  1.64070915e-07  2.32040520e-09  1.00000000e+00 
 3.60438435e-09  3.16232986e-09  4.64105393e-01  3.20684237e-09  3.47787650e-09  3.31394628e-09  3.56558423e-09  3.39010614e-09  1.64070915e-07  3.85266219e-09  1.00000000e+00 
 5.55303359e-09  4.64106033e-01  4.64106033e-01  3.20684239e-09  3.47787652e-09  3.31394637e-09  3.56558429e-09  3.39010621e-09  1.64071789e-07  5.81106008e-09  1.00000000e+00 
 7.08658376e-09  3.16232985e-09  3.20287756e-09  4.64105389e-01  3.47787650e-09  3.31394633e-09  3.56558423e-09  3.39010609e-09  1.64070915e-07  7.36659445e-09  1.00000000e+00 
 9.03688147e-09  4.64106040e-01  3.20287757e-09  4.64106040e-01  3.47787652e-09  3.31394631e-09  3.56558429e-09  3.39010621e-09  1.64071796e-07  9.34201694e-09  1.00000000e+00 
 1.07375513e-08  3.16232989e-09  4.64106069e-01  4.64106069e-01  3.47787652e-09  3.31394637e-09  3.56558429e-09  3.39010621e-09  1.64071839e-07  1.10606493e-08  1.00000000e+00 
 1.26987914e-08  4.64106699e-01  4.64106699e-01  4.64106699e-01  3.47787659e-09  3.31394635e-09  3.56558435e-09  3.39010627e-09  1.64072695e-07  1.30395392e-08  1.00000000e+00 
 1.55560826e-08  3.16232985e-09  3.20287750e-09  3.20684237e-09  4.64105369e-01  3.31394628e-09  3.56558417e-09  3.39010614e-09  1.64070890e-07  1.59180615e-08  1.00000000e+00 
 1.74973991e-08  4.64106058e-01  3.20287757e-09  3.20684239e-09  4.64106058e-01  3.31394637e-09  3.56558429e-09  3.39010621e-09  1.64071821e-07  1.78716988e-08  1.00000000e+00 
 1.92043501e-08  3.16232989e-09  4.64106073e-01  3.20684239e-09  4.64106073e-01  3.31394631e-09  3.56558429e-09  3.39010621e-09  1.64071846e-07  1.95885406e-08  1.00000000e+00 
 2.11770441e-08  4.64106710e-01  4.64106710e-01  3.20684240e-09  4.64106710e-01  3.31394635e-09  3.56558435e-09  3.39010627e-09  1.64072716e-07  2.15717648e-08  1.00000000e+00 
 2.26964119e-08  3.16232989e-09  3.20287757e-09  4.64106066e-01  4.64106066e-01  3.31394631e-09  3.56558429e-09  3.39010621e-09  1.64071832e-07  2.30986217e-08  1.00000000e+00 
 2.46458569e-08  4.64106703e-01  3.20287752e-09  4.64106703e-01  4.64106703e-01  3.31394641e-09  3.56558435e-09  3.39010627e-09  1.64072706e-07  2.50573322e-08  1.00000000e+00 
 2.63528079e-08  3.16232993e-09  4.64106711e-01  4.64106711e-01  4.64106711e-01  3.31394635e-09  3.56558435e-09  3.39010627e-09  1.64072716e-07  2.67718718e-08  1.00000000e+00 
 2.83183965e-08  4.64107364e-01  4.64107364e-01  4.64107364e-01  4.64107364e-01  3.31394638e-09  3.56558441e-09  3.39010634e-09  1.64073604e-07  2.87459443e-08  1.00000000e+00 
 2.93289872e-08  3.16232983e-09  3.20287754e-09  3.20684234e-09  3.47787653e-09  4.64105415e-01  3.56558426e-09  3.39010618e-09  1.64070947e-07  2.97606704e-08  1.00000000e+00 
 3.12523980e-08  4.64106078e-01  3.20287751e-09  3.20684239e-09  3.47787657e-09  4.64106078e-01  3.56558429e-09  3.39010621e-09  1.64071853e-07  3.16917692e-08  1.00000000e+00 
 3.29559953e-08  3.16232989e-09  4.64106084e-01  3.20684239e-09  3.47787652e-09  4.64106084e-01  3.56558429e-09  3.39010616e-09  1.64071860e-07  3.34020314e-08  1.00000000e+00 
 3.49217828e-08  4.64106730e-01  4.64106730e-01  3.20684241e-09  3.47787654e-09  4.64106730e-01  3.56558436e-09  3.39010628e-09  1.64072738e-07  3.53752228e-08  1.00000000e+00 
 3.64509560e-08  3.16232989e-09  3.20287757e-09  4.64106092e-01  3.47787652e-09  4.64106092e-01  3.56558430e-09  3.39010616e-09  1.64071871e-07  3.69099240e-08  1.00000000e+00 
 3.84136456e-08  4.64106729e-01  3.20287758e-09  4.64106730e-01  3.47787654e-09  4.64106730e-01  3.56558435e-09  3.39010628e-09  1.64072738e-07  3.88796195e-08  1.00000000e+00 
 4.01251157e-08  3.16232993e-09  4.64106745e-01  4.64106745e-01  3.47787659e-09  4.64106745e-01  3.56558435e-09  3.39010628e-09  1.64072766e-07  4.05972713e-08  1.00000000e+00 
 4.20885726e-08  4.64107381e-01  4.64107381e-01  4.64107381e-01  3.47787655e-09  4.64107381e-01  3.56558441e-09  3.39010634e-09  1.64073629e-07  4.25674216e-08  1.00000000e+00 
 4.48928574e-08  3.16232989e-09  3.20287752e-09  3.20684239e-09  4.64106097e-01  4.64106097e-01  3.56558430e-09  3.39010621e-09  1.64071874e-07  4.53809861e-08  1.00000000e+00 
