 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.26341365e-09  3.26341365e-09  3.26341365e-09  3.26341365e-09  7.36000028e-07  1.62543405e-07  4.87768797e-01 
 5.83637518e-01  5.83637518e-01  3.26341366e-09  3.26341366e-09  7.36000739e-07  2.25941484e-07  5.01328950e-01 
 3.26341366e-09  3.26341366e-09  5.83637518e-01  3.26341366e-09  7.36000740e-07  3.11170593e-07  5.14725590e-01 
 5.83637647e-01  5.83637647e-01  5.83637647e-01  3.26341378e-09  7.36001465e-07  4.04569006e-07  5.25883235e-01 
 3.26341366e-09  3.26341366e-09  3.26341366e-09  5.83637518e-01  7.36000740e-07  5.16290932e-07  5.36397883e-01 
 5.83637646e-01  5.83637646e-01  3.26341378e-09  5.83637646e-01  7.36001462e-07  6.19137618e-07  5.44331957e-01 
 3.26341366e-09  3.26341366e-09  5.83637646e-01  5.83637646e-01  7.36001461e-07  7.22637127e-07  5.51157187e-01 
 5.83637773e-01  5.83637773e-01  5.83637773e-01  5.83637773e-01  7.36002177e-07  8.22155044e-07  5.56910046e-01 
