 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 7.67765444e-07  3.31711848e-09  3.30828815e-09  3.26525152e-09  3.26426394e-09  3.23084108e-09  3.33599919e-09  3.24856367e-09  7.67765444e-07  4.16866328e-08  1.00000000e+00 
 7.67766181e-07  5.72487091e-01  3.30828815e-09  3.26525153e-09  3.26426394e-09  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766181e-07  4.52586377e-08  1.00000000e+00 
 7.67766139e-07  3.31711848e-09  5.72487083e-01  3.26525164e-09  3.26426383e-09  3.23084097e-09  3.33599920e-09  3.24856367e-09  7.67766139e-07  4.93784782e-08  1.00000000e+00 
 7.67766879e-07  5.72487216e-01  5.72487216e-01  3.26525153e-09  3.26426384e-09  3.23084097e-09  3.33599920e-09  3.24856367e-09  7.67766879e-07  5.34987592e-08  1.00000000e+00 
 7.67766130e-07  3.31711848e-09  3.30828804e-09  5.72487082e-01  3.26426395e-09  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766130e-07  5.90588627e-08  1.00000000e+00 
 7.67766862e-07  5.72487213e-01  3.30828816e-09  5.72487213e-01  3.26426395e-09  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766862e-07  6.44687361e-08  1.00000000e+00 
 7.67766830e-07  3.31711849e-09  5.72487207e-01  5.72487207e-01  3.26426383e-09  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766830e-07  6.99328879e-08  1.00000000e+00 
 7.67767567e-07  5.72487340e-01  5.72487340e-01  5.72487340e-01  3.26426395e-09  3.23084109e-09  3.33599932e-09  3.24856356e-09  7.67767567e-07  7.49983826e-08  1.00000000e+00 
 7.67766110e-07  3.31711848e-09  3.30828815e-09  3.26525164e-09  5.72487078e-01  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766110e-07  8.35003817e-08  1.00000000e+00 
 7.67766881e-07  5.72487217e-01  3.30828816e-09  3.26525164e-09  5.72487216e-01  3.23084108e-09  3.33599920e-09  3.24856367e-09  7.67766881e-07  9.03932502e-08  1.00000000e+00 
 7.67766830e-07  3.31711849e-09  5.72487207e-01  3.26525153e-09  5.72487207e-01  3.23084108e-09  3.33599932e-09  3.24856367e-09  7.67766830e-07  9.70672431e-08  1.00000000e+00 
 7.67767563e-07  5.72487339e-01  5.72487339e-01  3.26525164e-09  5.72487339e-01  3.23084109e-09  3.33599921e-09  3.24856368e-09  7.67767563e-07  1.02934635e-07  1.00000000e+00 
 7.67766808e-07  3.31711849e-09  3.30828816e-09  5.72487203e-01  5.72487203e-01  3.23084108e-09  3.33599920e-09  3.24856356e-09  7.67766808e-07  1.09498366e-07  1.00000000e+00 
 7.67767540e-07  5.72487335e-01  3.30828805e-09  5.72487335e-01  5.72487335e-01  3.23084109e-09  3.33599932e-09  3.24856356e-09  7.67767540e-07  1.15521985e-07  1.00000000e+00 
 7.67767526e-07  3.31711849e-09  5.72487332e-01  5.72487332e-01  5.72487332e-01  3.23084109e-09  3.33599921e-09  3.24856356e-09  7.67767526e-07  1.21081030e-07  1.00000000e+00 
 7.67768261e-07  5.72487464e-01  5.72487464e-01  5.72487464e-01  5.72487464e-01  3.23084109e-09  3.33599933e-09  3.24856368e-09  7.67768261e-07  1.26018307e-07  1.00000000e+00 
 7.67766123e-07  3.31711848e-09  3.30828815e-09  3.26525153e-09  3.26426383e-09  5.72487081e-01  3.33599920e-09  3.24856356e-09  7.67766123e-07  1.35541647e-07  1.00000000e+00 
 7.67766844e-07  5.72487210e-01  3.30828816e-09  3.26525164e-09  3.26426395e-09  5.72487210e-01  3.33599931e-09  3.24856367e-09  7.67766844e-07  1.42980682e-07  1.00000000e+00 
 7.67766817e-07  3.31711849e-09  5.72487205e-01  3.26525153e-09  3.26426394e-09  5.72487205e-01  3.33599931e-09  3.24856367e-09  7.67766817e-07  1.50152495e-07  1.00000000e+00 
 7.67767563e-07  5.72487338e-01  5.72487338e-01  3.26525164e-09  3.26426395e-09  5.72487338e-01  3.33599921e-09  3.24856368e-09  7.67767563e-07  1.56373893e-07  1.00000000e+00 
 7.67766807e-07  3.31711849e-09  3.30828804e-09  5.72487203e-01  3.26426395e-09  5.72487203e-01  3.33599931e-09  3.24856367e-09  7.67766807e-07  1.63527993e-07  1.00000000e+00 
 7.67767528e-07  5.72487332e-01  3.30828805e-09  5.72487332e-01  3.26426395e-09  5.72487332e-01  3.33599921e-09  3.24856368e-09  7.67767528e-07  1.69860400e-07  1.00000000e+00 
 7.67767501e-07  3.31711849e-09  5.72487327e-01  5.72487327e-01  3.26426395e-09  5.72487327e-01  3.33599920e-09  3.24856368e-09  7.67767501e-07  1.75701487e-07  1.00000000e+00 
