 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.64545153e-07  3.47867661e-09  3.33046951e-09  3.20074678e-09  3.53787766e-09  3.26621681e-09  3.13966840e-09  3.24792641e-09  1.64545153e-07  1.09049125e-09  1.00000000e+00 
 1.64546077e-07  4.59864791e-01  3.33046961e-09  3.20074683e-09  3.53787771e-09  3.26621688e-09  3.13966850e-09  3.24792644e-09  1.64546077e-07  1.89222504e-09  1.00000000e+00 
 1.64546069e-07  3.47867666e-09  4.59864789e-01  3.20074683e-09  3.53787766e-09  3.26621688e-09  3.13966844e-09  3.24792643e-09  1.64546069e-07  3.25582050e-09  1.00000000e+00 
 1.64546966e-07  4.59865452e-01  4.59865452e-01  3.20074686e-09  3.53787773e-09  3.26621691e-09  3.13966852e-09  3.24792648e-09  1.64546966e-07  5.11544584e-09  1.00000000e+00 
 1.64546070e-07  3.47867666e-09  3.33046961e-09  4.59864788e-01  3.53787765e-09  3.26621688e-09  3.13966850e-09  3.24792643e-09  1.64546070e-07  6.48927312e-09  1.00000000e+00 
 1.64546997e-07  4.59865474e-01  3.33046972e-09  4.59865474e-01  3.53787774e-09  3.26621691e-09  3.13966852e-09  3.24792648e-09  1.64546997e-07  8.37547987e-09  1.00000000e+00 
 1.64547008e-07  3.47867669e-09  4.59865484e-01  4.59865484e-01  3.53787768e-09  3.26621686e-09  3.13966858e-09  3.24792648e-09  1.64547008e-07  1.00429105e-08  1.00000000e+00 
 1.64547914e-07  4.59866145e-01  4.59866145e-01  4.59866145e-01  3.53787770e-09  3.26621695e-09  3.13966859e-09  3.24792654e-09  1.64547914e-07  1.19297638e-08  1.00000000e+00 
 1.64546073e-07  3.47867666e-09  3.33046961e-09  3.20074683e-09  4.59864787e-01  3.26621682e-09  3.13966850e-09  3.24792643e-09  1.64546073e-07  1.38303378e-08  1.00000000e+00 
 1.64547008e-07  4.59865473e-01  3.33046966e-09  3.20074686e-09  4.59865473e-01  3.26621685e-09  3.13966858e-09  3.24792648e-09  1.64547008e-07  1.56920734e-08  1.00000000e+00 
 1.64546980e-07  3.47867669e-09  4.59865461e-01  3.20074686e-09  4.59865462e-01  3.26621685e-09  3.13966857e-09  3.24792648e-09  1.64546980e-07  1.73559300e-08  1.00000000e+00 
 1.64547893e-07  4.59866129e-01  4.59866129e-01  3.20074686e-09  4.59866130e-01  3.26621692e-09  3.13966862e-09  3.24792651e-09  1.64547893e-07  1.92421723e-08  1.00000000e+00 
 1.64546997e-07  3.47867669e-09  3.33046966e-09  4.59865471e-01  4.59865472e-01  3.26621685e-09  3.13966858e-09  3.24792648e-09  1.64546997e-07  2.05749302e-08  1.00000000e+00 
 1.64547951e-07  4.59866165e-01  3.33046972e-09  4.59866165e-01  4.59866165e-01  3.26621695e-09  3.13966860e-09  3.24792654e-09  1.64547951e-07  2.24353798e-08  1.00000000e+00 
 1.64547898e-07  3.47867669e-09  4.59866138e-01  4.59866138e-01  4.59866138e-01  3.26621692e-09  3.13966862e-09  3.24792657e-09  1.64547898e-07  2.40945539e-08  1.00000000e+00 
 1.64548809e-07  4.59866812e-01  4.59866811e-01  4.59866812e-01  4.59866812e-01  3.26621698e-09  3.13966866e-09  3.24792659e-09  1.64548809e-07  2.59709267e-08  1.00000000e+00 
 1.64546090e-07  3.47867666e-09  3.33046961e-09  3.20074683e-09  3.53787766e-09  4.59864798e-01  3.13966850e-09  3.24792649e-09  1.64546090e-07  2.58051713e-08  1.00000000e+00 
 1.64547028e-07  4.59865486e-01  3.33046966e-09  3.20074686e-09  3.53787768e-09  4.59865486e-01  3.13966852e-09  3.24792648e-09  1.64547028e-07  2.76391319e-08  1.00000000e+00 
 1.64547010e-07  3.47867663e-09  4.59865486e-01  3.20074686e-09  3.53787768e-09  4.59865486e-01  3.13966852e-09  3.24792648e-09  1.64547010e-07  2.92906748e-08  1.00000000e+00 
 1.64547919e-07  4.59866144e-01  4.59866144e-01  3.20074689e-09  3.53787770e-09  4.59866144e-01  3.13966859e-09  3.24792654e-09  1.64547919e-07  3.11679926e-08  1.00000000e+00 
 1.64547009e-07  3.47867663e-09  3.33046966e-09  4.59865475e-01  3.53787768e-09  4.59865475e-01  3.13966852e-09  3.24792648e-09  1.64547009e-07  3.25101013e-08  1.00000000e+00 
 1.64547917e-07  4.59866141e-01  3.33046972e-09  4.59866141e-01  3.53787770e-09  4.59866141e-01  3.13966859e-09  3.24792654e-09  1.64547917e-07  3.43778694e-08  1.00000000e+00 
 1.64547950e-07  3.47867672e-09  4.59866174e-01  4.59866174e-01  3.53787770e-09  4.59866174e-01  3.13966860e-09  3.24792654e-09  1.64547950e-07  3.60353880e-08  1.00000000e+00 
 1.64548856e-07  4.59866840e-01  4.59866840e-01  4.59866840e-01  3.53787778e-09  4.59866840e-01  3.13966867e-09  3.24792659e-09  1.64548856e-07  3.79051670e-08  1.00000000e+00 
 1.64546988e-07  3.47867667e-09  3.33046970e-09  3.20074690e-09  4.59865460e-01  4.59865460e-01  3.13966856e-09  3.24792652e-09  1.64546988e-07  3.97503825e-08  1.00000000e+00 
 1.64547918e-07  4.59866145e-01  3.33046974e-09  3.20074692e-09  4.59866145e-01  4.59866145e-01  3.13966862e-09  3.24792657e-09  1.64547918e-07  4.15981773e-08  1.00000000e+00 
 1.64547943e-07  3.47867666e-09  4.59866165e-01  3.20074689e-09  4.59866165e-01  4.59866165e-01  3.13966860e-09  3.24792654e-09  1.64547943e-07  4.32493437e-08  1.00000000e+00 
 1.64548797e-07  4.59866805e-01  4.59866805e-01  3.20074692e-09  4.59866805e-01  4.59866805e-01  3.13966866e-09  3.24792659e-09  1.64548797e-07  4.51311735e-08  1.00000000e+00 
 1.64547906e-07  3.47867675e-09  3.33046974e-09  4.59866147e-01  4.59866147e-01  4.59866147e-01  3.13966863e-09  3.24792657e-09  1.64547906e-07  4.64630148e-08  1.00000000e+00 
 1.64548802e-07  4.59866816e-01  3.33046978e-09  4.59866816e-01  4.59866816e-01  4.59866816e-01  3.13966866e-09  3.24792659e-09  1.64548802e-07  4.83222564e-08  1.00000000e+00 
