 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 6.71055894e-07  3.21956924e-09  3.25583145e-09  3.26348811e-09  3.23703213e-09  3.23415866e-09  3.28156630e-09  3.24031369e-09  6.71055894e-07  4.13429291e-08  1.00000000e+00 
 6.71056736e-07  5.13070170e-01  3.25583157e-09  3.26348812e-09  3.23703213e-09  3.23415866e-09  3.28156630e-09  3.24031370e-09  6.71056736e-07  4.42208261e-08  1.00000000e+00 
 6.71056746e-07  3.21956925e-09  5.13070172e-01  3.26348812e-09  3.23703213e-09  3.23415866e-09  3.28156630e-09  3.24031358e-09  6.71056746e-07  4.74478696e-08  1.00000000e+00 
 6.71057599e-07  5.13070328e-01  5.13070328e-01  3.26348812e-09  3.23703214e-09  3.23415866e-09  3.28156631e-09  3.24031359e-09  6.71057599e-07  5.08999705e-08  1.00000000e+00 
 6.71056753e-07  3.21956936e-09  3.25583145e-09  5.13070172e-01  3.23703213e-09  3.23415866e-09  3.28156630e-09  3.24031358e-09  6.71056753e-07  5.55775870e-08  1.00000000e+00 
 6.71057595e-07  5.13070327e-01  3.25583157e-09  5.13070327e-01  3.23703214e-09  3.23415866e-09  3.28156631e-09  3.24031359e-09  6.71057595e-07  5.99456627e-08  1.00000000e+00 
 6.71057620e-07  3.21956937e-09  5.13070331e-01  5.13070331e-01  3.23703214e-09  3.23415866e-09  3.28156631e-09  3.24031359e-09  6.71057620e-07  6.43128715e-08  1.00000000e+00 
 6.71058462e-07  5.13070483e-01  5.13070484e-01  5.13070483e-01  3.23703214e-09  3.23415867e-09  3.28156631e-09  3.24031370e-09  6.71058462e-07  6.87720103e-08  1.00000000e+00 
 6.71056750e-07  3.21956925e-09  3.25583146e-09  3.26348812e-09  5.13070173e-01  3.23415866e-09  3.28156630e-09  3.24031370e-09  6.71056750e-07  7.36577022e-08  1.00000000e+00 
 6.71057599e-07  5.13070328e-01  3.25583146e-09  3.26348812e-09  5.13070328e-01  3.23415866e-09  3.28156631e-09  3.24031370e-09  6.71057599e-07  7.91234811e-08  1.00000000e+00 
 6.71057634e-07  3.21956925e-09  5.13070335e-01  3.26348812e-09  5.13070335e-01  3.23415866e-09  3.28156631e-09  3.24031370e-09  6.71057634e-07  8.45121804e-08  1.00000000e+00 
 6.71058487e-07  5.13070488e-01  5.13070488e-01  3.26348812e-09  5.13070488e-01  3.23415867e-09  3.28156631e-09  3.24031370e-09  6.71058487e-07  8.97636596e-08  1.00000000e+00 
 6.71057624e-07  3.21956925e-09  3.25583157e-09  5.13070332e-01  5.13070332e-01  3.23415866e-09  3.28156631e-09  3.24031359e-09  6.71057624e-07  9.57040385e-08  1.00000000e+00 
 6.71058476e-07  5.13070487e-01  3.25583146e-09  5.13070487e-01  5.13070487e-01  3.23415867e-09  3.28156631e-09  3.24031370e-09  6.71058476e-07  1.01062298e-07  1.00000000e+00 
 6.71058480e-07  3.21956937e-09  5.13070488e-01  5.13070488e-01  5.13070488e-01  3.23415867e-09  3.28156631e-09  3.24031370e-09  6.71058480e-07  1.05976980e-07  1.00000000e+00 
 6.71059336e-07  5.13070644e-01  5.13070644e-01  5.13070644e-01  5.13070644e-01  3.23415867e-09  3.28156632e-09  3.24031359e-09  6.71059336e-07  1.10770131e-07  1.00000000e+00 
 6.71056732e-07  3.21956936e-09  3.25583145e-09  3.26348812e-09  3.23703213e-09  5.13070169e-01  3.28156630e-09  3.24031358e-09  6.71056732e-07  1.25377625e-07  1.00000000e+00 
 6.71057570e-07  5.13070323e-01  3.25583146e-09  3.26348812e-09  3.23703214e-09  5.13070323e-01  3.28156631e-09  3.24031370e-09  6.71057570e-07  1.31295835e-07  1.00000000e+00 
