 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.84018566e-12  3.32416089e-09  3.28597280e-09  3.27814632e-09  3.26205871e-09  3.29082018e-09  3.26822440e-09  3.25469120e-09  7.01392533e-07  1.38697942e-11  5.00000000e-01 
 7.32199314e-09  5.25076658e-01  3.28597293e-09  3.27814623e-09  3.26205861e-09  3.29082009e-09  3.26822442e-09  3.25469122e-09  7.01393347e-07  7.05217928e-09  5.00000000e-01 
 1.45047176e-08  3.32416090e-09  5.25076661e-01  3.27814634e-09  3.26205873e-09  3.29082020e-09  3.26822441e-09  3.25469122e-09  7.01393365e-07  1.40106238e-08  5.00000000e-01 
 2.19047105e-08  5.25076803e-01  5.25076803e-01  3.27814633e-09  3.26205872e-09  3.29082019e-09  3.26822441e-09  3.25469121e-09  7.01394146e-07  2.11955893e-08  5.00000000e-01 
 2.87753529e-08  3.32416090e-09  3.28597282e-09  5.25076654e-01  3.26205861e-09  3.29082009e-09  3.26822441e-09  3.25469122e-09  7.01393322e-07  2.78743642e-08  5.00000000e-01 
 3.62089174e-08  5.25076799e-01  3.28597294e-09  5.25076799e-01  3.26205873e-09  3.29082009e-09  3.26822442e-09  3.25469122e-09  7.01394125e-07  3.51054723e-08  5.00000000e-01 
 4.33449537e-08  3.32416091e-09  5.25076799e-01  5.25076799e-01  3.26205862e-09  3.29082009e-09  3.26822442e-09  3.25469122e-09  7.01394125e-07  4.20504875e-08  5.00000000e-01 
 5.06135906e-08  5.25076956e-01  5.25076956e-01  5.25076956e-01  3.26205862e-09  3.29082010e-09  3.26822442e-09  3.25469122e-09  7.01394995e-07  4.91266121e-08  5.00000000e-01 
 5.88633454e-08  3.32416090e-09  3.28597282e-09  3.27814623e-09  5.25076652e-01  3.29082009e-09  3.26822441e-09  3.25469133e-09  7.01393308e-07  5.71596814e-08  5.00000000e-01 
 6.62611527e-08  5.25076800e-01  3.28597282e-09  3.27814634e-09  5.25076800e-01  3.29082009e-09  3.26822442e-09  3.25469133e-09  7.01394136e-07  6.43641158e-08  5.00000000e-01 
 7.34062155e-08  3.32416091e-09  5.25076801e-01  3.27814634e-09  5.25076801e-01  3.29082009e-09  3.26822442e-09  3.25469122e-09  7.01394136e-07  7.13231287e-08  5.00000000e-01 
 8.07113159e-08  5.25076954e-01  5.25076954e-01  3.27814635e-09  5.25076954e-01  3.29082010e-09  3.26822442e-09  3.25469122e-09  7.01394981e-07  7.84384326e-08  5.00000000e-01 
 8.74645507e-08  3.32416091e-09  3.28597282e-09  5.25076795e-01  5.25076795e-01  3.29082020e-09  3.26822442e-09  3.25469133e-09  7.01394107e-07  8.50162962e-08  5.00000000e-01 
 9.47189045e-08  5.25076945e-01  3.28597283e-09  5.25076945e-01  5.25076945e-01  3.29082010e-09  3.26822442e-09  3.25469134e-09  7.01394939e-07  9.20822458e-08  5.00000000e-01 
 1.01724525e-07  3.32416091e-09  5.25076953e-01  5.25076953e-01  5.25076953e-01  3.29082010e-09  3.26822442e-09  3.25469134e-09  7.01394978e-07  9.89059856e-08  5.00000000e-01 
 1.08818114e-07  5.25077093e-01  5.25077093e-01  5.25077093e-01  5.25077093e-01  3.29082021e-09  3.26822443e-09  3.25469134e-09  7.01395756e-07  1.05815246e-07  5.00000000e-01 
 1.13741210e-07  3.32416090e-09  3.28597282e-09  3.27814634e-09  3.26205861e-09  5.25076654e-01  3.26822441e-09  3.25469133e-09  7.01393333e-07  1.10610287e-07  5.00000000e-01 
 1.21064783e-07  5.25076798e-01  3.28597282e-09  3.27814634e-09  3.26205862e-09  5.25076798e-01  3.26822442e-09  3.25469133e-09  7.01394121e-07  1.17743184e-07  5.00000000e-01 
 1.28190692e-07  3.32416091e-09  5.25076802e-01  3.27814634e-09  3.26205873e-09  5.25076802e-01  3.26822442e-09  3.25469133e-09  7.01394143e-07  1.24683240e-07  5.00000000e-01 
 1.35496179e-07  5.25076958e-01  5.25076958e-01  3.27814635e-09  3.26205862e-09  5.25076958e-01  3.26822442e-09  3.25469134e-09  7.01394999e-07  1.31797933e-07  5.00000000e-01 
 1.42263069e-07  3.32416091e-09  3.28597294e-09  5.25076795e-01  3.26205862e-09  5.25076795e-01  3.26822442e-09  3.25469133e-09  7.01394107e-07  1.38387733e-07  5.00000000e-01 
 1.49569404e-07  5.25076950e-01  3.28597282e-09  5.25076950e-01  3.26205861e-09  5.25076950e-01  3.26822441e-09  3.25469133e-09  7.01394967e-07  1.45502440e-07  5.00000000e-01 
 1.56583709e-07  3.32416091e-09  5.25076952e-01  5.25076952e-01  3.26205862e-09  5.25076952e-01  3.26822442e-09  3.25469134e-09  7.01394971e-07  1.52332404e-07  5.00000000e-01 
 1.63672936e-07  5.25077098e-01  5.25077098e-01  5.25077098e-01  3.26205862e-09  5.25077098e-01  3.26822443e-09  3.25469123e-09  7.01395781e-07  1.59234929e-07  5.00000000e-01 
 1.71753952e-07  3.32416090e-09  3.28597293e-09  3.27814633e-09  5.25076796e-01  5.25076796e-01  3.26822441e-09  3.25469121e-09  7.01394104e-07  1.67102598e-07  5.00000000e-01 
