 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.26341365e-09  3.26341365e-09  3.26341365e-09  3.26341365e-09  7.36000029e-07  1.28510536e-11  1.42299766e-01 
 5.83637518e-01  5.83637518e-01  3.26341378e-09  3.26341378e-09  7.36000739e-07  1.30501915e-07  4.78848134e-01 
 3.26341366e-09  3.26341366e-09  5.83637518e-01  3.26341366e-09  7.36000739e-07  2.57819661e-07  5.06826437e-01 
 5.83637646e-01  5.83637646e-01  5.83637646e-01  3.26341366e-09  7.36001461e-07  3.76208929e-07  5.22777707e-01 
 3.26341366e-09  3.26341366e-09  3.26341366e-09  5.83637518e-01  7.36000740e-07  5.07147975e-07  5.35622296e-01 
 5.83637646e-01  5.83637646e-01  3.26341366e-09  5.83637646e-01  7.36001463e-07  6.24254133e-07  5.44693579e-01 
 3.26341367e-09  3.26341367e-09  5.83637646e-01  5.83637646e-01  7.36001462e-07  7.40087048e-07  5.52217122e-01 
 5.83637773e-01  5.83637773e-01  5.83637773e-01  5.83637773e-01  7.36002179e-07  8.49981069e-07  5.58402939e-01 
