 b0              v(b0)           v(b1)           v(b2)           i(Vbias)        i(viout)        v(vbout)       
 3.26227735e-09  3.26227735e-09  3.25815373e-09  3.27894170e-09  7.71586014e-07  8.70015171e-12  1.26991773e-01 
 6.10305485e-01  6.10305485e-01  3.25815373e-09  3.27894159e-09  7.71586827e-07  1.12703976e-07  4.93241710e-01 
 3.26227747e-09  3.26227747e-09  6.10305477e-01  3.27894170e-09  7.71586783e-07  2.56529084e-07  5.28835589e-01 
 6.10305619e-01  6.10305619e-01  6.10305619e-01  3.27894170e-09  7.71587569e-07  3.58350432e-07  5.43724462e-01 
 3.26227747e-09  3.26227747e-09  3.25815373e-09  6.10305475e-01  7.71586774e-07  4.20113873e-07  5.50926851e-01 
 6.10305619e-01  6.10305619e-01  3.25815374e-09  6.10305619e-01  7.71587573e-07  5.28295756e-07  5.61472679e-01 
 3.26227736e-09  3.26227736e-09  6.10305612e-01  6.10305612e-01  7.71587529e-07  6.67640716e-07  5.72493399e-01 
 6.10305758e-01  6.10305758e-01  6.10305758e-01  6.10305758e-01  7.71588339e-07  7.65612755e-07  5.79077526e-01 
