 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 7.18170668e-07  3.23751322e-09  3.25206135e-09  3.28498553e-09  3.24022493e-09  3.26070637e-09  3.28466155e-09  3.31910193e-09  7.18170668e-07  4.26998028e-08  1.00000000e+00 
 7.18171432e-07  5.45416013e-01  3.25206136e-09  3.28498554e-09  3.24022494e-09  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18171432e-07  4.70287276e-08  1.00000000e+00 
 7.18171446e-07  3.23751324e-09  5.45416015e-01  3.28498554e-09  3.24022494e-09  3.26070638e-09  3.28466156e-09  3.31910194e-09  7.18171446e-07  5.18927692e-08  1.00000000e+00 
 7.18172217e-07  5.45416154e-01  5.45416154e-01  3.28498554e-09  3.24022495e-09  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18172217e-07  5.72889860e-08  1.00000000e+00 
 7.18171492e-07  3.23751312e-09  3.25206136e-09  5.45416024e-01  3.24022494e-09  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18171492e-07  6.28280219e-08  1.00000000e+00 
 7.18172281e-07  5.45416166e-01  3.25206137e-09  5.45416166e-01  3.24022494e-09  3.26070638e-09  3.28466156e-09  3.31910195e-09  7.18172281e-07  6.96625406e-08  1.00000000e+00 
 7.18172284e-07  3.23751312e-09  5.45416167e-01  5.45416167e-01  3.24022494e-09  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18172284e-07  7.61595231e-08  1.00000000e+00 
 7.18173052e-07  5.45416305e-01  5.45416305e-01  5.45416305e-01  3.24022494e-09  3.26070638e-09  3.28466156e-09  3.31910194e-09  7.18173052e-07  8.26366673e-08  1.00000000e+00 
 7.18171467e-07  3.23751323e-09  3.25206136e-09  3.28498554e-09  5.45416019e-01  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18171467e-07  9.25025461e-08  1.00000000e+00 
 7.18172227e-07  5.45416157e-01  3.25206137e-09  3.28498554e-09  5.45416156e-01  3.26070638e-09  3.28466156e-09  3.31910194e-09  7.18172227e-07  1.00459545e-07  1.00000000e+00 
 7.18172220e-07  3.23751312e-09  5.45416155e-01  3.28498554e-09  5.45416155e-01  3.26070638e-09  3.28466167e-09  3.31910194e-09  7.18172220e-07  1.07790854e-07  1.00000000e+00 
 7.18173006e-07  5.45416297e-01  5.45416297e-01  3.28498555e-09  5.45416297e-01  3.26070638e-09  3.28466156e-09  3.31910194e-09  7.18173006e-07  1.14819287e-07  1.00000000e+00 
 7.18172295e-07  3.23751313e-09  3.25206137e-09  5.45416169e-01  5.45416169e-01  3.26070638e-09  3.28466156e-09  3.31910195e-09  7.18172295e-07  1.20836667e-07  1.00000000e+00 
 7.18173066e-07  5.45416307e-01  3.25206137e-09  5.45416307e-01  5.45416307e-01  3.26070639e-09  3.28466156e-09  3.31910195e-09  7.18173066e-07  1.27965016e-07  1.00000000e+00 
 7.18173055e-07  3.23751312e-09  5.45416305e-01  5.45416305e-01  5.45416305e-01  3.26070638e-09  3.28466167e-09  3.31910195e-09  7.18173055e-07  1.34237958e-07  1.00000000e+00 
 7.18173830e-07  5.45416446e-01  5.45416446e-01  5.45416446e-01  5.45416446e-01  3.26070639e-09  3.28466156e-09  3.31910195e-09  7.18173830e-07  1.40293366e-07  1.00000000e+00 
 7.18171499e-07  3.23751312e-09  3.25206137e-09  3.28498554e-09  3.24022494e-09  5.45416025e-01  3.28466167e-09  3.31910194e-09  7.18171499e-07  1.53296398e-07  1.00000000e+00 
 7.18172284e-07  5.45416166e-01  3.25206137e-09  3.28498555e-09  3.24022494e-09  5.45416166e-01  3.28466167e-09  3.31910195e-09  7.18172284e-07  1.61467376e-07  1.00000000e+00 
 7.18172274e-07  3.23751324e-09  5.45416164e-01  3.28498555e-09  3.24022494e-09  5.45416164e-01  3.28466167e-09  3.31910195e-09  7.18172274e-07  1.69037250e-07  1.00000000e+00 
 7.18173059e-07  5.45416305e-01  5.45416305e-01  3.28498555e-09  3.24022494e-09  5.45416305e-01  3.28466156e-09  3.31910194e-09  7.18173059e-07  1.76241862e-07  1.00000000e+00 
 7.18172320e-07  3.23751313e-09  3.25206137e-09  5.45416173e-01  3.24022494e-09  5.45416173e-01  3.28466167e-09  3.31910194e-09  7.18172320e-07  1.82596295e-07  1.00000000e+00 
 7.18173084e-07  5.45416311e-01  3.25206137e-09  5.45416311e-01  3.24022495e-09  5.45416311e-01  3.28466168e-09  3.31910195e-09  7.18173084e-07  1.89920904e-07  1.00000000e+00 
 7.18173087e-07  3.23751323e-09  5.45416311e-01  5.45416311e-01  3.24022494e-09  5.45416311e-01  3.28466167e-09  3.31910194e-09  7.18173087e-07  1.96380938e-07  1.00000000e+00 
 7.18173855e-07  5.45416450e-01  5.45416450e-01  5.45416450e-01  3.24022495e-09  5.45416450e-01  3.28466156e-09  3.31910195e-09  7.18173855e-07  2.02561814e-07  1.00000000e+00 
 7.18172277e-07  3.23751324e-09  3.25206137e-09  3.28498555e-09  5.45416165e-01  5.45416166e-01  3.28466167e-09  3.31910194e-09  7.18172277e-07  2.10757094e-07  1.00000000e+00 
 7.18173055e-07  5.45416305e-01  3.25206137e-09  3.28498555e-09  5.45416305e-01  5.45416305e-01  3.28466156e-09  3.31910194e-09  7.18173055e-07  2.17940027e-07  1.00000000e+00 
 7.18173062e-07  3.23751323e-09  5.45416307e-01  3.28498554e-09  5.45416307e-01  5.45416307e-01  3.28466167e-09  3.31910194e-09  7.18173062e-07  2.24428064e-07  1.00000000e+00 
 7.18173833e-07  5.45416445e-01  5.45416445e-01  3.28498554e-09  5.45416445e-01  5.45416445e-01  3.28466167e-09  3.31910194e-09  7.18173833e-07  2.30641881e-07  1.00000000e+00 
 7.18173112e-07  3.23751324e-09  3.25206137e-09  5.45416316e-01  5.45416316e-01  5.45416316e-01  3.28466156e-09  3.31910195e-09  7.18173112e-07  2.35767942e-07  1.00000000e+00 
 7.18173876e-07  5.45416454e-01  3.25206137e-09  5.45416454e-01  5.45416454e-01  5.45416454e-01  3.28466168e-09  3.31910195e-09  7.18173876e-07  2.42028037e-07  1.00000000e+00 
 7.18173879e-07  3.23751324e-09  5.45416455e-01  5.45416455e-01  5.45416455e-01  5.45416455e-01  3.28466168e-09  3.31910195e-09  7.18173879e-07  2.47461692e-07  1.00000000e+00 
 7.18174654e-07  5.45416594e-01  5.45416594e-01  5.45416594e-01  5.45416594e-01  5.45416594e-01  3.28466168e-09  3.31910196e-09  7.18174654e-07  2.52729052e-07  1.00000000e+00 
