 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.25870749e-09  3.25870749e-09  3.32427652e-09  3.25694880e-09  6.32294801e-07  1.49134038e-11  1.52202017e-01 
 5.62413375e-01  5.62413375e-01  3.32427652e-09  3.25694880e-09  6.32295822e-07  8.49337916e-08  4.66013747e-01 
 3.25870750e-09  3.25870750e-09  5.62413391e-01  3.25694892e-09  6.32295903e-07  1.59148234e-07  4.91151472e-01 
 5.62413581e-01  5.62413581e-01  5.62413581e-01  3.25694892e-09  6.32296921e-07  2.37396620e-07  5.07539915e-01 
 3.25870750e-09  3.25870750e-09  3.32427652e-09  5.62413372e-01  6.32295804e-07  3.48698862e-07  5.23601867e-01 
 5.62413561e-01  5.62413561e-01  3.32427653e-09  5.62413561e-01  6.32296815e-07  4.24231775e-07  5.31917086e-01 
 3.25870750e-09  3.25870750e-09  5.62413578e-01  5.62413578e-01  6.32296907e-07  4.90609175e-07  5.38140045e-01 
 5.62413770e-01  5.62413770e-01  5.62413770e-01  5.62413770e-01  6.32297928e-07  5.63032351e-07  5.44082552e-01 
