 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.00897068e-11  3.32985939e-09  3.70263385e-09  3.24759049e-09  3.33796575e-09  3.47258647e-09  3.51195532e-09  3.39072911e-09  1.62986332e-07  1.27342048e-09  1.00000000e+00 
 1.73508852e-09  4.61992748e-01  3.70263399e-09  3.24759060e-09  3.33796575e-09  3.47258658e-09  3.51195544e-09  3.39072913e-09  1.62987320e-07  2.24440555e-09  1.00000000e+00 
 3.25573524e-09  3.32985947e-09  4.61992758e-01  3.24759055e-09  3.33796581e-09  3.47258658e-09  3.51195544e-09  3.39072912e-09  1.62987330e-07  3.60481067e-09  1.00000000e+00 
 5.02606667e-09  4.61993485e-01  4.61993485e-01  3.24759068e-09  3.33796578e-09  3.47258667e-09  3.51195560e-09  3.39072917e-09  1.62988322e-07  5.35982281e-09  1.00000000e+00 
 6.50157972e-09  3.32985948e-09  3.70263393e-09  4.61992748e-01  3.33796575e-09  3.47258658e-09  3.51195544e-09  3.39072912e-09  1.62987320e-07  6.83968437e-09  1.00000000e+00 
 8.27824920e-09  4.61993459e-01  3.70263404e-09  4.61993459e-01  3.33796584e-09  3.47258666e-09  3.51195559e-09  3.39072917e-09  1.62988286e-07  8.62070237e-09  1.00000000e+00 
 9.81233939e-09  3.32985953e-09  4.61993480e-01  4.61993480e-01  3.33796578e-09  3.47258667e-09  3.51195565e-09  3.39072923e-09  1.62988314e-07  1.01556168e-08  1.00000000e+00 
 1.16003775e-08  4.61994189e-01  4.61994189e-01  4.61994189e-01  3.33796580e-09  3.47258675e-09  3.51195581e-09  3.39072927e-09  1.62989277e-07  1.19423333e-08  1.00000000e+00 
 1.31259412e-08  3.32985948e-09  3.70263393e-09  3.24759060e-09  4.61992727e-01  3.47258652e-09  3.51195550e-09  3.39072912e-09  1.62987295e-07  1.34649838e-08  1.00000000e+00 
 1.48990580e-08  4.61993443e-01  3.70263404e-09  3.24759068e-09  4.61993443e-01  3.47258666e-09  3.51195564e-09  3.39072917e-09  1.62988261e-07  1.52334536e-08  1.00000000e+00 
 1.64440337e-08  3.32985953e-09  4.61993466e-01  3.24759068e-09  4.61993467e-01  3.47258661e-09  3.51195565e-09  3.39072923e-09  1.62988297e-07  1.67734697e-08  1.00000000e+00 
 1.82443500e-08  4.61994152e-01  4.61994152e-01  3.24759073e-09  4.61994152e-01  3.47258677e-09  3.51195577e-09  3.39072924e-09  1.62989238e-07  1.85672349e-08  1.00000000e+00 
 1.97102565e-08  3.32985953e-09  3.70263404e-09  4.61993425e-01  4.61993425e-01  3.47258660e-09  3.51195564e-09  3.39072922e-09  1.62988240e-07  2.00273149e-08  1.00000000e+00 
 2.14939178e-08  4.61994153e-01  3.70263415e-09  4.61994153e-01  4.61994153e-01  3.47258674e-09  3.51195580e-09  3.39072927e-09  1.62989231e-07  2.18034728e-08  1.00000000e+00 
 2.30409682e-08  3.32985959e-09  4.61994167e-01  4.61994167e-01  4.61994167e-01  3.47258674e-09  3.51195575e-09  3.39072922e-09  1.62989256e-07  2.33436310e-08  1.00000000e+00 
 2.48378456e-08  4.61994871e-01  4.61994871e-01  4.61994871e-01  4.61994871e-01  3.47258682e-09  3.51195595e-09  3.39072926e-09  1.62990204e-07  2.51323371e-08  1.00000000e+00 
 2.63993911e-08  3.32985948e-09  3.70263399e-09  3.24759060e-09  3.33796581e-09  4.61992736e-01  3.51195550e-09  3.39072912e-09  1.62987305e-07  2.66864220e-08  1.00000000e+00 
 2.81536074e-08  4.61993438e-01  3.70263404e-09  3.24759068e-09  3.33796577e-09  4.61993438e-01  3.51195559e-09  3.39072922e-09  1.62988258e-07  2.84322255e-08  1.00000000e+00 
 2.96929556e-08  3.32985953e-09  4.61993480e-01  3.24759068e-09  3.33796578e-09  4.61993480e-01  3.51195560e-09  3.39072917e-09  1.62988314e-07  2.99639993e-08  1.00000000e+00 
 3.14883835e-08  4.61994178e-01  4.61994178e-01  3.24759071e-09  3.33796580e-09  4.61994178e-01  3.51195575e-09  3.39072922e-09  1.62989267e-07  3.17505027e-08  1.00000000e+00 
 3.29663123e-08  3.32985953e-09  3.70263405e-09  4.61993464e-01  3.33796583e-09  4.61993464e-01  3.51195559e-09  3.39072917e-09  1.62988293e-07  3.32209851e-08  1.00000000e+00 
 3.47619675e-08  4.61994165e-01  3.70263415e-09  4.61994165e-01  3.33796580e-09  4.61994165e-01  3.51195574e-09  3.39072922e-09  1.62989249e-07  3.50076022e-08  1.00000000e+00 
 3.63120591e-08  3.32985959e-09  4.61994189e-01  4.61994189e-01  3.33796580e-09  4.61994189e-01  3.51195575e-09  3.39072922e-09  1.62989284e-07  3.65497073e-08  1.00000000e+00 
 3.81079701e-08  4.61994903e-01  4.61994903e-01  4.61994903e-01  3.33796589e-09  4.61994903e-01  3.51195596e-09  3.39072926e-09  1.62990247e-07  3.83364949e-08  1.00000000e+00 
 3.95967561e-08  3.32985953e-09  3.70263404e-09  3.24759067e-09  4.61993420e-01  4.61993420e-01  3.51195558e-09  3.39072917e-09  1.62988233e-07  3.98174365e-08  1.00000000e+00 
 4.13684518e-08  4.61994139e-01  3.70263415e-09  3.24759070e-09  4.61994139e-01  4.61994139e-01  3.51195574e-09  3.39072921e-09  1.62989210e-07  4.15800230e-08  1.00000000e+00 
 4.29093632e-08  3.32985959e-09  4.61994172e-01  3.24759071e-09  4.61994172e-01  4.61994172e-01  3.51195575e-09  3.39072922e-09  1.62989259e-07  4.31127916e-08  1.00000000e+00 
 4.47141417e-08  4.61994861e-01  4.61994860e-01  3.24759084e-09  4.61994861e-01  4.61994861e-01  3.51195595e-09  3.39072926e-09  1.62990190e-07  4.49083331e-08  1.00000000e+00 
 4.61865284e-08  3.32985959e-09  3.70263415e-09  4.61994153e-01  4.61994154e-01  4.61994154e-01  3.51195574e-09  3.39072921e-09  1.62989235e-07  4.63730316e-08  1.00000000e+00 
 4.79761013e-08  4.61994848e-01  3.70263426e-09  4.61994848e-01  4.61994848e-01  4.61994848e-01  3.51195589e-09  3.39072926e-09  1.62990180e-07  4.81531401e-08  1.00000000e+00 
