 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.59642593e-07  3.19416303e-09  3.45257728e-09  3.20211621e-09  3.24058619e-09  3.15551475e-09  3.53283711e-09  3.26718597e-09  1.59642593e-07  1.02832587e-09  1.00000000e+00 
 1.59643622e-07  4.51457243e-01  3.45257730e-09  3.20211623e-09  3.24058625e-09  3.15551484e-09  3.53283712e-09  3.26718601e-09  1.59643622e-07  1.68526526e-09  1.00000000e+00 
 1.59643664e-07  3.19416304e-09  4.51457255e-01  3.20211620e-09  3.24058627e-09  3.15551481e-09  3.53283715e-09  3.26718598e-09  1.59643664e-07  2.83600343e-09  1.00000000e+00 
 1.59644655e-07  4.51457990e-01  4.51457990e-01  3.20211621e-09  3.24058627e-09  3.15551485e-09  3.53283722e-09  3.26718608e-09  1.59644655e-07  4.47735715e-09  1.00000000e+00 
 1.59643552e-07  3.19416304e-09  3.45257727e-09  4.51457189e-01  3.24058627e-09  3.15551486e-09  3.53283714e-09  3.26718598e-09  1.59643552e-07  5.94796745e-09  1.00000000e+00 
 1.59644578e-07  4.51457944e-01  3.45257729e-09  4.51457944e-01  3.24058633e-09  3.15551490e-09  3.53283721e-09  3.26718602e-09  1.59644578e-07  7.63273533e-09  1.00000000e+00 
 1.59644585e-07  3.19416307e-09  4.51457940e-01  4.51457940e-01  3.24058633e-09  3.15551490e-09  3.53283721e-09  3.26718602e-09  1.59644585e-07  9.13138365e-09  1.00000000e+00 
 1.59645481e-07  4.51458650e-01  4.51458650e-01  4.51458650e-01  3.24058633e-09  3.15551488e-09  3.53283728e-09  3.26718606e-09  1.59645481e-07  1.08180842e-08  1.00000000e+00 
 1.59643685e-07  3.19416307e-09  3.45257730e-09  3.20211623e-09  4.51457292e-01  3.15551484e-09  3.53283718e-09  3.26718596e-09  1.59643685e-07  1.22423387e-08  1.00000000e+00 
 1.59644653e-07  4.51457985e-01  3.45257735e-09  3.20211621e-09  4.51457985e-01  3.15551485e-09  3.53283727e-09  3.26718602e-09  1.59644653e-07  1.38943363e-08  1.00000000e+00 
 1.59644639e-07  3.19416301e-09  4.51458016e-01  3.20211621e-09  4.51458016e-01  3.15551485e-09  3.53283728e-09  3.26718602e-09  1.59644639e-07  1.53840745e-08  1.00000000e+00 
 1.59645617e-07  4.51458728e-01  4.51458728e-01  3.20211623e-09  4.51458728e-01  3.15551488e-09  3.53283729e-09  3.26718607e-09  1.59645617e-07  1.70671086e-08  1.00000000e+00 
 1.59644616e-07  3.19416301e-09  3.45257735e-09  4.51457985e-01  4.51457985e-01  3.15551485e-09  3.53283727e-09  3.26718602e-09  1.59644616e-07  1.84994775e-08  1.00000000e+00 
 1.59645548e-07  4.51458692e-01  3.45257737e-09  4.51458692e-01  4.51458692e-01  3.15551488e-09  3.53283728e-09  3.26718606e-09  1.59645548e-07  2.01609254e-08  1.00000000e+00 
 1.59645452e-07  3.19416310e-09  4.51458623e-01  4.51458623e-01  4.51458623e-01  3.15551488e-09  3.53283728e-09  3.26718606e-09  1.59645452e-07  2.16510045e-08  1.00000000e+00 
 1.59646561e-07  4.51459428e-01  4.51459428e-01  4.51459428e-01  4.51459428e-01  3.15551492e-09  3.53283735e-09  3.26718611e-09  1.59646561e-07  2.33292212e-08  1.00000000e+00 
 1.59643575e-07  3.19416304e-09  3.45257733e-09  3.20211619e-09  3.24058621e-09  4.51457212e-01  3.53283715e-09  3.26718598e-09  1.59643575e-07  2.41565488e-08  1.00000000e+00 
 1.59644502e-07  4.51457914e-01  3.45257729e-09  3.20211627e-09  3.24058633e-09  4.51457914e-01  3.53283721e-09  3.26718602e-09  1.59644502e-07  2.57806931e-08  1.00000000e+00 
 1.59644541e-07  3.19416307e-09  4.51457945e-01  3.20211621e-09  3.24058633e-09  4.51457945e-01  3.53283721e-09  3.26718602e-09  1.59644541e-07  2.72559788e-08  1.00000000e+00 
 1.59645581e-07  4.51458697e-01  4.51458697e-01  3.20211623e-09  3.24058633e-09  4.51458697e-01  3.53283728e-09  3.26718606e-09  1.59645581e-07  2.89263511e-08  1.00000000e+00 
 1.59644532e-07  3.19416301e-09  3.45257735e-09  4.51457925e-01  3.24058627e-09  4.51457925e-01  3.53283727e-09  3.26718602e-09  1.59644532e-07  3.03647312e-08  1.00000000e+00 
 1.59645475e-07  4.51458634e-01  3.45257737e-09  4.51458634e-01  3.24058633e-09  4.51458634e-01  3.53283728e-09  3.26718606e-09  1.59645475e-07  3.20308970e-08  1.00000000e+00 
 1.59645473e-07  3.19416310e-09  4.51458644e-01  4.51458644e-01  3.24058633e-09  4.51458644e-01  3.53283728e-09  3.26718606e-09  1.59645473e-07  3.35189441e-08  1.00000000e+00 
 1.59646475e-07  4.51459349e-01  4.51459349e-01  4.51459349e-01  3.24058643e-09  4.51459349e-01  3.53283740e-09  3.26718610e-09  1.59646475e-07  3.51905669e-08  1.00000000e+00 
 1.59644685e-07  3.19416301e-09  3.45257735e-09  3.20211621e-09  4.51457999e-01  4.51457999e-01  3.53283728e-09  3.26718602e-09  1.59644685e-07  3.65535300e-08  1.00000000e+00 
 1.59645559e-07  4.51458701e-01  3.45257737e-09  3.20211623e-09  4.51458701e-01  4.51458701e-01  3.53283728e-09  3.26718606e-09  1.59645559e-07  3.81893130e-08  1.00000000e+00 
 1.59645620e-07  3.19416310e-09  4.51458742e-01  3.20211623e-09  4.51458742e-01  4.51458742e-01  3.53283729e-09  3.26718607e-09  1.59645620e-07  3.96647266e-08  1.00000000e+00 
 1.59646518e-07  4.51459422e-01  4.51459422e-01  3.20211625e-09  4.51459422e-01  4.51459422e-01  3.53283740e-09  3.26718610e-09  1.59646518e-07  4.13420196e-08  1.00000000e+00 
 1.59645530e-07  3.19416310e-09  3.45257737e-09  4.51458672e-01  4.51458672e-01  4.51458672e-01  3.53283728e-09  3.26718606e-09  1.59645530e-07  4.27726405e-08  1.00000000e+00 
 1.59646541e-07  4.51459422e-01  3.45257740e-09  4.51459422e-01  4.51459422e-01  4.51459422e-01  3.53283740e-09  3.26718611e-09  1.59646541e-07  4.44318999e-08  1.00000000e+00 
 1.59646497e-07  3.19416313e-09  4.51459384e-01  4.51459384e-01  4.51459384e-01  4.51459384e-01  3.53283740e-09  3.26718610e-09  1.59646497e-07  4.59144331e-08  1.00000000e+00 
 1.59647526e-07  4.51460142e-01  4.51460142e-01  4.51460142e-01  4.51460142e-01  4.51460142e-01  3.53283747e-09  3.26718615e-09  1.59647526e-07  4.75861128e-08  1.00000000e+00 
 1.59643602e-07  3.19416307e-09  3.45257730e-09  3.20211623e-09  3.24058624e-09  3.15551484e-09  4.51457244e-01  3.26718601e-09  1.59643602e-07  4.82987019e-08  1.00000000e+00 
 1.59644519e-07  4.51457945e-01  3.45257735e-09  3.20211627e-09  3.24058627e-09  3.15551484e-09  4.51457945e-01  3.26718602e-09  1.59644519e-07  4.98862676e-08  1.00000000e+00 
 1.59644633e-07  3.19416307e-09  4.51457991e-01  3.20211627e-09  3.24058627e-09  3.15551485e-09  4.51457991e-01  3.26718602e-09  1.59644633e-07  5.13385743e-08  1.00000000e+00 
 1.59645658e-07  4.51458757e-01  4.51458757e-01  3.20211623e-09  3.24058639e-09  3.15551494e-09  4.51458757e-01  3.26718607e-09  1.59645658e-07  5.29887814e-08  1.00000000e+00 
 1.59644626e-07  3.19416307e-09  3.45257735e-09  4.51457993e-01  3.24058627e-09  3.15551485e-09  4.51457993e-01  3.26718602e-09  1.59644626e-07  5.44126948e-08  1.00000000e+00 
 1.59645497e-07  4.51458649e-01  3.45257732e-09  4.51458649e-01  3.24058633e-09  3.15551488e-09  4.51458648e-01  3.26718606e-09  1.59645497e-07  5.60606850e-08  1.00000000e+00 
 1.59645615e-07  3.19416310e-09  4.51458717e-01  4.51458717e-01  3.24058633e-09  3.15551494e-09  4.51458717e-01  3.26718607e-09  1.59645615e-07  5.75382870e-08  1.00000000e+00 
 1.59646477e-07  4.51459385e-01  4.51459385e-01  4.51459385e-01  3.24058644e-09  3.15551491e-09  4.51459385e-01  3.26718610e-09  1.59646477e-07  5.92063145e-08  1.00000000e+00 
 1.59644656e-07  3.19416307e-09  3.45257735e-09  3.20211627e-09  4.51458007e-01  3.15551485e-09  4.51458007e-01  3.26718602e-09  1.59644656e-07  6.05814421e-08  1.00000000e+00 
 1.59645607e-07  4.51458748e-01  3.45257732e-09  3.20211623e-09  4.51458748e-01  3.15551488e-09  4.51458748e-01  3.26718607e-09  1.59645607e-07  6.22206784e-08  1.00000000e+00 
 1.59645668e-07  3.19416310e-09  4.51458749e-01  3.20211623e-09  4.51458749e-01  3.15551488e-09  4.51458749e-01  3.26718607e-09  1.59645668e-07  6.36970725e-08  1.00000000e+00 
 1.59646653e-07  4.51459495e-01  4.51459495e-01  3.20211625e-09  4.51459495e-01  3.15551492e-09  4.51459495e-01  3.26718611e-09  1.59646653e-07  6.53725891e-08  1.00000000e+00 
 1.59645668e-07  3.19416310e-09  3.45257732e-09  4.51458760e-01  4.51458760e-01  3.15551488e-09  4.51458760e-01  3.26718607e-09  1.59645668e-07  6.67978810e-08  1.00000000e+00 
 1.59646588e-07  4.51459461e-01  3.45257734e-09  4.51459461e-01  4.51459461e-01  3.15551492e-09  4.51459461e-01  3.26718611e-09  1.59646588e-07  6.84483865e-08  1.00000000e+00 
 1.59646599e-07  3.19416313e-09  4.51459444e-01  4.51459444e-01  4.51459444e-01  3.15551492e-09  4.51459444e-01  3.26718611e-09  1.59646599e-07  6.99246669e-08  1.00000000e+00 
 1.59647592e-07  4.51460191e-01  4.51460191e-01  4.51460191e-01  4.51460191e-01  3.15551495e-09  4.51460191e-01  3.26718615e-09  1.59647592e-07  7.15897812e-08  1.00000000e+00 
 1.59644650e-07  3.19416307e-09  3.45257735e-09  3.20211621e-09  3.24058633e-09  4.51457998e-01  4.51457998e-01  3.26718602e-09  1.59644650e-07  7.23223508e-08  1.00000000e+00 
 1.59645568e-07  4.51458720e-01  3.45257732e-09  3.20211623e-09  3.24058639e-09  4.51458720e-01  4.51458720e-01  3.26718607e-09  1.59645568e-07  7.39257757e-08  1.00000000e+00 
 1.59645592e-07  3.19416310e-09  4.51458713e-01  3.20211623e-09  3.24058633e-09  4.51458713e-01  4.51458713e-01  3.26718607e-09  1.59645592e-07  7.53870637e-08  1.00000000e+00 
 1.59646580e-07  4.51459429e-01  4.51459429e-01  3.20211625e-09  3.24058644e-09  4.51459429e-01  4.51459429e-01  3.26718611e-09  1.59646580e-07  7.70432678e-08  1.00000000e+00 
 1.59645548e-07  3.19416310e-09  3.45257732e-09  4.51458687e-01  3.24058639e-09  4.51458687e-01  4.51458687e-01  3.26718606e-09  1.59645548e-07  7.84622074e-08  1.00000000e+00 
 1.59646537e-07  4.51459400e-01  3.45257734e-09  4.51459400e-01  3.24058644e-09  4.51459400e-01  4.51459400e-01  3.26718611e-09  1.59646537e-07  8.01174451e-08  1.00000000e+00 
 1.59646549e-07  3.19416313e-09  4.51459426e-01  4.51459426e-01  3.24058644e-09  4.51459426e-01  4.51459426e-01  3.26718611e-09  1.59646549e-07  8.16002483e-08  1.00000000e+00 
 1.59647516e-07  4.51460154e-01  4.51460154e-01  4.51460154e-01  3.24058644e-09  4.51460153e-01  4.51460153e-01  3.26718614e-09  1.59647516e-07  8.32707769e-08  1.00000000e+00 
 1.59645613e-07  3.19416310e-09  3.45257732e-09  3.20211623e-09  4.51458732e-01  4.51458732e-01  4.51458732e-01  3.26718607e-09  1.59645613e-07  8.46273451e-08  1.00000000e+00 
 1.59646548e-07  4.51459432e-01  3.45257734e-09  3.20211625e-09  4.51459432e-01  4.51459432e-01  4.51459432e-01  3.26718611e-09  1.59646548e-07  8.62585949e-08  1.00000000e+00 
 1.59646567e-07  3.19416313e-09  4.51459435e-01  3.20211625e-09  4.51459435e-01  4.51459435e-01  4.51459435e-01  3.26718611e-09  1.59646567e-07  8.77274289e-08  1.00000000e+00 
 1.59647625e-07  4.51460222e-01  4.51460222e-01  3.20211627e-09  4.51460222e-01  4.51460222e-01  4.51460222e-01  3.26718620e-09  1.59647625e-07  8.93944616e-08  1.00000000e+00 
 1.59646482e-07  3.19416313e-09  3.45257734e-09  4.51459399e-01  4.51459399e-01  4.51459399e-01  4.51459399e-01  3.26718611e-09  1.59646482e-07  9.08144813e-08  1.00000000e+00 
