 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 6.70478052e-07  3.22321331e-09  3.26039409e-09  3.24870851e-09  3.29663908e-09  3.24477937e-09  3.26191771e-09  3.24327420e-09  6.70478052e-07  3.71013016e-08  1.00000000e+00 
 6.70478851e-07  5.08544212e-01  3.26039399e-09  3.24870864e-09  3.29663910e-09  3.24477950e-09  3.26191761e-09  3.24327410e-09  6.70478851e-07  3.89933490e-08  1.00000000e+00 
 6.70478872e-07  3.22321332e-09  5.08544214e-01  3.24870864e-09  3.29663910e-09  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70478872e-07  4.14406287e-08  1.00000000e+00 
 6.70479718e-07  5.08544365e-01  5.08544365e-01  3.24870864e-09  3.29663899e-09  3.24477938e-09  3.26191761e-09  3.24327410e-09  6.70479718e-07  4.36183143e-08  1.00000000e+00 
 6.70478922e-07  3.22321332e-09  3.26039399e-09  5.08544224e-01  3.29663910e-09  3.24477950e-09  3.26191761e-09  3.24327410e-09  6.70478922e-07  4.72163748e-08  1.00000000e+00 
 6.70479732e-07  5.08544368e-01  3.26039399e-09  5.08544368e-01  3.29663899e-09  3.24477938e-09  3.26191761e-09  3.24327410e-09  6.70479732e-07  4.97964550e-08  1.00000000e+00 
 6.70479746e-07  3.22321332e-09  5.08544371e-01  5.08544371e-01  3.29663899e-09  3.24477938e-09  3.26191761e-09  3.24327410e-09  6.70479746e-07  5.28579704e-08  1.00000000e+00 
 6.70480610e-07  5.08544524e-01  5.08544524e-01  5.08544524e-01  3.29663899e-09  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70480610e-07  5.55638309e-08  1.00000000e+00 
 6.70478933e-07  3.22321332e-09  3.26039410e-09  3.24870853e-09  5.08544226e-01  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70478933e-07  5.98509047e-08  1.00000000e+00 
 6.70479729e-07  5.08544368e-01  3.26039399e-09  3.24870864e-09  5.08544368e-01  3.24477938e-09  3.26191761e-09  3.24327410e-09  6.70479729e-07  6.29895709e-08  1.00000000e+00 
 6.70479775e-07  3.22321333e-09  5.08544375e-01  3.24870853e-09  5.08544375e-01  3.24477950e-09  3.26191761e-09  3.24327410e-09  6.70479775e-07  6.67367885e-08  1.00000000e+00 
 6.70480613e-07  5.08544524e-01  5.08544524e-01  3.24870864e-09  5.08544524e-01  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70480613e-07  6.99362346e-08  1.00000000e+00 
 6.70479789e-07  3.22321333e-09  3.26039399e-09  5.08544378e-01  5.08544378e-01  3.24477950e-09  3.26191761e-09  3.24327410e-09  6.70479789e-07  7.45812656e-08  1.00000000e+00 
 6.70480627e-07  5.08544527e-01  3.26039399e-09  5.08544527e-01  5.08544527e-01  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70480627e-07  7.78957627e-08  1.00000000e+00 
 6.70480649e-07  3.22321333e-09  5.08544531e-01  5.08544532e-01  5.08544531e-01  3.24477939e-09  3.26191761e-09  3.24327410e-09  6.70480649e-07  8.16177845e-08  1.00000000e+00 
