 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.75176999e-12  3.26274278e-09  3.24948269e-09  3.24195848e-09  3.22624726e-09  3.26686312e-09  3.26929106e-09  3.32924653e-09  7.46044506e-07  1.36282097e-11  5.00000000e-01 
 9.12660360e-09  5.31536153e-01  3.24948271e-09  3.24195850e-09  3.22624728e-09  3.26686313e-09  3.26929108e-09  3.32924666e-09  7.46045259e-07  8.71405348e-09  5.00000000e-01 
 1.70771881e-08  3.26274280e-09  5.31536155e-01  3.24195850e-09  3.22624728e-09  3.26686313e-09  3.26929108e-09  3.32924655e-09  7.46045274e-07  1.63567364e-08  5.00000000e-01 
 2.61652363e-08  5.31536279e-01  5.31536279e-01  3.24195861e-09  3.22624728e-09  3.26686314e-09  3.26929097e-09  3.32924666e-09  7.46045963e-07  2.51128824e-08  5.00000000e-01 
 3.21587233e-08  3.26274269e-09  3.24948271e-09  5.31536147e-01  3.22624728e-09  3.26686313e-09  3.26929107e-09  3.32924666e-09  7.46045231e-07  3.08942987e-08  5.00000000e-01 
 4.13325930e-08  5.31536276e-01  3.24948271e-09  5.31536276e-01  3.22624728e-09  3.26686314e-09  3.26929097e-09  3.32924666e-09  7.46045956e-07  3.97499917e-08  5.00000000e-01 
 4.91972788e-08  3.26274280e-09  5.31536276e-01  5.31536276e-01  3.22624728e-09  3.26686314e-09  3.26929097e-09  3.32924666e-09  7.46045949e-07  4.73465320e-08  5.00000000e-01 
 5.80646355e-08  5.31536399e-01  5.31536400e-01  5.31536399e-01  3.22624728e-09  3.26686314e-09  3.26929097e-09  3.32924667e-09  7.46046631e-07  5.59151090e-08  5.00000000e-01 
 6.63173376e-08  3.26274269e-09  3.24948271e-09  3.24195850e-09  5.31536156e-01  3.26686313e-09  3.26929108e-09  3.32924655e-09  7.46045274e-07  6.38921733e-08  5.00000000e-01 
 7.54756434e-08  5.31536275e-01  3.24948271e-09  3.24195850e-09  5.31536275e-01  3.26686314e-09  3.26929108e-09  3.32924655e-09  7.46045941e-07  7.27467864e-08  5.00000000e-01 
 8.33543639e-08  3.26274280e-09  5.31536278e-01  3.24195850e-09  5.31536278e-01  3.26686314e-09  3.26929108e-09  3.32924655e-09  7.46045956e-07  8.03655951e-08  5.00000000e-01 
 9.22629547e-08  5.31536404e-01  5.31536404e-01  3.24195861e-09  5.31536404e-01  3.26686314e-09  3.26929108e-09  3.32924656e-09  7.46046659e-07  8.89815794e-08  5.00000000e-01 
 9.81784119e-08  3.26274280e-09  3.24948271e-09  5.31536276e-01  5.31536276e-01  3.26686314e-09  3.26929108e-09  3.32924666e-09  7.46045941e-07  9.47031396e-08  5.00000000e-01 
