 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.58639179e-07  3.25158108e-09  3.24970790e-09  3.26128847e-09  3.26582070e-09  3.29250857e-09  3.23150009e-09  3.24329942e-09  1.58639179e-07  3.56058649e-09  1.00000000e+00 
 1.58640155e-07  4.48984128e-01  3.24970793e-09  3.26128849e-09  3.26582073e-09  3.29250860e-09  3.23150023e-09  3.24329933e-09  1.58640155e-07  5.75906256e-09  1.00000000e+00 
 1.58640148e-07  3.25158110e-09  4.48984085e-01  3.26128848e-09  3.26582072e-09  3.29250847e-09  3.23150011e-09  3.24329932e-09  1.58640148e-07  1.00757234e-08  1.00000000e+00 
 1.58640985e-07  4.48984804e-01  4.48984804e-01  3.26128851e-09  3.26582075e-09  3.29250862e-09  3.23150025e-09  3.24329946e-09  1.58640985e-07  1.56620956e-08  1.00000000e+00 
 1.58640185e-07  3.25158122e-09  3.24970793e-09  4.48984130e-01  3.26582073e-09  3.29250860e-09  3.23150023e-09  3.24329933e-09  1.58640185e-07  2.06304662e-08  1.00000000e+00 
 1.58641094e-07  4.48984870e-01  3.24970794e-09  4.48984870e-01  3.26582075e-09  3.29250851e-09  3.23150025e-09  3.24329945e-09  1.58641094e-07  2.64209916e-08  1.00000000e+00 
 1.58641076e-07  3.25158113e-09  4.48984824e-01  4.48984824e-01  3.26582075e-09  3.29250851e-09  3.23150013e-09  3.24329946e-09  1.58641076e-07  3.22052074e-08  1.00000000e+00 
 1.58641827e-07  4.48985393e-01  4.48985393e-01  4.48985393e-01  3.26582076e-09  3.29250864e-09  3.23150026e-09  3.24329935e-09  1.58641827e-07  3.80020992e-08  1.00000000e+00 
 1.58640311e-07  3.25158111e-09  3.24970793e-09  3.26128850e-09  4.48984251e-01  3.29250849e-09  3.23150012e-09  3.24329944e-09  1.58640311e-07  4.30280522e-08  1.00000000e+00 
 1.58640935e-07  4.48984719e-01  3.24970794e-09  3.26128851e-09  4.48984719e-01  3.29250862e-09  3.23150025e-09  3.24329934e-09  1.58640935e-07  4.87243028e-08  1.00000000e+00 
 1.58640955e-07  3.25158124e-09  4.48984771e-01  3.26128851e-09  4.48984771e-01  3.29250862e-09  3.23150025e-09  3.24329934e-09  1.58640955e-07  5.44865202e-08  1.00000000e+00 
 1.58642117e-07  4.48985605e-01  4.48985605e-01  3.26128853e-09  4.48985605e-01  3.29250853e-09  3.23150015e-09  3.24329936e-09  1.58642117e-07  6.02778130e-08  1.00000000e+00 
 1.58641161e-07  3.25158113e-09  3.24970794e-09  4.48984890e-01  4.48984890e-01  3.29250862e-09  3.23150013e-09  3.24329946e-09  1.58641161e-07  6.51446612e-08  1.00000000e+00 
 1.58642107e-07  4.48985571e-01  3.24970796e-09  4.48985571e-01  4.48985571e-01  3.29250853e-09  3.23150015e-09  3.24329935e-09  1.58642107e-07  7.08734262e-08  1.00000000e+00 
 1.58642163e-07  3.25158114e-09  4.48985610e-01  4.48985610e-01  4.48985610e-01  3.29250853e-09  3.23150015e-09  3.24329936e-09  1.58642163e-07  7.66384858e-08  1.00000000e+00 
 1.58643015e-07  4.48986268e-01  4.48986268e-01  4.48986268e-01  4.48986268e-01  3.29250855e-09  3.23150016e-09  3.24329937e-09  1.58643015e-07  8.24194046e-08  1.00000000e+00 
 1.58640084e-07  3.25158111e-09  3.24970793e-09  3.26128849e-09  3.26582073e-09  4.48984111e-01  3.23150012e-09  3.24329933e-09  1.58640084e-07  8.68366783e-08  1.00000000e+00 
 1.58640924e-07  4.48984722e-01  3.24970794e-09  3.26128851e-09  3.26582075e-09  4.48984722e-01  3.23150013e-09  3.24329934e-09  1.58640924e-07  9.24353287e-08  1.00000000e+00 
 1.58641062e-07  3.25158113e-09  4.48984791e-01  3.26128851e-09  3.26582075e-09  4.48984791e-01  3.23150013e-09  3.24329934e-09  1.58641062e-07  9.81443122e-08  1.00000000e+00 
 1.58641922e-07  4.48985461e-01  4.48985461e-01  3.26128852e-09  3.26582076e-09  4.48985461e-01  3.23150014e-09  3.24329935e-09  1.58641922e-07  1.03895644e-07  1.00000000e+00 
 1.58641044e-07  3.25158113e-09  3.24970794e-09  4.48984827e-01  3.26582075e-09  4.48984827e-01  3.23150013e-09  3.24329934e-09  1.58641044e-07  1.08784661e-07  1.00000000e+00 
