 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.84127756e-12  3.27048636e-09  3.24455767e-09  3.24779482e-09  3.24253281e-09  3.32166938e-09  3.25450744e-09  3.27827991e-09  6.61166375e-07  1.66124892e-11  1.00000000e+00 
 8.04825308e-09  5.20288479e-01  3.24455769e-09  3.24779483e-09  3.24253283e-09  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61167228e-07  8.31822433e-09  1.00000000e+00 
 1.61647593e-08  3.27048638e-09  5.20288476e-01  3.24779483e-09  3.24253283e-09  3.32166940e-09  3.25450735e-09  3.27827993e-09  6.61167213e-07  1.66090786e-08  1.00000000e+00 
 2.42664534e-08  5.20288639e-01  5.20288639e-01  3.24779472e-09  3.24253283e-09  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168102e-07  2.48401761e-08  1.00000000e+00 
 2.94323177e-08  3.27048638e-09  3.24455769e-09  5.20288479e-01  3.24253283e-09  3.32166940e-09  3.25450735e-09  3.27827993e-09  6.61167231e-07  3.00711918e-08  1.00000000e+00 
 3.75975682e-08  5.20288639e-01  3.24455769e-09  5.20288639e-01  3.24253295e-09  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168102e-07  3.83167560e-08  1.00000000e+00 
 4.55967367e-08  3.27048638e-09  5.20288639e-01  5.20288639e-01  3.24253295e-09  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168102e-07  4.63715679e-08  1.00000000e+00 
 5.34916358e-08  5.20288802e-01  5.20288802e-01  5.20288802e-01  3.24253284e-09  3.32166930e-09  3.25450736e-09  3.27827994e-09  6.61168986e-07  5.43023759e-08  1.00000000e+00 
 6.02010525e-08  3.27048638e-09  3.24455769e-09  3.24779483e-09  5.20288471e-01  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61167185e-07  6.10287856e-08  1.00000000e+00 
 6.83305545e-08  5.20288636e-01  3.24455769e-09  3.24779484e-09  5.20288636e-01  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168084e-07  6.91640309e-08  1.00000000e+00 
 7.63381030e-08  3.27048627e-09  5.20288634e-01  3.24779484e-09  5.20288634e-01  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168077e-07  7.71623405e-08  1.00000000e+00 
 8.42487274e-08  5.20288796e-01  5.20288796e-01  3.24779483e-09  5.20288796e-01  3.32166928e-09  3.25450745e-09  3.27827992e-09  6.61168951e-07  8.50506723e-08  1.00000000e+00 
 8.93275914e-08  3.27048627e-09  3.24455769e-09  5.20288632e-01  5.20288632e-01  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168059e-07  9.01086281e-08  1.00000000e+00 
 9.72207410e-08  5.20288789e-01  3.24455769e-09  5.20288789e-01  5.20288789e-01  3.32166929e-09  3.25450735e-09  3.27827993e-09  6.61168905e-07  9.79597274e-08  1.00000000e+00 
 1.05000265e-07  3.27048637e-09  5.20288791e-01  5.20288791e-01  5.20288791e-01  3.32166928e-09  3.25450745e-09  3.27827992e-09  6.61168919e-07  1.05686695e-07  1.00000000e+00 
 1.12617903e-07  5.20288953e-01  5.20288953e-01  5.20288953e-01  5.20288953e-01  3.32166940e-09  3.25450734e-09  3.27827993e-09  6.61169796e-07  1.13243019e-07  1.00000000e+00 
 1.06533194e-07  3.27048638e-09  3.24455769e-09  3.24779472e-09  3.24253283e-09  5.20288490e-01  3.25450735e-09  3.27827993e-09  6.61167299e-07  1.07207967e-07  1.00000000e+00 
 1.14643896e-07  5.20288646e-01  3.24455768e-09  3.24779482e-09  3.24253293e-09  5.20288646e-01  3.25450745e-09  3.27827992e-09  6.61168130e-07  1.15250970e-07  1.00000000e+00 
 1.22669273e-07  3.27048638e-09  5.20288653e-01  3.24779483e-09  3.24253283e-09  5.20288653e-01  3.25450734e-09  3.27827993e-09  6.61168176e-07  1.23198944e-07  1.00000000e+00 
 1.30622930e-07  5.20288810e-01  5.20288810e-01  3.24779483e-09  3.24253282e-09  5.20288810e-01  3.25450745e-09  3.27827993e-09  6.61169025e-07  1.31065931e-07  1.00000000e+00 
 1.35697864e-07  3.27048638e-09  3.24455758e-09  5.20288647e-01  3.24253284e-09  5.20288647e-01  3.25450735e-09  3.27827993e-09  6.61168144e-07  1.36080473e-07  1.00000000e+00 
