 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.26016128e-09  3.26016128e-09  3.28104875e-09  3.29161549e-09  8.47467954e-07  4.73000661e-08  4.33817289e-01 
 5.95134535e-01  5.95134535e-01  3.28104875e-09  3.29161549e-09  8.47468462e-07  1.63410849e-07  4.83313472e-01 
 3.26016128e-09  3.26016128e-09  5.95134538e-01  3.29161549e-09  8.47468474e-07  2.76844297e-07  5.05280872e-01 
 5.95134625e-01  5.95134625e-01  5.95134625e-01  3.29161549e-09  8.47468973e-07  4.07983817e-07  5.21843686e-01 
 3.26016128e-09  3.26016128e-09  3.28104875e-09  5.95134539e-01  8.47468480e-07  5.89373514e-07  5.37908075e-01 
 5.95134628e-01  5.95134628e-01  3.28104875e-09  5.95134628e-01  8.47468988e-07  7.22351659e-07  5.46958739e-01 
 3.26016129e-09  3.26016129e-09  5.95134630e-01  5.95134630e-01  8.47469000e-07  8.31101710e-07  5.53273605e-01 
 5.95134718e-01  5.95134718e-01  5.95134718e-01  5.95134718e-01  8.47469501e-07  9.57499623e-07  5.59717214e-01 
