 b0              v(b0)           v(b1)           v(b2)           i(Vbias)        i(Viout)        v(vbout)       
 3.26180717e-09  3.26180717e-09  3.27527296e-09  3.29345605e-09  7.71852037e-07  8.22186763e-12  1.28420290e-01 
 5.86170709e-01  5.86170709e-01  3.27527286e-09  3.29345605e-09  7.71852566e-07  1.03957120e-07  4.71527022e-01 
 3.26180718e-09  3.26180718e-09  5.86175343e-01  3.29345617e-09  7.71852551e-07  2.23421980e-07  5.02607305e-01 
 5.86170733e-01  5.86170733e-01  5.86175313e-01  3.29345617e-09  7.71853084e-07  3.23329402e-07  5.18041450e-01 
 3.26180717e-09  3.26180717e-09  3.27527297e-09  5.86184444e-01  7.71852641e-07  4.51651662e-07  5.32259665e-01 
 5.86170802e-01  5.86170802e-01  3.27527298e-09  5.86184663e-01  7.71853180e-07  5.53127531e-07  5.41013191e-01 
 3.26180718e-09  3.26180718e-09  5.86175393e-01  5.86184567e-01  7.71853165e-07  6.67964345e-07  5.49258759e-01 
 5.86170824e-01  5.86170824e-01  5.86175544e-01  5.86184689e-01  7.71853692e-07  7.65444566e-07  5.55276677e-01 
