 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 6.85374985e-07  3.22476908e-09  3.25270738e-09  3.24808461e-09  3.24493896e-09  3.25605604e-09  3.24976727e-09  3.28902474e-09  6.85374985e-07  3.98704714e-08  1.00000000e+00 
 6.85375795e-07  5.29014245e-01  3.25270740e-09  3.24808463e-09  3.24493897e-09  3.25605606e-09  3.24976729e-09  3.28902476e-09  6.85375795e-07  4.29648708e-08  1.00000000e+00 
 6.85375785e-07  3.22476909e-09  5.29014244e-01  3.24808463e-09  3.24493909e-09  3.25605606e-09  3.24976729e-09  3.28902476e-09  6.85375785e-07  4.62872549e-08  1.00000000e+00 
 6.85376584e-07  5.29014390e-01  5.29014390e-01  3.24808463e-09  3.24493898e-09  3.25605606e-09  3.24976740e-09  3.28902476e-09  6.85376584e-07  5.00771051e-08  1.00000000e+00 
 6.85375785e-07  3.22476909e-09  3.25270728e-09  5.29014244e-01  3.24493909e-09  3.25605606e-09  3.24976740e-09  3.28902476e-09  6.85375785e-07  5.50448078e-08  1.00000000e+00 
 6.85376577e-07  5.29014390e-01  3.25270740e-09  5.29014390e-01  3.24493898e-09  3.25605606e-09  3.24976740e-09  3.28902476e-09  6.85376577e-07  5.99495564e-08  1.00000000e+00 
 6.85376566e-07  3.22476909e-09  5.29014388e-01  5.29014388e-01  3.24493898e-09  3.25605606e-09  3.24976740e-09  3.28902476e-09  6.85376566e-07  6.45644462e-08  1.00000000e+00 
 6.85377394e-07  5.29014537e-01  5.29014537e-01  5.29014537e-01  3.24493898e-09  3.25605606e-09  3.24976729e-09  3.28902477e-09  6.85377394e-07  6.94515165e-08  1.00000000e+00 
 6.85375788e-07  3.22476909e-09  3.25270739e-09  3.24808463e-09  5.29014245e-01  3.25605606e-09  3.24976729e-09  3.28902476e-09  6.85375788e-07  7.58508492e-08  1.00000000e+00 
 6.85376570e-07  5.29014388e-01  3.25270740e-09  3.24808463e-09  5.29014388e-01  3.25605606e-09  3.24976729e-09  3.28902476e-09  6.85376570e-07  8.19375998e-08  1.00000000e+00 
 6.85376584e-07  3.22476909e-09  5.29014391e-01  3.24808463e-09  5.29014391e-01  3.25605606e-09  3.24976729e-09  3.28902476e-09  6.85376584e-07  8.75014763e-08  1.00000000e+00 
 6.85377387e-07  5.29014538e-01  5.29014538e-01  3.24808463e-09  5.29014538e-01  3.25605607e-09  3.24976729e-09  3.28902477e-09  6.85377387e-07  9.31300264e-08  1.00000000e+00 
