 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.56217308e-07  3.38784141e-09  3.48579947e-09  3.42956950e-09  3.03693531e-09  3.35707260e-09  2.99933171e-09  3.41677975e-09  1.56217308e-07  8.48636716e-10  1.00000000e+00 
 1.56218305e-07  4.56971822e-01  3.48579945e-09  3.42956950e-09  3.03693532e-09  3.35707259e-09  2.99933182e-09  3.41677978e-09  1.56218305e-07  1.34741640e-09  1.00000000e+00 
 1.56218288e-07  3.38784141e-09  4.56971808e-01  3.42956956e-09  3.03693532e-09  3.35707259e-09  2.99933176e-09  3.41677978e-09  1.56218288e-07  2.53982080e-09  1.00000000e+00 
 1.56219281e-07  4.56972553e-01  4.56972553e-01  3.42956954e-09  3.03693537e-09  3.35707261e-09  2.99933179e-09  3.41677990e-09  1.56219281e-07  3.93546173e-09  1.00000000e+00 
 1.56218303e-07  3.38784142e-09  3.48579945e-09  4.56971832e-01  3.03693532e-09  3.35707259e-09  2.99933176e-09  3.41677984e-09  1.56218303e-07  5.26787858e-09  1.00000000e+00 
 1.56219347e-07  4.56972598e-01  3.48579947e-09  4.56972598e-01  3.03693537e-09  3.35707261e-09  2.99933184e-09  3.41677991e-09  1.56219347e-07  6.71442280e-09  1.00000000e+00 
 1.56219272e-07  3.38784145e-09  4.56972554e-01  4.56972554e-01  3.03693537e-09  3.35707261e-09  2.99933184e-09  3.41677990e-09  1.56219272e-07  8.36355696e-09  1.00000000e+00 
 1.56220340e-07  4.56973344e-01  4.56973344e-01  4.56973344e-01  3.03693542e-09  3.35707263e-09  2.99933181e-09  3.41677991e-09  1.56220340e-07  9.81162884e-09  1.00000000e+00 
 1.56218331e-07  3.38784142e-09  3.48579945e-09  3.42956956e-09  4.56971840e-01  3.35707259e-09  2.99933182e-09  3.41677978e-09  1.56218331e-07  1.18147838e-08  1.00000000e+00 
 1.56219334e-07  4.56972591e-01  3.48579953e-09  3.42956954e-09  4.56972591e-01  3.35707261e-09  2.99933184e-09  3.41677991e-09  1.56219334e-07  1.32353719e-08  1.00000000e+00 
 1.56219282e-07  3.38784145e-09  4.56972554e-01  3.42956954e-09  4.56972554e-01  3.35707261e-09  2.99933184e-09  3.41677990e-09  1.56219282e-07  1.48777843e-08  1.00000000e+00 
 1.56220317e-07  4.56973327e-01  4.56973327e-01  3.42956963e-09  4.56973327e-01  3.35707263e-09  2.99933181e-09  3.41677991e-09  1.56220317e-07  1.63252381e-08  1.00000000e+00 
 1.56219312e-07  3.38784145e-09  3.48579953e-09  4.56972583e-01  4.56972583e-01  3.35707261e-09  2.99933184e-09  3.41677990e-09  1.56219312e-07  1.76332691e-08  1.00000000e+00 
