 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.29235654e-12  3.27099777e-09  3.27998206e-09  3.28649836e-09  3.27424876e-09  3.23396665e-09  3.26583735e-09  3.25785217e-09  7.19164240e-07  2.01261230e-11  1.00000000e+00 
 7.53883676e-09  5.79808340e-01  3.27998207e-09  3.28649827e-09  3.27424867e-09  3.23396667e-09  3.26583726e-09  3.25785218e-09  7.19165012e-07  1.03432285e-08  1.00000000e+00 
 1.51098491e-08  3.27099778e-09  5.79808341e-01  3.28649838e-09  3.27424867e-09  3.23396667e-09  3.26583737e-09  3.25785218e-09  7.19165016e-07  2.02354080e-08  1.00000000e+00 
 2.30431413e-08  5.79808478e-01  5.79808478e-01  3.28649838e-09  3.27424878e-09  3.23396667e-09  3.26583726e-09  3.25785219e-09  7.19165774e-07  3.03819512e-08  1.00000000e+00 
 3.00146358e-08  3.27099777e-09  3.27998206e-09  5.79808344e-01  3.27424876e-09  3.23396665e-09  3.26583736e-09  3.25785217e-09  7.19165033e-07  3.91731803e-08  1.00000000e+00 
 3.81080756e-08  5.79808483e-01  3.27998208e-09  5.79808484e-01  3.27424878e-09  3.23396667e-09  3.26583726e-09  3.25785219e-09  7.19165807e-07  4.92665357e-08  1.00000000e+00 
 4.57660152e-08  3.27099779e-09  5.79808481e-01  5.79808481e-01  3.27424878e-09  3.23396667e-09  3.26583737e-09  3.25785219e-09  7.19165792e-07  5.87247868e-08  1.00000000e+00 
 5.36186046e-08  5.79808621e-01  5.79808621e-01  5.79808621e-01  3.27424866e-09  3.23396666e-09  3.26583736e-09  3.25785218e-09  7.19166572e-07  6.83440611e-08  1.00000000e+00 
 5.79127638e-08  3.27099778e-09  3.27998207e-09  3.28649838e-09  5.79808342e-01  3.23396667e-09  3.26583726e-09  3.25785207e-09  7.19165018e-07  7.35737906e-08  1.00000000e+00 
 6.60194339e-08  5.79808479e-01  3.27998207e-09  3.28649827e-09  5.79808479e-01  3.23396667e-09  3.26583737e-09  3.25785207e-09  7.19165782e-07  8.33933385e-08  1.00000000e+00 
 7.37150177e-08  3.27099779e-09  5.79808480e-01  3.28649827e-09  5.79808480e-01  3.23396667e-09  3.26583737e-09  3.25785207e-09  7.19165788e-07  9.26554833e-08  1.00000000e+00 
 8.15845282e-08  5.79808616e-01  5.79808616e-01  3.28649837e-09  5.79808616e-01  3.23396666e-09  3.26583736e-09  3.25785218e-09  7.19166545e-07  1.02072050e-07  1.00000000e+00 
 8.84711504e-08  3.27099779e-09  3.27998207e-09  5.79808483e-01  5.79808483e-01  3.23396667e-09  3.26583726e-09  3.25785219e-09  7.19165803e-07  1.10270339e-07  1.00000000e+00 
 9.63997396e-08  5.79808619e-01  3.27998207e-09  5.79808620e-01  5.79808620e-01  3.23396666e-09  3.26583736e-09  3.25785206e-09  7.19166565e-07  1.19663511e-07  1.00000000e+00 
 1.03930077e-07  3.27099778e-09  5.79808623e-01  5.79808623e-01  5.79808623e-01  3.23396666e-09  3.26583736e-09  3.25785218e-09  7.19166585e-07  1.28542553e-07  1.00000000e+00 
 1.11567883e-07  5.79808758e-01  5.79808758e-01  5.79808758e-01  5.79808758e-01  3.23396667e-09  3.26583737e-09  3.25785219e-09  7.19167332e-07  1.37508703e-07  1.00000000e+00 
 1.17990584e-07  3.27099778e-09  3.27998207e-09  3.28649838e-09  3.27424867e-09  5.79808342e-01  3.26583737e-09  3.25785218e-09  7.19165023e-07  1.45019165e-07  1.00000000e+00 
 1.25974299e-07  5.79808479e-01  3.27998206e-09  3.28649837e-09  3.27424877e-09  5.79808480e-01  3.26583736e-09  3.25785217e-09  7.19165785e-07  1.54319636e-07  1.00000000e+00 
 1.33576425e-07  3.27099777e-09  5.79808479e-01  3.28649837e-09  3.27424877e-09  5.79808479e-01  3.26583736e-09  3.25785217e-09  7.19165785e-07  1.63140953e-07  1.00000000e+00 
 1.41429378e-07  5.79808617e-01  5.79808618e-01  3.28649837e-09  3.27424866e-09  5.79808618e-01  3.26583736e-09  3.25785218e-09  7.19166553e-07  1.72219433e-07  1.00000000e+00 
 1.48305422e-07  3.27099777e-09  3.27998206e-09  5.79808483e-01  3.27424866e-09  5.79808483e-01  3.26583736e-09  3.25785217e-09  7.19165802e-07  1.80141615e-07  1.00000000e+00 
 1.56221020e-07  5.79808621e-01  3.27998207e-09  5.79808621e-01  3.27424866e-09  5.79808621e-01  3.26583736e-09  3.25785206e-09  7.19166575e-07  1.89231621e-07  1.00000000e+00 
 1.63686831e-07  3.27099778e-09  5.79808620e-01  5.79808620e-01  3.27424877e-09  5.79808620e-01  3.26583736e-09  3.25785218e-09  7.19166570e-07  1.97777005e-07  1.00000000e+00 
