 b0              v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 3.25935456e-09  3.25935456e-09  3.25826447e-09  3.27110693e-09  3.27504469e-09  3.30029273e-09  3.26911052e-09  3.25854913e-09  1.91927410e-07  2.50462140e-09  1.00000000e+00 
 5.32952020e-01  5.32952020e-01  3.25826452e-09  3.27110698e-09  3.27504474e-09  3.30029291e-09  3.26911057e-09  3.25854918e-09  1.91933743e-07  2.50502907e-09  1.00000000e+00 
 3.25935472e-09  3.25935472e-09  5.32952032e-01  3.27110686e-09  3.27504485e-09  3.30029280e-09  3.26911057e-09  3.25854918e-09  1.91933782e-07  2.50810750e-09  1.00000000e+00 
 5.32954150e-01  5.32954150e-01  5.32954150e-01  3.27110702e-09  3.27504479e-09  3.30029297e-09  3.26911073e-09  3.25854923e-09  1.91940164e-07  2.50891574e-09  1.00000000e+00 
 3.25935472e-09  3.25935472e-09  3.25826452e-09  5.32951963e-01  3.27504474e-09  3.30029279e-09  3.26911068e-09  3.25854918e-09  1.91933573e-07  2.50944066e-09  1.00000000e+00 
 5.32954063e-01  5.32954063e-01  3.25826457e-09  5.32954063e-01  3.27504490e-09  3.30029297e-09  3.26911073e-09  3.25854923e-09  1.91939903e-07  2.51021426e-09  1.00000000e+00 
 3.25935477e-09  3.25935477e-09  5.32954080e-01  5.32954080e-01  3.27504479e-09  3.30029297e-09  3.26911073e-09  3.25854923e-09  1.91939953e-07  2.51438426e-09  1.00000000e+00 
 5.32956185e-01  5.32956185e-01  5.32956185e-01  5.32956185e-01  3.27504496e-09  3.30029292e-09  3.26911067e-09  3.25854929e-09  1.91946298e-07  2.51532395e-09  1.00000000e+00 
