 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 6.54061385e-07  3.25941502e-09  3.24737772e-09  3.27890903e-09  3.25534566e-09  3.25906746e-09  3.22868689e-09  3.22417304e-09  6.54061385e-07  3.66834172e-08  1.00000000e+00 
 6.54062248e-07  5.09151751e-01  3.24737772e-09  3.27890904e-09  3.25534567e-09  3.25906746e-09  3.22868689e-09  3.22417316e-09  6.54062248e-07  3.90970882e-08  1.00000000e+00 
 6.54062262e-07  3.25941502e-09  5.09151752e-01  3.27890915e-09  3.25534555e-09  3.25906746e-09  3.22868689e-09  3.22417316e-09  6.54062262e-07  4.20329940e-08  1.00000000e+00 
 6.54063193e-07  5.09151924e-01  5.09151924e-01  3.27890904e-09  3.25534567e-09  3.25906747e-09  3.22868690e-09  3.22417316e-09  6.54063193e-07  4.50011584e-08  1.00000000e+00 
 6.54062326e-07  3.25941502e-09  3.24737772e-09  5.09151764e-01  3.25534567e-09  3.25906746e-09  3.22868689e-09  3.22417316e-09  6.54062326e-07  4.81940248e-08  1.00000000e+00 
 6.54063228e-07  5.09151932e-01  3.24737773e-09  5.09151932e-01  3.25534567e-09  3.25906747e-09  3.22868690e-09  3.22417305e-09  6.54063228e-07  5.18926129e-08  1.00000000e+00 
 6.54063250e-07  3.25941503e-09  5.09151935e-01  5.09151935e-01  3.25534567e-09  3.25906747e-09  3.22868690e-09  3.22417316e-09  6.54063250e-07  5.59799247e-08  1.00000000e+00 
 6.54064127e-07  5.09152096e-01  5.09152096e-01  5.09152096e-01  3.25534567e-09  3.25906747e-09  3.22868690e-09  3.22417316e-09  6.54064127e-07  5.99573724e-08  1.00000000e+00 
 6.54062294e-07  3.25941502e-09  3.24737772e-09  3.27890915e-09  5.09151759e-01  3.25906746e-09  3.22868701e-09  3.22417316e-09  6.54062294e-07  6.54363532e-08  1.00000000e+00 
 6.54063221e-07  5.09151930e-01  3.24737773e-09  3.27890904e-09  5.09151930e-01  3.25906747e-09  3.22868701e-09  3.22417305e-09  6.54063221e-07  7.02377889e-08  1.00000000e+00 
 6.54063232e-07  3.25941503e-09  5.09151931e-01  3.27890904e-09  5.09151931e-01  3.25906747e-09  3.22868690e-09  3.22417316e-09  6.54063232e-07  7.53981766e-08  1.00000000e+00 
 6.54064138e-07  5.09152097e-01  5.09152097e-01  3.27890905e-09  5.09152097e-01  3.25906747e-09  3.22868690e-09  3.22417316e-09  6.54064138e-07  8.01588129e-08  1.00000000e+00 
