 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.25217234e-09  3.25217234e-09  3.27331712e-09  3.28601222e-09  7.30041516e-07  3.82353242e-08  4.30337141e-01 
 5.81372165e-01  5.81372165e-01  3.27331724e-09  3.28601222e-09  7.30042302e-07  1.27454051e-07  4.77726668e-01 
 3.25217223e-09  3.25217223e-09  5.81372157e-01  3.28601222e-09  7.30042260e-07  2.30466020e-07  5.02004668e-01 
 5.81372297e-01  5.81372297e-01  5.81372297e-01  3.28601211e-09  7.30043041e-07  3.31754936e-07  5.17300532e-01 
 3.25217234e-09  3.25217234e-09  3.27331724e-09  5.81372162e-01  7.30042287e-07  4.31943890e-07  5.28570541e-01 
 5.81372303e-01  5.81372303e-01  3.27331724e-09  5.81372303e-01  7.30043071e-07  5.34332965e-07  5.37780502e-01 
 3.25217234e-09  3.25217234e-09  5.81372295e-01  5.81372295e-01  7.30043028e-07  6.33178432e-07  5.45216007e-01 
 5.81372436e-01  5.81372436e-01  5.81372436e-01  5.81372436e-01  7.30043817e-07  7.32022563e-07  5.51636560e-01 
