 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.22502640e-09  3.22502640e-09  3.23045286e-09  3.24623776e-09  7.83061519e-07  1.95110594e-11  1.54683029e-01 
 5.91494280e-01  5.91494280e-01  3.23045288e-09  3.24623777e-09  7.83062154e-07  1.70313415e-07  4.87530451e-01 
 3.22502652e-09  3.22502652e-09  5.91494281e-01  3.24623776e-09  7.83062165e-07  3.18082861e-07  5.13581824e-01 
 5.91494392e-01  5.91494392e-01  5.91494392e-01  3.24623777e-09  7.83062808e-07  4.71933053e-07  5.30492061e-01 
 3.22502642e-09  3.22502642e-09  3.23045288e-09  5.91494284e-01  7.83062176e-07  6.52358356e-07  5.44669044e-01 
 5.91494392e-01  5.91494392e-01  3.23045286e-09  5.91494392e-01  7.83062810e-07  8.02025870e-07  5.53873577e-01 
 3.22502652e-09  3.22502652e-09  5.91494394e-01  5.91494394e-01  7.83062820e-07  9.33311281e-07  5.60718342e-01 
 5.91494503e-01  5.91494503e-01  5.91494503e-01  5.91494504e-01  7.83063461e-07  1.07325290e-06  5.67099816e-01 
