 b0              v(b0)           v(b1)           v(b2)           i(vbias)        i(viout)        v(vbout)       
 3.27587385e-09  3.27587385e-09  3.27587385e-09  3.27587385e-09  9.45120580e-06  2.27124689e-05  7.53906159e-01 
 9.81143909e-01  9.81143909e-01  3.27175659e-09  3.27175659e-09  9.08304492e-06  2.12729309e-05  7.47979035e-01 
 3.27175659e-09  3.27175659e-09  9.81143909e-01  3.27175659e-09  9.08304493e-06  2.17644361e-05  7.50028370e-01 
 1.19279632e+00  1.19279632e+00  1.19279632e+00  3.27587385e-09  9.45120581e-06  2.96201924e-05  7.79729509e-01 
 3.27175659e-09  3.27175659e-09  3.27175659e-09  9.81143909e-01  9.08304492e-06  2.26764857e-05  7.53760712e-01 
 1.19279632e+00  1.19279632e+00  3.27587385e-09  1.19279632e+00  9.45120580e-06  3.05892230e-05  7.83073137e-01 
 3.27587385e-09  3.27587385e-09  1.19279632e+00  1.19279632e+00  9.45120580e-06  3.08841009e-05  7.84079213e-01 
 1.19279632e+00  1.19279632e+00  1.19279632e+00  1.19279632e+00  9.45120580e-06  3.20040317e-05  7.87853956e-01 
