 vmeas#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 9.94759830e-12  3.23584624e-09  3.26076323e-09  3.26909616e-09  3.30395969e-09  3.26315165e-09  3.26075996e-09  3.22502444e-09  1.62174640e-07  1.24308031e-09  1.00000000e+00 
 1.62532388e-09  4.60388461e-01  3.26076326e-09  3.26909630e-09  3.30395973e-09  3.26315179e-09  3.26075999e-09  3.22502436e-09  1.62175560e-07  2.24778773e-09  1.00000000e+00 
 3.01599812e-09  3.23584627e-09  4.60388443e-01  3.26909630e-09  3.30395973e-09  3.26315179e-09  3.26075999e-09  3.22502436e-09  1.62175535e-07  3.53372798e-09  1.00000000e+00 
 4.68168082e-09  4.60389134e-01  4.60389134e-01  3.26909630e-09  3.30395985e-09  3.26315168e-09  3.26076010e-09  3.22502447e-09  1.62176473e-07  5.19305843e-09  1.00000000e+00 
 6.19542107e-09  3.23584627e-09  3.26076326e-09  4.60388466e-01  3.30395973e-09  3.26315179e-09  3.26075999e-09  3.22502436e-09  1.62175564e-07  6.71396094e-09  1.00000000e+00 
 7.86769760e-09  4.60389153e-01  3.26076317e-09  4.60389153e-01  3.30395987e-09  3.26315170e-09  3.26076001e-09  3.22502437e-09  1.62176491e-07  8.39320080e-09  1.00000000e+00 
 9.27747124e-09  3.23584640e-09  4.60389144e-01  4.60389144e-01  3.30395987e-09  3.26315170e-09  3.26076001e-09  3.22502437e-09  1.62176484e-07  9.80715242e-09  1.00000000e+00 
 1.09649250e-08  4.60389836e-01  4.60389836e-01  4.60389836e-01  3.30395978e-09  3.26315183e-09  3.26076002e-09  3.22502450e-09  1.62177429e-07  1.14978747e-08  1.00000000e+00 
 1.26030386e-08  3.23584638e-09  3.26076326e-09  3.26909630e-09  4.60388494e-01  3.26315180e-09  3.26075999e-09  3.22502436e-09  1.62175606e-07  1.31379636e-08  1.00000000e+00 
 1.42657086e-08  4.60389167e-01  3.26076317e-09  3.26909621e-09  4.60389167e-01  3.26315170e-09  3.26076001e-09  3.22502437e-09  1.62176516e-07  1.48013584e-08  1.00000000e+00 
 1.56838951e-08  3.23584640e-09  4.60389142e-01  3.26909632e-09  4.60389142e-01  3.26315181e-09  3.26076001e-09  3.22502437e-09  1.62176487e-07  1.62196869e-08  1.00000000e+00 
