 vbias#branch    v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(vbias)        i(viout)        v(vout)        
 1.61123063e-07  3.36758073e-09  3.05348680e-09  3.45808168e-09  3.27928008e-09  3.43500058e-09  3.39528956e-09  3.19577665e-09  1.61123063e-07  1.07328901e-09  1.00000000e+00 
 1.61123962e-07  4.51313062e-01  3.05348683e-09  3.45808174e-09  3.27928012e-09  3.43500061e-09  3.39528966e-09  3.19577666e-09  1.61123962e-07  1.69853820e-09  1.00000000e+00 
 1.61124036e-07  3.36758076e-09  4.51313116e-01  3.45808174e-09  3.27928012e-09  3.43500061e-09  3.39528960e-09  3.19577667e-09  1.61124036e-07  2.94664915e-09  1.00000000e+00 
 1.61124906e-07  4.51313768e-01  4.51313768e-01  3.45808182e-09  3.27928013e-09  3.43500066e-09  3.39528967e-09  3.19577671e-09  1.61124906e-07  4.54532767e-09  1.00000000e+00 
 1.61124020e-07  3.36758073e-09  3.05348680e-09  4.51313106e-01  3.27928015e-09  3.43500064e-09  3.39528957e-09  3.19577669e-09  1.61124020e-07  5.92282845e-09  1.00000000e+00 
 1.61124939e-07  4.51313783e-01  3.05348688e-09  4.51313783e-01  3.27928013e-09  3.43500066e-09  3.39528967e-09  3.19577671e-09  1.61124939e-07  7.56436691e-09  1.00000000e+00 
 1.61124964e-07  3.36758083e-09  4.51313830e-01  4.51313830e-01  3.27928013e-09  3.43500066e-09  3.39528967e-09  3.19577665e-09  1.61124964e-07  9.21455978e-09  1.00000000e+00 
 1.61126033e-07  4.51314583e-01  4.51314583e-01  4.51314583e-01  3.27928027e-09  3.43500066e-09  3.39528974e-09  3.19577670e-09  1.61126033e-07  1.08611431e-08  1.00000000e+00 
 1.61124009e-07  3.36758076e-09  3.05348683e-09  3.45808174e-09  4.51313096e-01  3.43500061e-09  3.39528960e-09  3.19577666e-09  1.61124009e-07  1.23654047e-08  1.00000000e+00 
 1.61124979e-07  4.51313813e-01  3.05348689e-09  3.45808182e-09  4.51313814e-01  3.43500066e-09  3.39528967e-09  3.19577665e-09  1.61124979e-07  1.39767735e-08  1.00000000e+00 
 1.61124967e-07  3.36758083e-09  4.51313804e-01  3.45808182e-09  4.51313804e-01  3.43500066e-09  3.39528967e-09  3.19577665e-09  1.61124967e-07  1.56177151e-08  1.00000000e+00 
 1.61125877e-07  4.51314492e-01  4.51314493e-01  3.45808185e-09  4.51314493e-01  3.43500066e-09  3.39528973e-09  3.19577670e-09  1.61125877e-07  1.72601631e-08  1.00000000e+00 
 1.61125048e-07  3.36758083e-09  3.05348689e-09  4.51313850e-01  4.51313850e-01  3.43500067e-09  3.39528967e-09  3.19577665e-09  1.61125048e-07  1.85992235e-08  1.00000000e+00 
 1.61126002e-07  4.51314574e-01  3.05348688e-09  4.51314574e-01  4.51314574e-01  3.43500066e-09  3.39528974e-09  3.19577670e-09  1.61126002e-07  2.02174846e-08  1.00000000e+00 
 1.61126075e-07  3.36758079e-09  4.51314615e-01  4.51314615e-01  4.51314615e-01  3.43500066e-09  3.39528968e-09  3.19577670e-09  1.61126075e-07  2.18575025e-08  1.00000000e+00 
 1.61126912e-07  4.51315269e-01  4.51315269e-01  4.51315269e-01  4.51315269e-01  3.43500072e-09  3.39528975e-09  3.19577674e-09  1.61126912e-07  2.34935840e-08  1.00000000e+00 
 1.61123948e-07  3.36758070e-09  3.05348683e-09  3.45808174e-09  3.27928012e-09  4.51313056e-01  3.39528960e-09  3.19577666e-09  1.61123948e-07  2.47423486e-08  1.00000000e+00 
 1.61124725e-07  4.51313649e-01  3.05348682e-09  3.45808175e-09  3.27928018e-09  4.51313648e-01  3.39528966e-09  3.19577671e-09  1.61124725e-07  2.63222546e-08  1.00000000e+00 
 1.61124868e-07  3.36758077e-09  4.51313734e-01  3.45808176e-09  3.27928018e-09  4.51313733e-01  3.39528966e-09  3.19577671e-09  1.61124868e-07  2.79453474e-08  1.00000000e+00 
 1.61125882e-07  4.51314482e-01  4.51314482e-01  3.45808185e-09  3.27928021e-09  4.51314482e-01  3.39528968e-09  3.19577670e-09  1.61125882e-07  2.95734992e-08  1.00000000e+00 
 1.61124840e-07  3.36758077e-09  3.05348682e-09  4.51313727e-01  3.27928018e-09  4.51313727e-01  3.39528966e-09  3.19577671e-09  1.61124840e-07  3.09168229e-08  1.00000000e+00 
 1.61125850e-07  4.51314443e-01  3.05348688e-09  4.51314443e-01  3.27928026e-09  4.51314443e-01  3.39528967e-09  3.19577670e-09  1.61125850e-07  3.25387930e-08  1.00000000e+00 
