 b0              v(b0)           v(b1)           v(b2)           i(Vbias)        i(viout)        v(vbout)       
 1.62701657e-09  1.62701657e-09  1.59116632e-09  1.61569469e-09  7.84977114e-07  8.34621261e-12  9.99151070e-02 
 5.77034076e-01  5.77034076e-01  1.59116643e-09  1.61569469e-09  7.84977791e-07  1.32832540e-07  4.66760789e-01 
 1.62701658e-09  1.62701658e-09  5.77034078e-01  1.61569469e-09  7.84977800e-07  2.71426376e-07  4.96644246e-01 
 5.77034198e-01  5.77034198e-01  5.77034198e-01  1.61569470e-09  7.84978479e-07  3.93429172e-07  5.12468127e-01 
 1.62701658e-09  1.62701658e-09  1.59116643e-09  5.77034079e-01  7.84977802e-07  5.30540685e-07  5.25399077e-01 
 5.77034198e-01  5.77034198e-01  1.59116632e-09  5.77034198e-01  7.84978479e-07  6.57423278e-07  5.34798136e-01 
 1.62701659e-09  1.62701659e-09  5.77034202e-01  5.77034202e-01  7.84978502e-07  7.89270018e-07  5.42909753e-01 
 5.77034321e-01  5.77034321e-01  5.77034321e-01  5.77034321e-01  7.84979171e-07  9.04985757e-07  5.49051533e-01 
